plan_row_id,replay_phase,context_id,g562_dataset_row_id,g562_instance_uid,g562_evaluation_uid,g562_identity_digest,g562_scenario_sha256,g562_physical_map_sha256,split,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g562_cycle2_00000622,cycle2,g562_real_graph_000311,g562_real_graph_000311,16f6f0a15e441be0b4de5ee26e8e48ee173f5d011a7ff1d92925b5bc120a36bc,23ce16533899a47805b043c3e5c930c88abc2c26ab91b08f97c00769fd1352e4,573b9010c3cf975b924e5dbfe0a894b92228e7b01324073fe1ae574903e7cb81,113fd4eb656e4dabc47c8decb5d64b9ae99cd0e214def04434cdf48c8ccc46b9,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,train,g559-synth-city-boston-32,city,96,96,8749,1000,1000,1000,1.0,2,g559_b1000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000623,cycle2,g562_real_graph_000311,g562_real_graph_000311,16f6f0a15e441be0b4de5ee26e8e48ee173f5d011a7ff1d92925b5bc120a36bc,23ce16533899a47805b043c3e5c930c88abc2c26ab91b08f97c00769fd1352e4,b6210dd5e643778e615e9fd765d60643c90e40fe1b39b3b1fc95d7aefb653a17,113fd4eb656e4dabc47c8decb5d64b9ae99cd0e214def04434cdf48c8ccc46b9,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,train,g559-synth-city-boston-32,city,96,96,8749,1000,1000,1000,1.0,2,g559_b1000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,66374428b651653bbf2bc3c9b3697e8c1f9d3093b38dbb28d9906f5f0cbc212e,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000624,cycle2,g562_real_graph_000312,g562_real_graph_000312,9c3a1d4f960a321682172e15050378cba07762efbdfa26b76d143ed7a01b68bf,23fff63ed9e89a0a961a91528a4d070a08150a1e3678a2974c7e88cb85284b3f,ad8f675d43f03ac6d0f1292d12ee268d41ed9b51d8aa91d3ad9e55f585cfa5a4,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,train,random-8-8-20,random,32,32,8827,5000,5000,5000,5.0,2,g559_b5000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000625,cycle2,g562_real_graph_000312,g562_real_graph_000312,9c3a1d4f960a321682172e15050378cba07762efbdfa26b76d143ed7a01b68bf,23fff63ed9e89a0a961a91528a4d070a08150a1e3678a2974c7e88cb85284b3f,f641a6b3a7ec146b6348cdd4d1f00cfa62d112a7773b413f44304dc307774dd9,aaae4553c14a9ad1d90b7eb3273e47edf7f8004d9422d7a36f88c0a2befa03df,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,train,random-8-8-20,random,32,32,8827,5000,5000,5000,5.0,2,g559_b5000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,d6520452b140e772ae1bc816567ed7185d7b6403a07dba00f1a33e5560f0122a,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000626,cycle2,g562_real_graph_000313,g562_real_graph_000313,0c39282d25ae60de7960227379cb05724f532533bec9d1cda09b34944e27a724,249ac7a3915e44af10cc200753d63ad9296434046198496f18a8046cadd48cb5,01d210ea7e0ba322176b129b45dc5ec7c35335a14a1fc189884a1d2f31d1a4b0,e15903df90f760083fc3008baf3cb06653cceb70c4c610ea7050c8b00db189fc,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,train,g559-synth-loop-chain-36,irregular_bottleneck,64,64,8070,2000,2000,2000,2.0,4,g559_b2000_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000627,cycle2,g562_real_graph_000313,g562_real_graph_000313,0c39282d25ae60de7960227379cb05724f532533bec9d1cda09b34944e27a724,249ac7a3915e44af10cc200753d63ad9296434046198496f18a8046cadd48cb5,3d627932558c5c647a4a68ffbf026daa96c65245d7dff912dc3ac3598d3af790,e15903df90f760083fc3008baf3cb06653cceb70c4c610ea7050c8b00db189fc,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,train,g559-synth-loop-chain-36,irregular_bottleneck,64,64,8070,2000,2000,2000,2.0,4,g559_b2000_i4,g556_c063174,g556_c063174,g556_c063174,g556_c063174,af3eb463c23e377802728c1e6d8c1fe553008b287aabc78f2a0a6e82fd631f4d,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000628,cycle2,g562_real_graph_000314,g562_real_graph_000314,8625323877aff61328992f95ca716350611ce91adf2ef26471585a5ddb82c26d,24ca1fe3821a979f1017c5263d0d80f51d840a47e9c2c01c0e0f977a80740662,bf82e5865467a756619e9ec61d57c7defee004ddf66013e86f8ca5cbcfa65b8d,f1a7c2f5017f61f73fbc52d0ec9e098376aaaa84a6ff2863dbae5b4ff73f5882,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,validation,maze-36-32-4,maze,32,32,8279,5000,5000,5000,5.0,3,g559_b5000_i3,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000629,cycle2,g562_real_graph_000314,g562_real_graph_000314,8625323877aff61328992f95ca716350611ce91adf2ef26471585a5ddb82c26d,24ca1fe3821a979f1017c5263d0d80f51d840a47e9c2c01c0e0f977a80740662,d3406b97dd948e777adce48fa99cefd155354ea07c832f329df656d3a7466753,f1a7c2f5017f61f73fbc52d0ec9e098376aaaa84a6ff2863dbae5b4ff73f5882,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,validation,maze-36-32-4,maze,32,32,8279,5000,5000,5000,5.0,3,g559_b5000_i3,g556_c063174,g556_c063174,g556_c063174,g556_c063174,61bffa194ab2593fe54d8be23df311b205625ace5555b48e4a02f67e9d816da8,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000630,cycle2,g562_real_graph_000315,g562_real_graph_000315,aae5c3f4ca339d0be8603e217e81d5eeade3edb8d95c0393d1d99d21d465c567,250bfe469671327f2d2bae31983ae1f7bfb896c6fa67335ccfbd7ec5daf10e52,7014a0ca96bb6978a6f0630288ab722d70afce7668764579940d805821a9ebab,834267466d072883db2c3539697b8e4025f4c846d5dd7e4f854fdd2d84b851ad,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,train,g559-synth-game-lak-32,game,256,256,8343,5000,5000,5000,5.0,4,g559_b5000_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000631,cycle2,g562_real_graph_000315,g562_real_graph_000315,aae5c3f4ca339d0be8603e217e81d5eeade3edb8d95c0393d1d99d21d465c567,250bfe469671327f2d2bae31983ae1f7bfb896c6fa67335ccfbd7ec5daf10e52,41b978851790951e9c1c6e13169e91e5b94667904e66017c65f70804d4c2d52c,834267466d072883db2c3539697b8e4025f4c846d5dd7e4f854fdd2d84b851ad,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,train,g559-synth-game-lak-32,game,256,256,8343,5000,5000,5000,5.0,4,g559_b5000_i4,g556_c063174,g556_c063174,g556_c063174,g556_c063174,cdc251788669bfbf1c6b80c0d0dbb48c2d26bf59775ebbdc901eae97c389f17d,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000632,cycle2,g562_real_graph_000316,g562_real_graph_000316,77ab38f097392a81d75bcb2caae63243d0412b69af01fcd86ad5df52f92c3368,25240bf8d5626de196e92246476f3c1973c0c79aa8bfded94eb18930bcff91a7,664dd92d8ff4fa61e8e6a3fcc8901703d54d20a163e9da69c03c0bcc0bd71408,dc8c954d7b067dba5e8cf41614ca53cc6213451e4f884ce35882d773a3bff002,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,train,room-40-32-8,room,96,96,7873,1000,1000,1000,1.0,2,g559_b1000_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000633,cycle2,g562_real_graph_000316,g562_real_graph_000316,77ab38f097392a81d75bcb2caae63243d0412b69af01fcd86ad5df52f92c3368,25240bf8d5626de196e92246476f3c1973c0c79aa8bfded94eb18930bcff91a7,9c4b17d8831a5601d9f0dcf67222c783845ca136e96d12c4ee63ac4ee4f7ea0e,dc8c954d7b067dba5e8cf41614ca53cc6213451e4f884ce35882d773a3bff002,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,train,room-40-32-8,room,96,96,7873,1000,1000,1000,1.0,2,g559_b1000_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,5c45317468e8cf7c7943237bbac92f5e4689d3e168b08ec8d5b616269d2b33c1,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000634,cycle2,g562_real_graph_000317,g562_real_graph_000317,5dd0be79790291f7f96f78a37cace9b9df50501b4e8c8dce1417a3e5b47db4e6,2572401a74b8ab7bb60fb91f6fdcb4013ce5f906240bad5f648a4657410fbdaf,c7c95222f8b95540d432c717a28ed63863cb0fa1be5b97b62908717b05836260,8f4d21bdf9e4c2114db48515a6059702073dd420245921d13d00de532795dc8a,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,train,room-32-32-4,room,64,64,8520,500,500,500,0.5,4,g559_b500_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000635,cycle2,g562_real_graph_000317,g562_real_graph_000317,5dd0be79790291f7f96f78a37cace9b9df50501b4e8c8dce1417a3e5b47db4e6,2572401a74b8ab7bb60fb91f6fdcb4013ce5f906240bad5f648a4657410fbdaf,220e034ba23a69d15f6f4b58e1daa4d335dd7d90dda464bd1bed21490bef9eda,8f4d21bdf9e4c2114db48515a6059702073dd420245921d13d00de532795dc8a,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,train,room-32-32-4,room,64,64,8520,500,500,500,0.5,4,g559_b500_i4,g556_c063174,g556_c063174,g556_c063174,g556_c063174,d93bba95a7a89dcced3e71e6bf1095764bf5aaeaa4eb5b1da65594d7b438d0f2,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000636,cycle2,g562_real_graph_000318,g562_real_graph_000318,08d422f961b6149218785357cfd801ebcb5055ee51b005e04744a684b18cb898,2578c55866529c290278643cdcd5addb9dc22f967221f5221512efbcaf31cdf2,2304c0854e4273ff5fabc033edadaaa5eab42364724d620a09a7cb0fe9bb2c22,98bec8b1d1281f71dc63e6deac96cb5c64631e23b5b716136a2e169827d1bc3a,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,train,g559-synth-connector-32,irregular_bottleneck,16,16,8620,500,500,500,0.5,2,g559_b500_i2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000637,cycle2,g562_real_graph_000318,g562_real_graph_000318,08d422f961b6149218785357cfd801ebcb5055ee51b005e04744a684b18cb898,2578c55866529c290278643cdcd5addb9dc22f967221f5221512efbcaf31cdf2,8add223797d19dee5a84b48a45ea0e23e75c7237a2e991dd7cf25869f89c3a47,98bec8b1d1281f71dc63e6deac96cb5c64631e23b5b716136a2e169827d1bc3a,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,train,g559-synth-connector-32,irregular_bottleneck,16,16,8620,500,500,500,0.5,2,g559_b500_i2,g556_c063174,g556_c063174,g556_c063174,g556_c063174,3c5ef6380f36f4b894671df643aa6566593a0e568cefbe89bd134693b94be918,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000638,cycle2,g562_real_graph_000319,g562_real_graph_000319,3c60933142620f081485a93516189db8d1db173e03c0e77cba6282d2a53b594f,25935e42973fb8e282d37e45bc9c1fcd7b95fd9a1c63e2239fcd9e7286f4797b,e1fd76beb35d545bdb9431b61d02c2ec420a3f89e87aefb250aba950e1d2e5ce,59d8aff55b9078134da7d14f6c67a1ac7ad910e8e7c94c080170d7c3f6de886c,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,train,g559-synth-tree-42,irregular_bottleneck,256,256,7569,1000,1000,1000,1.0,4,g559_b1000_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000639,cycle2,g562_real_graph_000319,g562_real_graph_000319,3c60933142620f081485a93516189db8d1db173e03c0e77cba6282d2a53b594f,25935e42973fb8e282d37e45bc9c1fcd7b95fd9a1c63e2239fcd9e7286f4797b,2c7efc789a74cee896da9b1deb44b9e1357db1e2e1410d70eb2a9ff96da0fb47,59d8aff55b9078134da7d14f6c67a1ac7ad910e8e7c94c080170d7c3f6de886c,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,train,g559-synth-tree-42,irregular_bottleneck,256,256,7569,1000,1000,1000,1.0,4,g559_b1000_i4,g556_c063174,g556_c063174,g556_c063174,g556_c063174,486c9706da923942013f73ef559a6c41dbe6cfc6926d080ce2329437ca36fd32,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000640,cycle2,g562_real_graph_000320,g562_real_graph_000320,ec81c6f7fd019a5c7913c98a9c012a8efbf13dce9a2050b45e74bff2c6b1799f,25aaf3b91764f464e6758e2909376409414a3f6b5cd8def3bed5406cfeafd763,f125bd527830f4537c3bb4e3c862d5b53a3faa1d9efd9702d15167f5db576115,aceff825a1e0e5896d5f2b83133aa7c4bca287dfdeb2f98db92f6781726b9482,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,validation,maze-36-32-4,maze,32,32,8471,5000,5000,5000,5.0,3,g559_b5000_i3,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g562_cycle2_00000641,cycle2,g562_real_graph_000320,g562_real_graph_000320,ec81c6f7fd019a5c7913c98a9c012a8efbf13dce9a2050b45e74bff2c6b1799f,25aaf3b91764f464e6758e2909376409414a3f6b5cd8def3bed5406cfeafd763,214ca0d649fc7aade8e2877e8cf771b4180842cd4723a858efefcd98196a5dd2,aceff825a1e0e5896d5f2b83133aa7c4bca287dfdeb2f98db92f6781726b9482,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,validation,maze-36-32-4,maze,32,32,8471,5000,5000,5000,5.0,3,g559_b5000_i3,g556_c063174,g556_c063174,g556_c063174,g556_c063174,ecf43e450230dfa0888b2192c24fa562f476d3c259141019c374476904cd0824,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g562_cycle2_00000642,cycle2,g562_real_graph_000321,g562_real_graph_000321,abd7b4fc7a2faff392e2c9f5eab13554451694043130decaee0b274755729c66,262415f08e1452a419ce443c6e0ead531407fd87f1c142568bf0c919b9ed0024,b2427e093c1ab20b6b18d0383284dc9ac674d3fc53855dbcd6087c1bab194799,fe3df36b8ea9aa4db8129d4f7cf2fb70f8411aaf97273549332f47c41cce4375,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,train,empty-32-32,empty,64,64,8178,2000,2000,2000,2.0,4,g559_b2000_i4,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
