g567_evaluation_uid,g567_dataset_row_id,split,map,map_family,agents,budget_ms,contexts,candidates,safe_candidates,primary_safe_AB_candidates,pareto_safe_AB_candidates,joint_positive_AB_candidates,joint_positive_ABC_candidates,harmful_candidates,both_fail_uninformative_candidates,single_run_boundary_uncertain_candidates,primary_training_candidates,contexts_with_zero_primary_training_candidates,contexts_with_only_anchor_like_target,mean_primary_training_candidates_per_context,median_primary_training_candidates_per_context
1a9b69e9097de82d80826327c09278716334b01e94071a7ba46db7f857d9c30f,g567_gate3b_label_train_01071,LABEL_TRAIN,g567-room-48x48-a-v1,room,8,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
1ac92e803a62f1efa3e1cbaac959dc957a9e4a8436034b7ce557f02b3aa9d290,g567_gate3b_label_train_00888,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,2000,40000,1,21,21,21,1,0,0,6,0,0,1,0,1,1,1
1ad2e7271f896b17156eb2b46639ca8138bace2408714cc6cb1024d4adf0f286,g567_gate3b_label_train_00478,LABEL_TRAIN,room_64_64_8,room,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
1ae179a494e157dcf502b12d4685ca75752ad528182100a130ed91fedaed3467,g567_gate3b_label_train_00089,LABEL_TRAIN,sortation_small,public_other,384,30000,1,21,21,21,1,0,0,17,0,0,1,0,1,1,1
1aebd0fd79d2aeb89ae5452ffbd47cff99e2c69324c1f4f973b5f9467612a79b,g567_gate3b_label_train_00039,LABEL_TRAIN,random_64_64_20,random,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1af741211f1d236cf39df7396d33424335869e3a67dffb22c948d215acdd4878,g567_gate3b_label_train_01567,LABEL_TRAIN,sortation_medium,public_other,12,30000,1,21,21,21,7,0,0,0,0,0,7,0,0,7,7
1b108cbf19bf8e17d39bea49a886dca58f83896ba2edeb547589c839fb6d98bc,g567_gate3b_label_train_00466,LABEL_TRAIN,room_64_64_8,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1b1f73ccd08868a0f31c7a81a109217e2e4f20a5f5aa5734a4088c0f38aa6385,g567_gate3b_label_train_00887,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1b39d9f3167b46a3772712a76870ceef56947c9f902c25354f2f6188c1530774,g567_gate3b_label_train_00449,LABEL_TRAIN,room_64_64_8,room,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1b3ef74b47b9432e8ebf670a12fdf5f4a406b6243bfb5778bf738f96a5d84c02,g567_gate3b_label_train_00230,LABEL_TRAIN,random_32_32_10,random,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1b687305147713aa05d73a31c6f12d08369c68887ea704035d8164c83ea551bb,g567_gate3b_label_train_01427,LABEL_TRAIN,maze_128_128_2,maze,512,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1b8b088efd3ce54d8a570a3b1d806137adbbee426a82750c707c368ccff05d8f,g567_gate3b_label_train_00464,LABEL_TRAIN,room_64_64_8,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1b990b4a8d7872f06304a51c38b0ad0d0d39e4dd8a74930413b82c8bc52a4303,g567_gate3b_label_train_01572,LABEL_TRAIN,sortation_medium,public_other,16,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
1ba533579d59737d77b8ff6433c83c9b665c2dfc0465bb58376eccd8ea9bc9e4,g567_gate3b_label_train_01315,LABEL_TRAIN,room_64_64_16,room,256,30000,1,21,21,21,1,0,0,1,0,0,1,0,0,1,1
1be0b0eed517b76bf91a84dc454c031d21808e409ac4bbd390b2a4801a7919cb,g567_gate3b_calibration_00049,CALIBRATION,ht_chantry,game,128,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
1be3fcc80e74f23283b73b7ac84b4ea4626d07c3a411ed02bc46fdd6da2ff2c0,g567_gate3b_label_train_00484,LABEL_TRAIN,room_64_64_8,room,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
1c07d2a1e98de99249e4100e807154fc40fdf7297910574d016f9e7b90fdf12b,g567_gate3b_label_train_00996,LABEL_TRAIN,g567-large-empty-128x128-a-v0,large_empty,3000,60000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1c30d978d70b01d6056f9fb1ecf20c47186e0d46c603e4c731920675248cfd05,g567_gate3b_calibration_00488,CALIBRATION,g567-connector-48x48-a-v0,connector,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
1c320046aafc8ec0f3bfdd25a4dc30b62fdb6aedc8d4851d312d9365359ae482,g567_gate3b_label_train_00835,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1c630317503cccb06c788f8ff2926a0dd2ed19659c6144a304220a9af93bee80,g567_gate3b_label_train_00551,LABEL_TRAIN,room_64_64_8,room,1500,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
1c7e00cbc038069d2e646767ae845bca2ba8f7b69ca35ab417df992b8d9a2272,g567_gate3b_label_train_00614,LABEL_TRAIN,maze_32_32_2,maze,64,30000,1,21,21,21,1,0,0,2,0,0,1,0,1,1,1
1c953d5d90e8e797b369814a0a799b542d742ad33ef6ae2db40fcc8094b01646,g567_gate3b_label_train_00425,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,384,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
1cc660079eb31849923061461c9cd17b8a4474cfc81f9cf670e85a81f68bc760,g567_gate3b_calibration_00055,CALIBRATION,ht_chantry,game,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
1cea30ce662b67e47a91e297fff812e3313d38b04e6972370d0e7705610c72ac,g567_gate3b_calibration_00126,CALIBRATION,empty_16_16,empty,32,30000,1,21,21,21,1,2,0,0,0,0,1,0,1,1,1
1d2160f536fb27dc839b9a899ec1da5ad01668cfa8197e87afbb32920c2c4e46,g567_gate3b_label_train_00281,LABEL_TRAIN,g567-tunnel-64x32-a-v0,tunnel,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
1d2d69414fc3855d36e539d7ec0409796d31ff2d3a95c6a939022035969f6885,g567_gate3b_label_train_00749,LABEL_TRAIN,sortation_small,public_other,80,30000,1,21,21,21,1,0,0,10,0,0,1,0,1,1,1
1d2e5343c90ce65412dbfe2ff797c68fd6deddf272e279535bf2c2d8e52e87e0,g567_gate3b_label_train_00057,LABEL_TRAIN,random_64_64_20,random,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1d56d1a0d0925add7b738f96f6ec9ba62f47039b61780f4a0d93baa7abfee534,g567_gate3b_label_train_01274,LABEL_TRAIN,room_64_64_16,room,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
1d8092d975306567f1454fe50a4252d0b78818c0edad14a76e099219c451bef0,g567_gate3b_label_train_00381,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1da90ff957cc371557086933e5809e74bd0a1d317fbadf7d1efae45ad9017cff,g567_gate3b_calibration_00378,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,20,0,1,0,0,1,0,0,1,1
1db9fb3fb6cc49e89b2fe0d09dc96142e4c0a03e118465e5275d7b53c7b3d3dc,g567_gate3b_label_train_00896,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,2000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1ddac90d41b5d8873de2a724fe9bccfd3fd04183f18f6aa755c6190e243d0e8b,g567_gate3b_label_train_00109,LABEL_TRAIN,den312d,game,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1deaa6f97d5fe8b209ed235208a53af1300424a68cd90833667500af81c4ae85,g567_gate3b_label_train_01429,LABEL_TRAIN,maze_128_128_2,maze,512,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1e445aace552e92a04fe11ab8a4de9f73180e13952d3b18c3cba5f8273588b9f,g567_gate3b_label_train_00574,LABEL_TRAIN,maze_32_32_2,maze,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1e4bef994b00b4631fd0b9e8932246c6bd83884079f99b75337cdd31b4294f63,g567_gate3b_calibration_00153,CALIBRATION,empty_16_16,empty,80,30000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
1e53a7f622c90cf3acc37c8fbd7225f8e7ce1e8076e8809db0e3dc6c1bb6453c,g567_gate3b_label_train_01316,LABEL_TRAIN,room_64_64_16,room,256,30000,1,21,21,21,1,0,0,4,0,0,1,0,1,1,1
1e6e6c113641326c2f1e7ac4bb709ca9e37c57fc0c00c34b572a2503ad2c211c,g567_gate3b_label_train_00543,LABEL_TRAIN,room_64_64_8,room,1000,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
1ea0f07fed4d6db13b89cc98a4cad0501d98b42b3922b418a392699eb56f808e,g567_gate3b_calibration_00183,CALIBRATION,empty_32_32,empty,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1ed36f464fb293a3b2c2b4b9928fc6ea750f36b5d5a1fa2e4dcb1c1283938be0,g567_gate3b_label_train_00291,LABEL_TRAIN,g567-tunnel-64x32-a-v2,tunnel,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
1ef2b0bc3c0761c9816b8550efc99fd209fd073e537d32c9bc8a72a9281b035c,g567_gate3b_calibration_00303,CALIBRATION,maze_128_128_1,maze,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1f01aa594c7f5228d439da0046209b2f56af419c39a6240a4cffbc468ac75db4,g567_gate3b_label_train_00031,LABEL_TRAIN,random_64_64_20,random,16,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
1f080bcb0f62184c38f53e6ee02bd038a64ad15b7059b3d4f10e34c4b1a9ee2d,g567_gate3b_label_train_00467,LABEL_TRAIN,room_64_64_8,room,32,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
1f80c611942fa726d23ace9b41c5a8ee4a7976844f055642f30e9b146a5ce6e6,g567_gate3b_label_train_00277,LABEL_TRAIN,g567-string-64x32-a-v3,irregular_bottleneck,256,30000,1,21,21,21,1,15,1,13,0,0,1,0,0,1,1
1fb6171b5975482ecb05b4daef5b58e613eb80a4d555370e258d389e8c0a235e,g567_gate3b_label_train_01787,LABEL_TRAIN,room_32_32_4,room,8,30000,1,21,21,21,14,0,0,0,0,0,14,0,0,14,14
1fc8a52056847d346f67067f775419ca29e0d06a57b39fdd220f49c704f52ca2,g567_gate3b_calibration_00461,CALIBRATION,g567-spiral-40x40-a-v3,spiral,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
1ffdfc0514ae71b112decae09fa923b36b90b0f0d9f8689e08c7d66cb196ff29,g567_gate3b_calibration_00081,CALIBRATION,warehouse_small,warehouse,16,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
200d7630128784016ca6c0f448409917fb80679cf9f22e9efd28850622b28715,g567_gate3b_label_train_00596,LABEL_TRAIN,maze_32_32_2,maze,32,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
20115fffc05d33a7d6cc602de0491f8b6371946f2e10e768240a26b500554436,g567_gate3b_label_train_01458,LABEL_TRAIN,g567-large-maze-192x128-a-v1,large_maze,1500,40000,1,21,21,21,1,0,0,1,0,0,1,0,1,1,1
2025c1e9c697066ed093f9c9b1cb76850cf4202c4e143d3c952954e33def0ae9,g567_gate3b_label_train_00761,LABEL_TRAIN,sortation_small,public_other,256,30000,1,21,21,21,1,0,0,6,0,0,1,0,1,1,1
20370c829c40e7c9959b22cf284b7d9bfb6498c656927d1b9344223671e9deec,g567_gate3b_label_train_00136,LABEL_TRAIN,den312d,game,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
204ef01c05730d6d961a29b7fc16a0b5c06ce0357848e0e375f42120b7d6fc1c,g567_gate3b_calibration_00107,CALIBRATION,empty_16_16,empty,12,30000,1,21,21,21,1,14,0,0,0,0,1,0,1,1,1
2053afb7d59631592144ffb2fd615607d697cd39b93dd9ab860f68be752e3024,g567_gate3b_label_train_01939,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,2500,40000,1,21,21,21,1,0,0,19,0,0,1,0,1,1,1
2054fafa64dbd0c12f989c77ae4c711cff2000897c855ef208f66b1e342b8b1d,g567_gate3b_label_train_01096,LABEL_TRAIN,g567-room-48x48-a-v2,room,32,30000,1,21,21,21,2,0,0,0,0,0,2,0,1,2,2
205bc083474ae5ff69ea32d64f93de9a3f3f3c36b7fabec5dc3d76dc5d5ab1f9,g567_gate3b_label_train_00472,LABEL_TRAIN,room_64_64_8,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
206017057ff34905a480867b9918f1bd6ebea0fa4e498bc88f79f139cb8636d1,g567_gate3b_calibration_00098,CALIBRATION,empty_16_16,empty,12,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
20733d7316ae7080c2d1d97b271cb65ea29d63fca93d7b2a13d9c4461b36d7f9,g567_gate3b_label_train_01684,LABEL_TRAIN,g567-room-64x48-b-v2,room,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
209eb52bc3c9e5298f1555428bc64ff97980266f0195db2490f7dd605a281acc,g567_gate3b_label_train_00597,LABEL_TRAIN,maze_32_32_2,maze,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
20b5e917751ef55fc566c0e5eeb0b1bf578108b79b19babdcff6d54552574371,g567_gate3b_label_train_00628,LABEL_TRAIN,g567-large-room-128x128-a-v0,large_room,2000,40000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
20d5b5a28bf42e27d7caeae5040f806cfd7cf45252c1b1181338d3f14bf1ade7,g567_gate3b_calibration_00393,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,19,0,3,0,0,1,0,0,1,1
20e51c64b8b8250e5e04f3d443cb8e89b8f1150b6c40b67d4f9c2de24d960794,g567_gate3b_label_train_00161,LABEL_TRAIN,den312d,game,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
21009cb6676afb2d06e33abaadd6494a969d10056cfb51905a418885e5b60065,g567_gate3b_label_train_01837,LABEL_TRAIN,room_32_32_4,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
21060f1da4a7da8bb5570d53ed459c303268f11224b0366e756e67fffcb21d3f,g567_gate3b_label_train_01086,LABEL_TRAIN,g567-room-48x48-a-v1,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
211621be104ef85fb40123599898136faff5154bcb65da9a4169e99b8a55a6fe,g567_gate3b_label_train_00430,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,384,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
211f145441789d140224eebda70910e4ebb86c998ba9f13d4777a2b0f2cfee27,g567_gate3b_label_train_01598,LABEL_TRAIN,sortation_medium,public_other,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
211f20f27c3323019443015896da5d7985e56b1032ca852da71510b01954ce4f,g567_gate3b_label_train_00617,LABEL_TRAIN,maze_32_32_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
21693004bfd96059b06a73a26e1fa7e3af0c34912ab1da861c016e676759dc4d,g567_gate3b_label_train_01927,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,2500,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
2198bda95fcb61b26907ae5aa9c7318b11d9b566d6ab8fba5fcd56960a0f21fe,g567_gate3b_calibration_00424,CALIBRATION,g567-large-lanes-192x128-a-v2,large_lanes,2500,40000,1,21,21,21,1,1,1,1,0,0,1,0,1,1,1
21a734a2a0e19b00e07bdad4801958c9475d513e03abc6f283a06a447a88c0a9,g567_gate3b_label_train_01434,LABEL_TRAIN,maze_128_128_2,maze,512,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
21a9a82c4c42bf34de159688db77a39131756c7fbf4e0291c000bf26b9742fcc,g567_gate3b_label_train_00610,LABEL_TRAIN,maze_32_32_2,maze,64,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
21c8ea7b89ff59e52a8bca8eec01eeb63db2ba53d6c68b58a5be8756c39f1663,g567_gate3b_calibration_00194,CALIBRATION,empty_32_32,empty,32,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
21d3cb7f7bb42bf95263cb78f7e98cf3be6e5729a1a530e80c6064457dc496b2,g567_gate3b_label_train_00587,LABEL_TRAIN,maze_32_32_2,maze,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
21ee1e00968b02d5e7a02833012d34dd15e7bdcc38c5b6cdedb3e237cbe16cfc,g567_gate3b_label_train_01387,LABEL_TRAIN,maze_128_128_2,maze,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
2205787253c56b4f6360b18b11953f13f8eb9f51346c42c05e61aebf57bdff56,g567_gate3b_label_train_00480,LABEL_TRAIN,room_64_64_8,room,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
220728620f8e03352486ef6465a39badfcff22bfcde9cd4121d9c369a6111ed8,g567_gate3b_calibration_00218,CALIBRATION,empty_32_32,empty,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
22329a3ecbf7e4d2760ca39614f685fe046a03003010222f8fd79b74bee443e3,g567_gate3b_label_train_00593,LABEL_TRAIN,maze_32_32_2,maze,16,30000,1,21,21,21,2,0,0,0,0,0,2,0,1,2,2
2233fbefa0481e84c6e111b71155bb433ab49c442f7e38553c33d19c25171b25,g567_gate3b_label_train_00943,LABEL_TRAIN,g567-large-empty-128x128-a-v1,large_empty,2500,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
223761e7c4816ac43d395ca667198eaaad250ded74976986021fcd1ef11bdc56,g567_gate3b_label_train_01574,LABEL_TRAIN,sortation_medium,public_other,24,30000,1,21,21,21,3,0,0,0,0,0,3,0,0,3,3
22426fa9138757081999a2dd58fe94d4acf47e3a4323badd47e3c2dbaeadec4e,g567_gate3b_label_train_00510,LABEL_TRAIN,room_64_64_8,room,192,30000,1,21,21,21,1,0,0,18,0,0,1,0,1,1,1
2281e4b7a6447c8d1c4665c6deacee2a940cafbca9d555a4d1bb322c5b503789,g567_gate3b_label_train_00485,LABEL_TRAIN,room_64_64_8,room,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
2296ed16e8febcd1bf7eec86c418062498605e309f392aad896f5ba89fce6a21,g567_gate3b_label_train_01273,LABEL_TRAIN,room_64_64_16,room,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
22a45e857dc233b47ecf01d6dda2ad422fa99d9d90dbe0e9ec58ac48ded85d99,g567_gate3b_label_train_01175,LABEL_TRAIN,g567-room-48x48-a-v1,room,1000,40000,1,21,21,21,1,4,0,13,0,0,1,0,1,1,1
22ad04bff48f4fb435640255d2bf3bfe63d73b339a0793e9af370075535bef1b,g567_gate3b_label_train_01528,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,2500,40000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
22b67a4de46f4d12665296a91a7ef056cbeb79a6be982c591d43015cffdde05d,g567_gate3b_label_train_00420,LABEL_TRAIN,warehouse_10_20_10_2_2,warehouse,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
22cb35ac7c0bf3e86098ede48dec8a15c34da10afa53f7aa8e55c31d9b639d85,g567_gate3b_label_train_00580,LABEL_TRAIN,maze_32_32_2,maze,12,30000,1,21,21,21,3,0,0,0,0,0,3,0,0,3,3
22e0a4d7a9d5893cacd883c674ad7a543b8a207ba661156ff79edd34a470908a,g567_gate3b_calibration_00168,CALIBRATION,empty_16_16,empty,128,30000,1,21,21,21,1,0,0,18,0,0,1,0,1,1,1
22fb0eb369cb8fb862c327197fbd1e357d338fae8c6059944eed47cf0379cbe4,g567_gate3b_label_train_00841,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,1000,40000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
2301d9206e0d8dd8b9d2a7a2456d9f6a17980602dd9c65f771386dd69963e514,g567_gate3b_label_train_01895,LABEL_TRAIN,g567-large-maze-128x128-a-v0,large_maze,1000,40000,1,21,21,21,1,7,0,0,0,0,1,0,0,1,1
2306545dd1a5a1188c96abc398a5adaaea618e6c092642d2b405adf600e76113,g567_gate3b_label_train_01370,LABEL_TRAIN,maze_128_128_2,maze,64,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
23687b7ca89dbe728cd7f489865527db5a122ab7bb1a09d01b2cd534f2b86be6,g567_gate3b_label_train_00006,LABEL_TRAIN,random_64_64_20,random,12,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
237ac487103ffd362a3b914106716b08401058eb9f620d24b8827a3651727145,g567_gate3b_label_train_00289,LABEL_TRAIN,g567-tunnel-64x32-a-v3,tunnel,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
237e590087c22c98a04e992ef692ee3a6836c2ea9917c4abe39e7c306b01fdc4,g567_gate3b_label_train_01764,LABEL_TRAIN,g567-room-64x48-b-v0,room,1500,40000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
23dd301c4ab853f13dbcb60af87eaade959ed5a67faf540c10570f91262a7d0b,g567_gate3b_calibration_00006,CALIBRATION,ht_chantry,game,12,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
24182c1fe8f6e723be4dad0ec6935e10a161000b11ddc9ebdb1bdad7bdd26b1c,g567_gate3b_calibration_00391,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,1,21,21,21,1,18,0,2,0,0,1,0,1,1,1
245a7b30b4f02b9d69b36ab41fb637758e437407e140924ce01d874a61d3c710,g567_gate3b_label_train_00215,LABEL_TRAIN,random_32_32_10,random,12,30000,1,21,21,21,21,0,0,0,0,0,21,0,0,21,21
246c4410e380f344dac754d787ccea9205142033a3ade86b5b2ee14c9a26d05a,g567_gate3b_calibration_00226,CALIBRATION,empty_32_32,empty,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
24993c58d9e5ad258d721d70b174ada1655384b0bfc25e61eff043898c6ff1ed,g567_gate3b_label_train_01573,LABEL_TRAIN,sortation_medium,public_other,24,30000,1,21,21,21,18,0,0,0,0,0,18,0,0,18,18
24a3e6917b22c736da3136edfe8e73f37a53995af6a5bbb369cbe4bc591bef8b,g567_gate3b_label_train_01236,LABEL_TRAIN,room_64_64_16,room,24,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
24bc44a8f2206e084385fdfcbefbcc931fa913d7b7beb240467090e015eceab0,g567_gate3b_label_train_01172,LABEL_TRAIN,g567-room-48x48-a-v3,room,1000,40000,1,21,21,21,1,0,0,15,0,0,1,0,1,1,1
24cd53ceb24f6f74caea6d407c40b31224ef0002f1f116e7877e4a91c6229ec0,g567_gate3b_label_train_01018,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,3000,60000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
24d501f7be269c3183e1369f156d90dde9e70f3667fbc6d3ce33aba641f2bb9f,g567_gate3b_label_train_01755,LABEL_TRAIN,g567-room-64x48-b-v3,room,1500,40000,1,21,21,21,2,2,2,17,0,0,2,0,0,2,2
24e2f07ce18d501216dd1ae58b14f9497a302534626e7d27ad955c4e6cd78650,g567_gate3b_label_train_01246,LABEL_TRAIN,room_64_64_16,room,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
250340d7279efe5070863e0cc8a3d3994c65b1b4a96dac83665588b900949921,g567_gate3b_label_train_00710,LABEL_TRAIN,g567-large-room-128x128-a-v1,large_room,3000,60000,1,21,21,21,1,2,2,9,0,0,1,0,0,1,1
2510d5e8fda3bfeff2a4fa0e7741aa70dde7866b38dce238892827f6026549d4,g567_gate3b_calibration_00108,CALIBRATION,empty_16_16,empty,16,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
2515da36c7864bb1bdee22d003dd344566b3e6e2a13f4afe5d5db6adc3c1b7ec,g567_gate3b_label_train_01863,LABEL_TRAIN,room_32_32_4,room,80,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
252264739edf84d09301c0b576a356d0e94ec01c0e1d4970ac0362273a9f4a88,g567_gate3b_label_train_01384,LABEL_TRAIN,maze_128_128_2,maze,192,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
25405c78032a800c79005f24d1313333fccb089def58a57c3e25638924865101,g567_gate3b_label_train_01620,LABEL_TRAIN,warehouse_10_20_10_2_1,warehouse,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
2542050a2235cfd6394b8d3e872ef17851e1ecef39ed2a6a374ef2bf1e303712,g567_gate3b_label_train_00269,LABEL_TRAIN,g567-string-64x32-a-v3,irregular_bottleneck,256,30000,1,21,21,21,21,0,0,0,21,0,21,0,0,21,21
254d0a5340c57842974ac4baf422e53ed4a600277e38b999b430335d9007c8f0,g567_gate3b_calibration_00157,CALIBRATION,empty_16_16,empty,80,30000,1,21,21,21,1,0,0,3,0,0,1,0,1,1,1
2566cbddae842a3b5e2790da675f63db97db97a194ffd4b2bc916e7b7b455fc4,g567_gate3b_label_train_00514,LABEL_TRAIN,room_64_64_8,room,192,30000,1,21,21,21,1,0,0,20,0,0,1,0,1,1,1
2574294ce774e93df7ab44cb97d00b3c786438267445f488659c198c8e6ac3cb,g567_gate3b_label_train_01967,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,3000,60000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
25785c2367e3bae3781a743703869fae6613679873025f6f403af4508289e867,g567_gate3b_label_train_01235,LABEL_TRAIN,room_64_64_16,room,24,30000,1,21,21,21,2,0,0,0,0,0,2,0,0,2,2
25866164dd556334ee107ee0ead40cdb4e4c4d03b91c7b9a44e0ee960d023156,g567_gate3b_label_train_01479,LABEL_TRAIN,g567-large-maze-192x128-a-v1,large_maze,1500,40000,1,21,21,21,1,1,0,0,0,0,1,0,0,1,1
2591a0bb41b41f64945df7fc209da8013f0b7223f73ce615fd1e2e644c36e23b,g567_gate3b_label_train_01694,LABEL_TRAIN,g567-room-64x48-b-v1,room,256,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
259583dcdd28046ba7f10c6316f8323f24b6254cb52bde719d0e6f8f81fe5d80,g567_gate3b_label_train_00192,LABEL_TRAIN,g567-random-24x24-a-v1,random,32,30000,1,21,21,21,1,0,0,0,0,0,1,0,0,1,1
259f789ea8b343a4b9d04a147be76bedebadc3976f52103284fa19c2981e6558,g567_gate3b_label_train_00678,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,3000,60000,1,21,21,21,2,3,3,12,0,0,2,0,0,2,2
25c939b3fc0e79467d9b5b452b25b6ba4d50c7b8315205951768d2c47c4f7bbd,g567_gate3b_label_train_01856,LABEL_TRAIN,room_32_32_4,room,48,30000,1,21,21,21,1,0,0,0,0,0,1,0,1,1,1
25db5004a989e31f7ade14b847ce0dd9e0c4eab2237e8686a9f06179d3962c29,g567_gate3b_label_train_00661,LABEL_TRAIN,g567-large-room-128x128-a-v2,large_room,3000,60000,1,21,21,21,0,0,0,21,0,0,0,1,0,0,0
