dataset_row_id,censored_count,censored_rows_treated_as_negative,no_observed_positive_is_hard_g556_target,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000511,0,False,False,False,False,False,False,False
g562_real_graph_000512,64,False,False,False,False,False,False,False
g562_real_graph_000513,0,False,False,False,False,False,False,False
g562_real_graph_000514,0,False,False,False,False,False,False,False
g562_real_graph_000515,0,False,False,False,False,False,False,False
g562_real_graph_000516,0,False,False,False,False,False,False,False
g562_real_graph_000517,64,False,False,False,False,False,False,False
g562_real_graph_000518,0,False,False,False,False,False,False,False
g562_real_graph_000519,64,False,False,False,False,False,False,False
g562_real_graph_000520,0,False,False,False,False,False,False,False
g562_real_graph_000521,0,False,False,False,False,False,False,False
g562_real_graph_000522,64,False,False,False,False,False,False,False
g562_real_graph_000523,64,False,False,False,False,False,False,False
g562_real_graph_000524,0,False,False,False,False,False,False,False
g562_real_graph_000525,0,False,False,False,False,False,False,False
g562_real_graph_000526,64,False,False,False,False,False,False,False
g562_real_graph_000527,64,False,False,False,False,False,False,False
g562_real_graph_000528,64,False,False,False,False,False,False,False
g562_real_graph_000529,64,False,False,False,False,False,False,False
g562_real_graph_000530,0,False,False,False,False,False,False,False
g562_real_graph_000531,0,False,False,False,False,False,False,False
g562_real_graph_000532,0,False,False,False,False,False,False,False
g562_real_graph_000533,0,False,False,False,False,False,False,False
g562_real_graph_000534,0,False,False,False,False,False,False,False
g562_real_graph_000535,0,False,False,False,False,False,False,False
g562_real_graph_000536,64,False,False,False,False,False,False,False
g562_real_graph_000537,0,False,False,False,False,False,False,False
g562_real_graph_000538,64,False,False,False,False,False,False,False
g562_real_graph_000539,0,False,False,False,False,False,False,False
g562_real_graph_000540,0,False,False,False,False,False,False,False
g562_real_graph_000541,0,False,False,False,False,False,False,False
g562_real_graph_000542,0,False,False,False,False,False,False,False
g562_real_graph_000543,64,False,False,False,False,False,False,False
g562_real_graph_000544,0,False,False,False,False,False,False,False
g562_real_graph_000545,0,False,False,False,False,False,False,False
g562_real_graph_000546,64,False,False,False,False,False,False,False
g562_real_graph_000547,0,False,False,False,False,False,False,False
g562_real_graph_000548,64,False,False,False,False,False,False,False
g562_real_graph_000549,64,False,False,False,False,False,False,False
g562_real_graph_000550,64,False,False,False,False,False,False,False
g562_real_graph_000551,64,False,False,False,False,False,False,False
g562_real_graph_000552,64,False,False,False,False,False,False,False
g562_real_graph_000553,0,False,False,False,False,False,False,False
g562_real_graph_000554,0,False,False,False,False,False,False,False
g562_real_graph_000555,64,False,False,False,False,False,False,False
g562_real_graph_000556,0,False,False,False,False,False,False,False
g562_real_graph_000557,0,False,False,False,False,False,False,False
g562_real_graph_000558,0,False,False,False,False,False,False,False
g562_real_graph_000559,0,False,False,False,False,False,False,False
g562_real_graph_000560,0,False,False,False,False,False,False,False
g562_real_graph_000561,0,False,False,False,False,False,False,False
g562_real_graph_000562,64,False,False,False,False,False,False,False
g562_real_graph_000563,0,False,False,False,False,False,False,False
g562_real_graph_000564,64,False,False,False,False,False,False,False
g562_real_graph_000565,64,False,False,False,False,False,False,False
g562_real_graph_000566,0,False,False,False,False,False,False,False
g562_real_graph_000567,64,False,False,False,False,False,False,False
g562_real_graph_000568,64,False,False,False,False,False,False,False
g562_real_graph_000569,64,False,False,False,False,False,False,False
g562_real_graph_000570,0,False,False,False,False,False,False,False
g562_real_graph_000571,64,False,False,False,False,False,False,False
g562_real_graph_000572,0,False,False,False,False,False,False,False
g562_real_graph_000573,0,False,False,False,False,False,False,False
g562_real_graph_000574,0,False,False,False,False,False,False,False
g562_real_graph_000575,0,False,False,False,False,False,False,False
g562_real_graph_000576,0,False,False,False,False,False,False,False
g562_real_graph_000577,0,False,False,False,False,False,False,False
g562_real_graph_000578,64,False,False,False,False,False,False,False
g562_real_graph_000579,64,False,False,False,False,False,False,False
g562_real_graph_000580,0,False,False,False,False,False,False,False
g562_real_graph_000581,64,False,False,False,False,False,False,False
g562_real_graph_000582,0,False,False,False,False,False,False,False
g562_real_graph_000583,64,False,False,False,False,False,False,False
g562_real_graph_000584,0,False,False,False,False,False,False,False
g562_real_graph_000585,64,False,False,False,False,False,False,False
g562_real_graph_000586,0,False,False,False,False,False,False,False
g562_real_graph_000587,0,False,False,False,False,False,False,False
g562_real_graph_000588,0,False,False,False,False,False,False,False
g562_real_graph_000589,0,False,False,False,False,False,False,False
g562_real_graph_000590,0,False,False,False,False,False,False,False
g562_real_graph_000591,0,False,False,False,False,False,False,False
g562_real_graph_000592,0,False,False,False,False,False,False,False
g562_real_graph_000593,0,False,False,False,False,False,False,False
g562_real_graph_000594,0,False,False,False,False,False,False,False
g562_real_graph_000595,0,False,False,False,False,False,False,False
g562_real_graph_000596,64,False,False,False,False,False,False,False
g562_real_graph_000597,0,False,False,False,False,False,False,False
g562_real_graph_000598,64,False,False,False,False,False,False,False
g562_real_graph_000599,0,False,False,False,False,False,False,False
g562_real_graph_000600,0,False,False,False,False,False,False,False
g562_real_graph_000601,0,False,False,False,False,False,False,False
g562_real_graph_000602,0,False,False,False,False,False,False,False
g562_real_graph_000603,64,False,False,False,False,False,False,False
g562_real_graph_000604,64,False,False,False,False,False,False,False
g562_real_graph_000605,0,False,False,False,False,False,False,False
g562_real_graph_000606,0,False,False,False,False,False,False,False
g562_real_graph_000607,0,False,False,False,False,False,False,False
g562_real_graph_000608,0,False,False,False,False,False,False,False
g562_real_graph_000609,0,False,False,False,False,False,False,False
g562_real_graph_000610,64,False,False,False,False,False,False,False
g562_real_graph_000611,0,False,False,False,False,False,False,False
g562_real_graph_000612,0,False,False,False,False,False,False,False
g562_real_graph_000613,0,False,False,False,False,False,False,False
g562_real_graph_000614,64,False,False,False,False,False,False,False
g562_real_graph_000615,0,False,False,False,False,False,False,False
g562_real_graph_000616,0,False,False,False,False,False,False,False
g562_real_graph_000617,64,False,False,False,False,False,False,False
g562_real_graph_000618,0,False,False,False,False,False,False,False
g562_real_graph_000619,0,False,False,False,False,False,False,False
g562_real_graph_000620,64,False,False,False,False,False,False,False
g562_real_graph_000621,0,False,False,False,False,False,False,False
g562_real_graph_000622,0,False,False,False,False,False,False,False
g562_real_graph_000623,64,False,False,False,False,False,False,False
g562_real_graph_000624,64,False,False,False,False,False,False,False
g562_real_graph_000625,0,False,False,False,False,False,False,False
g562_real_graph_000626,0,False,False,False,False,False,False,False
g562_real_graph_000627,0,False,False,False,False,False,False,False
g562_real_graph_000628,0,False,False,False,False,False,False,False
g562_real_graph_000629,0,False,False,False,False,False,False,False
g562_real_graph_000630,0,False,False,False,False,False,False,False
g562_real_graph_000631,64,False,False,False,False,False,False,False
g562_real_graph_000632,64,False,False,False,False,False,False,False
g562_real_graph_000633,0,False,False,False,False,False,False,False
g562_real_graph_000634,0,False,False,False,False,False,False,False
g562_real_graph_000635,64,False,False,False,False,False,False,False
g562_real_graph_000636,64,False,False,False,False,False,False,False
g562_real_graph_000637,0,False,False,False,False,False,False,False
g562_real_graph_000638,0,False,False,False,False,False,False,False
g562_real_graph_000639,64,False,False,False,False,False,False,False
g562_real_graph_000640,64,False,False,False,False,False,False,False
g562_real_graph_000641,0,False,False,False,False,False,False,False
g562_real_graph_000642,64,False,False,False,False,False,False,False
g562_real_graph_000643,64,False,False,False,False,False,False,False
g562_real_graph_000644,0,False,False,False,False,False,False,False
g562_real_graph_000645,0,False,False,False,False,False,False,False
g562_real_graph_000646,0,False,False,False,False,False,False,False
g562_real_graph_000647,64,False,False,False,False,False,False,False
g562_real_graph_000648,0,False,False,False,False,False,False,False
g562_real_graph_000649,64,False,False,False,False,False,False,False
g562_real_graph_000650,64,False,False,False,False,False,False,False
g562_real_graph_000651,0,False,False,False,False,False,False,False
g562_real_graph_000652,0,False,False,False,False,False,False,False
g562_real_graph_000653,0,False,False,False,False,False,False,False
g562_real_graph_000654,0,False,False,False,False,False,False,False
g562_real_graph_000655,0,False,False,False,False,False,False,False
g562_real_graph_000656,0,False,False,False,False,False,False,False
g562_real_graph_000657,64,False,False,False,False,False,False,False
g562_real_graph_000658,0,False,False,False,False,False,False,False
g562_real_graph_000659,0,False,False,False,False,False,False,False
g562_real_graph_000660,0,False,False,False,False,False,False,False
g562_real_graph_000661,0,False,False,False,False,False,False,False
g562_real_graph_000662,0,False,False,False,False,False,False,False
g562_real_graph_000663,0,False,False,False,False,False,False,False
g562_real_graph_000664,0,False,False,False,False,False,False,False
g562_real_graph_000665,64,False,False,False,False,False,False,False
g562_real_graph_000666,0,False,False,False,False,False,False,False
g562_real_graph_000667,0,False,False,False,False,False,False,False
g562_real_graph_000668,0,False,False,False,False,False,False,False
g562_real_graph_000669,0,False,False,False,False,False,False,False
g562_real_graph_000670,0,False,False,False,False,False,False,False
g562_real_graph_000671,0,False,False,False,False,False,False,False
g562_real_graph_000672,0,False,False,False,False,False,False,False
g562_real_graph_000673,64,False,False,False,False,False,False,False
g562_real_graph_000674,0,False,False,False,False,False,False,False
g562_real_graph_000675,64,False,False,False,False,False,False,False
g562_real_graph_000676,64,False,False,False,False,False,False,False
g562_real_graph_000677,64,False,False,False,False,False,False,False
g562_real_graph_000678,0,False,False,False,False,False,False,False
g562_real_graph_000679,64,False,False,False,False,False,False,False
g562_real_graph_000680,64,False,False,False,False,False,False,False
g562_real_graph_000681,0,False,False,False,False,False,False,False
g562_real_graph_000682,0,False,False,False,False,False,False,False
g562_real_graph_000683,0,False,False,False,False,False,False,False
g562_real_graph_000684,64,False,False,False,False,False,False,False
g562_real_graph_000685,0,False,False,False,False,False,False,False
g562_real_graph_000686,64,False,False,False,False,False,False,False
g562_real_graph_000687,64,False,False,False,False,False,False,False
g562_real_graph_000688,0,False,False,False,False,False,False,False
g562_real_graph_000689,0,False,False,False,False,False,False,False
g562_real_graph_000690,0,False,False,False,False,False,False,False
g562_real_graph_000691,0,False,False,False,False,False,False,False
g562_real_graph_000692,64,False,False,False,False,False,False,False
g562_real_graph_000693,0,False,False,False,False,False,False,False
g562_real_graph_000694,64,False,False,False,False,False,False,False
g562_real_graph_000695,64,False,False,False,False,False,False,False
g562_real_graph_000696,0,False,False,False,False,False,False,False
g562_real_graph_000697,64,False,False,False,False,False,False,False
g562_real_graph_000698,0,False,False,False,False,False,False,False
g562_real_graph_000699,0,False,False,False,False,False,False,False
g562_real_graph_000700,0,False,False,False,False,False,False,False
g562_real_graph_000701,0,False,False,False,False,False,False,False
g562_real_graph_000702,64,False,False,False,False,False,False,False
g562_real_graph_000703,64,False,False,False,False,False,False,False
g562_real_graph_000704,0,False,False,False,False,False,False,False
g562_real_graph_000705,0,False,False,False,False,False,False,False
g562_real_graph_000706,0,False,False,False,False,False,False,False
g562_real_graph_000707,0,False,False,False,False,False,False,False
g562_real_graph_000708,0,False,False,False,False,False,False,False
g562_real_graph_000709,64,False,False,False,False,False,False,False
g562_real_graph_000710,0,False,False,False,False,False,False,False
g562_real_graph_000711,64,False,False,False,False,False,False,False
g562_real_graph_000712,0,False,False,False,False,False,False,False
g562_real_graph_000713,0,False,False,False,False,False,False,False
g562_real_graph_000714,0,False,False,False,False,False,False,False
g562_real_graph_000715,64,False,False,False,False,False,False,False
g562_real_graph_000716,0,False,False,False,False,False,False,False
g562_real_graph_000717,64,False,False,False,False,False,False,False
g562_real_graph_000718,0,False,False,False,False,False,False,False
g562_real_graph_000719,64,False,False,False,False,False,False,False
g562_real_graph_000720,0,False,False,False,False,False,False,False
g562_real_graph_000721,64,False,False,False,False,False,False,False
g562_real_graph_000722,0,False,False,False,False,False,False,False
g562_real_graph_000723,64,False,False,False,False,False,False,False
g562_real_graph_000724,64,False,False,False,False,False,False,False
g562_real_graph_000725,0,False,False,False,False,False,False,False
g562_real_graph_000726,0,False,False,False,False,False,False,False
g562_real_graph_000727,0,False,False,False,False,False,False,False
g562_real_graph_000728,64,False,False,False,False,False,False,False
g562_real_graph_000729,0,False,False,False,False,False,False,False
g562_real_graph_000730,64,False,False,False,False,False,False,False
g562_real_graph_000731,0,False,False,False,False,False,False,False
g562_real_graph_000732,64,False,False,False,False,False,False,False
g562_real_graph_000733,64,False,False,False,False,False,False,False
g562_real_graph_000734,64,False,False,False,False,False,False,False
g562_real_graph_000735,0,False,False,False,False,False,False,False
g562_real_graph_000736,0,False,False,False,False,False,False,False
g562_real_graph_000737,0,False,False,False,False,False,False,False
g562_real_graph_000738,0,False,False,False,False,False,False,False
g562_real_graph_000739,0,False,False,False,False,False,False,False
g562_real_graph_000740,0,False,False,False,False,False,False,False
g562_real_graph_000741,0,False,False,False,False,False,False,False
g562_real_graph_000742,0,False,False,False,False,False,False,False
g562_real_graph_000743,0,False,False,False,False,False,False,False
g562_real_graph_000744,0,False,False,False,False,False,False,False
g562_real_graph_000745,0,False,False,False,False,False,False,False
g562_real_graph_000746,0,False,False,False,False,False,False,False
g562_real_graph_000747,64,False,False,False,False,False,False,False
g562_real_graph_000748,64,False,False,False,False,False,False,False
g562_real_graph_000749,64,False,False,False,False,False,False,False
g562_real_graph_000750,64,False,False,False,False,False,False,False
g562_real_graph_000751,0,False,False,False,False,False,False,False
g562_real_graph_000752,0,False,False,False,False,False,False,False
g562_real_graph_000753,64,False,False,False,False,False,False,False
g562_real_graph_000754,0,False,False,False,False,False,False,False
g562_real_graph_000755,0,False,False,False,False,False,False,False
g562_real_graph_000756,64,False,False,False,False,False,False,False
g562_real_graph_000757,0,False,False,False,False,False,False,False
g562_real_graph_000758,64,False,False,False,False,False,False,False
g562_real_graph_000759,64,False,False,False,False,False,False,False
g562_real_graph_000760,0,False,False,False,False,False,False,False
g562_real_graph_000761,0,False,False,False,False,False,False,False
g562_real_graph_000762,64,False,False,False,False,False,False,False
g562_real_graph_000763,64,False,False,False,False,False,False,False
g562_real_graph_000764,64,False,False,False,False,False,False,False
g562_real_graph_000765,0,False,False,False,False,False,False,False
g562_real_graph_000766,64,False,False,False,False,False,False,False
g562_real_graph_000767,0,False,False,False,False,False,False,False
g562_real_graph_000768,0,False,False,False,False,False,False,False
g562_real_graph_000769,0,False,False,False,False,False,False,False
g562_real_graph_000770,0,False,False,False,False,False,False,False
g562_real_graph_000771,64,False,False,False,False,False,False,False
g562_real_graph_000772,64,False,False,False,False,False,False,False
g562_real_graph_000773,0,False,False,False,False,False,False,False
g562_real_graph_000774,0,False,False,False,False,False,False,False
g562_real_graph_000775,64,False,False,False,False,False,False,False
g562_real_graph_000776,64,False,False,False,False,False,False,False
g562_real_graph_000777,0,False,False,False,False,False,False,False
g562_real_graph_000778,0,False,False,False,False,False,False,False
g562_real_graph_000779,0,False,False,False,False,False,False,False
g562_real_graph_000780,0,False,False,False,False,False,False,False
g562_real_graph_000781,0,False,False,False,False,False,False,False
g562_real_graph_000782,0,False,False,False,False,False,False,False
g562_real_graph_000783,0,False,False,False,False,False,False,False
g562_real_graph_000784,0,False,False,False,False,False,False,False
g562_real_graph_000785,0,False,False,False,False,False,False,False
g562_real_graph_000786,0,False,False,False,False,False,False,False
g562_real_graph_000787,64,False,False,False,False,False,False,False
g562_real_graph_000788,0,False,False,False,False,False,False,False
g562_real_graph_000789,0,False,False,False,False,False,False,False
g562_real_graph_000790,64,False,False,False,False,False,False,False
g562_real_graph_000791,0,False,False,False,False,False,False,False
g562_real_graph_000792,0,False,False,False,False,False,False,False
g562_real_graph_000793,64,False,False,False,False,False,False,False
g562_real_graph_000794,0,False,False,False,False,False,False,False
g562_real_graph_000795,64,False,False,False,False,False,False,False
g562_real_graph_000796,64,False,False,False,False,False,False,False
g562_real_graph_000797,0,False,False,False,False,False,False,False
g562_real_graph_000798,64,False,False,False,False,False,False,False
g562_real_graph_000799,64,False,False,False,False,False,False,False
g562_real_graph_000800,64,False,False,False,False,False,False,False
g562_real_graph_000801,0,False,False,False,False,False,False,False
g562_real_graph_000802,0,False,False,False,False,False,False,False
g562_real_graph_000803,64,False,False,False,False,False,False,False
g562_real_graph_000804,0,False,False,False,False,False,False,False
g562_real_graph_000805,0,False,False,False,False,False,False,False
g562_real_graph_000806,0,False,False,False,False,False,False,False
g562_real_graph_000807,64,False,False,False,False,False,False,False
g562_real_graph_000808,64,False,False,False,False,False,False,False
g562_real_graph_000809,0,False,False,False,False,False,False,False
g562_real_graph_000810,64,False,False,False,False,False,False,False
g562_real_graph_000811,0,False,False,False,False,False,False,False
g562_real_graph_000812,64,False,False,False,False,False,False,False
g562_real_graph_000813,0,False,False,False,False,False,False,False
g562_real_graph_000814,0,False,False,False,False,False,False,False
g562_real_graph_000815,0,False,False,False,False,False,False,False
g562_real_graph_000816,0,False,False,False,False,False,False,False
g562_real_graph_000817,64,False,False,False,False,False,False,False
g562_real_graph_000818,0,False,False,False,False,False,False,False
g562_real_graph_000819,0,False,False,False,False,False,False,False
g562_real_graph_000820,0,False,False,False,False,False,False,False
g562_real_graph_000821,0,False,False,False,False,False,False,False
g562_real_graph_000822,0,False,False,False,False,False,False,False
g562_real_graph_000823,0,False,False,False,False,False,False,False
g562_real_graph_000824,0,False,False,False,False,False,False,False
g562_real_graph_000825,0,False,False,False,False,False,False,False
g562_real_graph_000826,0,False,False,False,False,False,False,False
g562_real_graph_000827,0,False,False,False,False,False,False,False
g562_real_graph_000828,0,False,False,False,False,False,False,False
g562_real_graph_000829,0,False,False,False,False,False,False,False
g562_real_graph_000830,0,False,False,False,False,False,False,False
g562_real_graph_000831,64,False,False,False,False,False,False,False
g562_real_graph_000832,0,False,False,False,False,False,False,False
g562_real_graph_000833,0,False,False,False,False,False,False,False
g562_real_graph_000834,64,False,False,False,False,False,False,False
g562_real_graph_000835,0,False,False,False,False,False,False,False
g562_real_graph_000836,0,False,False,False,False,False,False,False
g562_real_graph_000837,64,False,False,False,False,False,False,False
g562_real_graph_000838,64,False,False,False,False,False,False,False
g562_real_graph_000839,64,False,False,False,False,False,False,False
g562_real_graph_000840,64,False,False,False,False,False,False,False
g562_real_graph_000841,0,False,False,False,False,False,False,False
g562_real_graph_000842,0,False,False,False,False,False,False,False
g562_real_graph_000843,0,False,False,False,False,False,False,False
g562_real_graph_000844,64,False,False,False,False,False,False,False
g562_real_graph_000845,0,False,False,False,False,False,False,False
g562_real_graph_000846,0,False,False,False,False,False,False,False
g562_real_graph_000847,0,False,False,False,False,False,False,False
g562_real_graph_000848,0,False,False,False,False,False,False,False
g562_real_graph_000849,0,False,False,False,False,False,False,False
g562_real_graph_000850,64,False,False,False,False,False,False,False
g562_real_graph_000851,0,False,False,False,False,False,False,False
g562_real_graph_000852,64,False,False,False,False,False,False,False
g562_real_graph_000853,0,False,False,False,False,False,False,False
g562_real_graph_000854,64,False,False,False,False,False,False,False
g562_real_graph_000855,0,False,False,False,False,False,False,False
g562_real_graph_000856,0,False,False,False,False,False,False,False
g562_real_graph_000857,64,False,False,False,False,False,False,False
g562_real_graph_000858,64,False,False,False,False,False,False,False
g562_real_graph_000859,0,False,False,False,False,False,False,False
g562_real_graph_000860,64,False,False,False,False,False,False,False
g562_real_graph_000861,0,False,False,False,False,False,False,False
g562_real_graph_000862,0,False,False,False,False,False,False,False
g562_real_graph_000863,0,False,False,False,False,False,False,False
g562_real_graph_000864,0,False,False,False,False,False,False,False
g562_real_graph_000865,0,False,False,False,False,False,False,False
g562_real_graph_000866,0,False,False,False,False,False,False,False
g562_real_graph_000867,0,False,False,False,False,False,False,False
g562_real_graph_000868,0,False,False,False,False,False,False,False
g562_real_graph_000869,64,False,False,False,False,False,False,False
g562_real_graph_000870,0,False,False,False,False,False,False,False
g562_real_graph_000871,64,False,False,False,False,False,False,False
g562_real_graph_000872,0,False,False,False,False,False,False,False
g562_real_graph_000873,64,False,False,False,False,False,False,False
g562_real_graph_000874,0,False,False,False,False,False,False,False
g562_real_graph_000875,64,False,False,False,False,False,False,False
g562_real_graph_000876,0,False,False,False,False,False,False,False
g562_real_graph_000877,0,False,False,False,False,False,False,False
g562_real_graph_000878,64,False,False,False,False,False,False,False
g562_real_graph_000879,64,False,False,False,False,False,False,False
g562_real_graph_000880,0,False,False,False,False,False,False,False
g562_real_graph_000881,0,False,False,False,False,False,False,False
g562_real_graph_000882,64,False,False,False,False,False,False,False
g562_real_graph_000883,0,False,False,False,False,False,False,False
g562_real_graph_000884,0,False,False,False,False,False,False,False
g562_real_graph_000885,0,False,False,False,False,False,False,False
g562_real_graph_000886,0,False,False,False,False,False,False,False
g562_real_graph_000887,64,False,False,False,False,False,False,False
g562_real_graph_000888,64,False,False,False,False,False,False,False
g562_real_graph_000889,0,False,False,False,False,False,False,False
g562_real_graph_000890,0,False,False,False,False,False,False,False
g562_real_graph_000891,64,False,False,False,False,False,False,False
g562_real_graph_000892,64,False,False,False,False,False,False,False
g562_real_graph_000893,0,False,False,False,False,False,False,False
g562_real_graph_000894,64,False,False,False,False,False,False,False
g562_real_graph_000895,0,False,False,False,False,False,False,False
g562_real_graph_000896,64,False,False,False,False,False,False,False
g562_real_graph_000897,0,False,False,False,False,False,False,False
g562_real_graph_000898,64,False,False,False,False,False,False,False
g562_real_graph_000899,0,False,False,False,False,False,False,False
g562_real_graph_000900,0,False,False,False,False,False,False,False
g562_real_graph_000901,64,False,False,False,False,False,False,False
g562_real_graph_000902,0,False,False,False,False,False,False,False
g562_real_graph_000903,0,False,False,False,False,False,False,False
g562_real_graph_000904,64,False,False,False,False,False,False,False
g562_real_graph_000905,64,False,False,False,False,False,False,False
g562_real_graph_000906,0,False,False,False,False,False,False,False
g562_real_graph_000907,0,False,False,False,False,False,False,False
g562_real_graph_000908,64,False,False,False,False,False,False,False
g562_real_graph_000909,64,False,False,False,False,False,False,False
g562_real_graph_000910,64,False,False,False,False,False,False,False
g562_real_graph_000911,64,False,False,False,False,False,False,False
g562_real_graph_000912,0,False,False,False,False,False,False,False
g562_real_graph_000913,0,False,False,False,False,False,False,False
g562_real_graph_000914,0,False,False,False,False,False,False,False
g562_real_graph_000915,64,False,False,False,False,False,False,False
g562_real_graph_000916,0,False,False,False,False,False,False,False
g562_real_graph_000917,0,False,False,False,False,False,False,False
g562_real_graph_000918,0,False,False,False,False,False,False,False
g562_real_graph_000919,64,False,False,False,False,False,False,False
g562_real_graph_000920,0,False,False,False,False,False,False,False
g562_real_graph_000921,0,False,False,False,False,False,False,False
g562_real_graph_000922,64,False,False,False,False,False,False,False
g562_real_graph_000923,0,False,False,False,False,False,False,False
g562_real_graph_000924,64,False,False,False,False,False,False,False
g562_real_graph_000925,0,False,False,False,False,False,False,False
g562_real_graph_000926,0,False,False,False,False,False,False,False
g562_real_graph_000927,0,False,False,False,False,False,False,False
g562_real_graph_000928,64,False,False,False,False,False,False,False
g562_real_graph_000929,64,False,False,False,False,False,False,False
g562_real_graph_000930,64,False,False,False,False,False,False,False
g562_real_graph_000931,64,False,False,False,False,False,False,False
g562_real_graph_000932,0,False,False,False,False,False,False,False
g562_real_graph_000933,0,False,False,False,False,False,False,False
g562_real_graph_000934,0,False,False,False,False,False,False,False
g562_real_graph_000935,64,False,False,False,False,False,False,False
g562_real_graph_000936,0,False,False,False,False,False,False,False
g562_real_graph_000937,64,False,False,False,False,False,False,False
g562_real_graph_000938,64,False,False,False,False,False,False,False
g562_real_graph_000939,64,False,False,False,False,False,False,False
g562_real_graph_000940,64,False,False,False,False,False,False,False
g562_real_graph_000941,0,False,False,False,False,False,False,False
g562_real_graph_000942,0,False,False,False,False,False,False,False
g562_real_graph_000943,0,False,False,False,False,False,False,False
g562_real_graph_000944,64,False,False,False,False,False,False,False
g562_real_graph_000945,64,False,False,False,False,False,False,False
g562_real_graph_000946,64,False,False,False,False,False,False,False
g562_real_graph_000947,64,False,False,False,False,False,False,False
g562_real_graph_000948,64,False,False,False,False,False,False,False
g562_real_graph_000949,64,False,False,False,False,False,False,False
g562_real_graph_000950,0,False,False,False,False,False,False,False
g562_real_graph_000951,0,False,False,False,False,False,False,False
g562_real_graph_000952,0,False,False,False,False,False,False,False
g562_real_graph_000953,0,False,False,False,False,False,False,False
g562_real_graph_000954,0,False,False,False,False,False,False,False
g562_real_graph_000955,64,False,False,False,False,False,False,False
g562_real_graph_000956,64,False,False,False,False,False,False,False
g562_real_graph_000957,0,False,False,False,False,False,False,False
g562_real_graph_000958,0,False,False,False,False,False,False,False
g562_real_graph_000959,64,False,False,False,False,False,False,False
g562_real_graph_000960,0,False,False,False,False,False,False,False
g562_real_graph_000961,64,False,False,False,False,False,False,False
g562_real_graph_000962,0,False,False,False,False,False,False,False
g562_real_graph_000963,0,False,False,False,False,False,False,False
g562_real_graph_000964,0,False,False,False,False,False,False,False
g562_real_graph_000965,0,False,False,False,False,False,False,False
g562_real_graph_000966,0,False,False,False,False,False,False,False
g562_real_graph_000967,0,False,False,False,False,False,False,False
g562_real_graph_000968,0,False,False,False,False,False,False,False
g562_real_graph_000969,64,False,False,False,False,False,False,False
g562_real_graph_000970,0,False,False,False,False,False,False,False
g562_real_graph_000971,0,False,False,False,False,False,False,False
g562_real_graph_000972,0,False,False,False,False,False,False,False
g562_real_graph_000973,0,False,False,False,False,False,False,False
g562_real_graph_000974,64,False,False,False,False,False,False,False
g562_real_graph_000975,64,False,False,False,False,False,False,False
g562_real_graph_000976,0,False,False,False,False,False,False,False
g562_real_graph_000977,0,False,False,False,False,False,False,False
g562_real_graph_000978,64,False,False,False,False,False,False,False
g562_real_graph_000979,64,False,False,False,False,False,False,False
g562_real_graph_000980,0,False,False,False,False,False,False,False
g562_real_graph_000981,0,False,False,False,False,False,False,False
g562_real_graph_000982,64,False,False,False,False,False,False,False
g562_real_graph_000983,64,False,False,False,False,False,False,False
g562_real_graph_000984,0,False,False,False,False,False,False,False
g562_real_graph_000985,0,False,False,False,False,False,False,False
g562_real_graph_000986,64,False,False,False,False,False,False,False
g562_real_graph_000987,0,False,False,False,False,False,False,False
g562_real_graph_000988,0,False,False,False,False,False,False,False
g562_real_graph_000989,64,False,False,False,False,False,False,False
g562_real_graph_000990,0,False,False,False,False,False,False,False
g562_real_graph_000991,0,False,False,False,False,False,False,False
g562_real_graph_000992,0,False,False,False,False,False,False,False
g562_real_graph_000993,0,False,False,False,False,False,False,False
g562_real_graph_000994,0,False,False,False,False,False,False,False
g562_real_graph_000995,64,False,False,False,False,False,False,False
g562_real_graph_000996,64,False,False,False,False,False,False,False
g562_real_graph_000997,64,False,False,False,False,False,False,False
g562_real_graph_000998,64,False,False,False,False,False,False,False
g562_real_graph_000999,64,False,False,False,False,False,False,False
