agents,candidate_id,candidate_recognized,context_id,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,feature_leakage_safe,is_best_candidate_in_context,iteration,map,oracle_gap_vs_static,probe_expanded_nodes,probe_feasible,probe_low_level_pibt_calls,probe_lower_bound,probe_runtime_ms,probe_solution_found,probe_sum_of_loss,probe_sum_of_loss_ratio,resolved_candidate_id,seed,short_budget_ms,trace_event_count,traffic_before_hash_full,updateparams_fingerprint,updateparams_hash
100,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a100|s148|it0|repair5g55_counterfactual_static_context,0,0.136044880785,True,False,0,maze-32-32-4,-0.00935016362786,170,True,16900,4278,655.449,True,6241,1.45885928004,repair5g_dual_c_equiv_c100_b100_w075_d100,148,1000,16777,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a100|s148|it0|repair5g55_counterfactual_static_context,-0.145395044413,-0.00935016362786,True,True,0,maze-32-32-4,-0.00935016362786,153,True,15200,4278,863.0687,True,5619,1.31346423562,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,148,1000,16777,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
100,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a100|s148|it0|repair5g55_counterfactual_static_context,-0.0825151940159,0.0535296867695,True,False,0,maze-32-32-4,-0.00935016362786,160,True,15900,4278,811.4582,True,5888,1.37634408602,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,148,1000,16777,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a100|s148|it0|repair5g55_counterfactual_static_context,-0.136044880785,0,True,False,0,maze-32-32-4,-0.00935016362786,155,True,15400,4278,866.5051,True,5659,1.32281439925,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,148,1000,16777,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,additive_ltm,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,0,0.105795314427,True,False,0,maze-32-32-4,-0.00912453760789,123,True,12197,4055,399.8797,True,5759,1.42022194821,additive_ltm,149,1000,15706,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g2_best_frozen_static_candidate,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,-0.105795314427,0,True,False,0,maze-32-32-4,-0.00912453760789,153,True,15782,4055,632.7393,True,5330,1.31442663379,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,149,1000,15706,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,repair5g2_frozen_static_or_selector,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,-0.0226880394575,0.0831072749692,True,False,0,maze-32-32-4,-0.00912453760789,142,True,14099,4055,757.0007,True,5667,1.39753390875,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,149,1000,15706,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,0,0.105795314427,True,False,0,maze-32-32-4,-0.00912453760789,123,True,12197,4055,605.1881,True,5759,1.42022194821,repair5g_dual_c_equiv_c100_b100_w075_d100,149,1000,15706,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,-0.114919852035,-0.00912453760789,True,True,0,maze-32-32-4,-0.00912453760789,155,True,15685,4055,880.2227,True,5293,1.30530209618,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,149,1000,15706,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
100,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,-0.0226880394575,0.0831072749692,True,False,0,maze-32-32-4,-0.00912453760789,142,True,14099,4055,827.2122,True,5667,1.39753390875,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,149,1000,15706,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,-0.105795314427,0,True,False,0,maze-32-32-4,-0.00912453760789,153,True,15782,4055,779.7116,True,5330,1.31442663379,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,149,1000,15706,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,additive_ltm,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,0,0.147569881642,True,False,0,maze-32-32-4,0,128,True,12689,3971,421.7681,True,5994,1.50944346512,additive_ltm,150,1000,12406,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g2_best_frozen_static_candidate,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,-0.147569881642,0,True,True,0,maze-32-32-4,0,113,True,11199,3971,568.2866,True,5408,1.36187358348,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,150,1000,12406,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,repair5g2_frozen_static_or_selector,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,-0.0899017879627,0.0576680936792,True,False,0,maze-32-32-4,0,113,True,11197,3971,708.3955,True,5637,1.41954167716,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,150,1000,12406,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,0,0.147569881642,True,False,0,maze-32-32-4,0,128,True,12689,3971,565.1788,True,5994,1.50944346512,repair5g_dual_c_equiv_c100_b100_w075_d100,150,1000,12406,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,-0.139007806598,0.00856207504407,True,False,0,maze-32-32-4,0,112,True,11096,3971,831.4084,True,5442,1.37043565852,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,150,1000,12406,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
100,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,-0.0899017879627,0.0576680936792,True,False,0,maze-32-32-4,0,113,True,11197,3971,723.6446,True,5637,1.41954167716,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,150,1000,12406,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,-0.147569881642,0,True,False,0,maze-32-32-4,0,113,True,11199,3971,786.6507,True,5408,1.36187358348,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,150,1000,12406,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,additive_ltm,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,0,0.0685524974516,True,False,0,maze-32-32-4,-0.0270132517839,112,True,11199,3924,380.238,True,5411,1.37895005097,additive_ltm,151,1000,11630,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g2_best_frozen_static_candidate,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,-0.0685524974516,0,True,False,0,maze-32-32-4,-0.0270132517839,135,True,13400,3924,577.1761,True,5142,1.31039755352,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,151,1000,11630,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,repair5g2_frozen_static_or_selector,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,-0.0507135575943,0.0178389398573,True,False,0,maze-32-32-4,-0.0270132517839,104,True,10300,3924,672.3065,True,5212,1.32823649337,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,151,1000,11630,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,0,0.0685524974516,True,False,0,maze-32-32-4,-0.0270132517839,112,True,11199,3924,547.7919,True,5411,1.37895005097,repair5g_dual_c_equiv_c100_b100_w075_d100,151,1000,11630,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,-0.0955657492355,-0.0270132517839,True,True,0,maze-32-32-4,-0.0270132517839,108,True,10700,3924,698.9572,True,5036,1.28338430173,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,151,1000,11630,14650fb0739d0383,alpha_commit=1|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=1|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1|alpha_cong_commit_nonprogress=1|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,710a819950a16074
100,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,-0.0507135575943,0.0178389398573,True,False,0,maze-32-32-4,-0.0270132517839,104,True,10300,3924,794.7376,True,5212,1.32823649337,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,151,1000,11630,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,True,maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,-0.0685524974516,0,True,False,0,maze-32-32-4,-0.0270132517839,135,True,13400,3924,865.5186,True,5142,1.31039755352,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,151,1000,11630,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,additive_ltm,True,maze-32-32-4|a100|s152|it0|repair5g55_counterfactual_static_context,0,0.100981404959,True,False,0,maze-32-32-4,-0.0428719008264,115,True,11397,3872,409.0368,True,5676,1.46590909091,additive_ltm,152,1000,11552,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
100,repair5g2_best_frozen_static_candidate,True,maze-32-32-4|a100|s152|it0|repair5g55_counterfactual_static_context,-0.100981404959,0,True,False,0,maze-32-32-4,-0.0428719008264,138,True,13677,3872,624.6481,True,5285,1.36492768595,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,152,1000,11552,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,29737bed70c56f0d
100,repair5g2_frozen_static_or_selector,True,maze-32-32-4|a100|s152|it0|repair5g55_counterfactual_static_context,-0.0477789256198,0.0532024793388,True,False,0,maze-32-32-4,-0.0428719008264,102,True,10098,3872,742.5626,True,5491,1.41813016529,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,152,1000,11552,14650fb0739d0383,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.20000000000000001|max_flow_shield=0.5,c330ca813057d242
100,repair5g2_c_equiv_best_frozen_baseline,True,maze-32-32-4|a100|s152|it0|repair5g55_counterfactual_static_context,0,0.100981404959,True,False,0,maze-32-32-4,-0.0428719008264,115,True,11397,3872,583.9692,True,5676,1.46590909091,repair5g_dual_c_equiv_c100_b100_w075_d100,152,1000,11552,14650fb0739d0383,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,35049bacad216c02
