instance_uid,evaluation_uid,context_id,map,map_family,topology_id,agents,agent_count,requested_pilot_agent_count,solver_largest_component_size,seed,budget_ms,nominal_budget_ms,horizon_id,base_time_limit_sec,ltm_max_iterations,physical_map_sha256,adjacency_sha256,start_goal_assignment_sha256,solver_scenario_path,solver_scenario_sha256,actual_solver_scenario_from_instance_assignment,requested_agent_count,physical_free_cell_count,agent_density,encoded_OD_token_count,represented_agent_mass,represented_flow_mass,path_found_rate,nonzero_flow,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
76e7c5faa1e2ef357861af3013a2f10ef38bd75e0a54d3488c549e4b1a3529d7,0b71081e85169bb723512d23bfef5c674cf9631c460892881fbdc836de61a954,g559_ctx_001045,random-32-32-20,random,g559_topo_005,32,32,32,819,8045,1000,1000,g559_b1000_i3,1.0,3,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,6cf10d12535f6a8719675336e1cdf5a9c118759bdad223b702b0040f21ad92e6,49f5e83429b08585e7a64973822c403c52b333cefbb33174e2b8800b4004d093,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-8045.scen,e72c1fdb2ce74d5be65316d6687be8a934ac44986d76331a78376fefd908c923,True,32,819,0.03907203907203907,32,32,713.0,1.0,True,False,False,False,False,False
fcb40c3c4b2fba876a9160582fa789db406ef3712b19bc6b894b00e6a1620e71,db72485e54e52ace61a16f61554307f23487a58156836a997e4069c1657d7d71,g559_ctx_004453,g559-synth-corners-34,irregular_bottleneck,g559_topo_013,32,32,32,361,11453,1000,1000,g559_b1000_i3,1.0,3,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,8932425f4f39f61c83b54c594cdbdfb5f4ceb399f52529c5482fdd784534ac1f,cbeb7a2774ebcc4ba63ba71f33bd2a0c77456ada4c1423aa27e63dd95f2cdd43,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-11453.scen,aed9de17f9f9aa2698d0388957ad85d6745b50eab5e0289a12ddc8a553ae5042,True,32,361,0.0886426592797784,32,32,839.0,1.0,True,False,False,False,False,False
a621c9a14eb283116d27e7e841032eec593306e467ad1bc4e1f7cba28d68e96b,da26731d879434eb826d6539f028d6ef4fd2ab220fa63bbd7e9b8a0e34a051ef,g559_ctx_004366,maze-32-32-2,maze,g559_topo_006,128,128,128,666,11366,2000,2000,g559_b2000_i3,2.0,3,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,dd5de1073364df79464e3eaf9fb3f84ebc092ee5d88ee9e0e66e53285e668f5c,6f42d10d7ad5431f7ca260a5efaa1b4cd1875ebd45592036ffbeac9b6368e789,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-11366.scen,7553549265160f2c94da4dd507c4dc093952044d8928db1cbe45bc3ebab30be2,True,128,666,0.1921921921921922,128,128,8013.0,1.0,True,False,False,False,False,False
6be9a58df6b757aaaf978e0e229876fe019bef920d3eca1d48a5c400e7cd06fe,34c100a96e3a38e03399c1a32f05c67c51346216435a3aa7ae677ec59b4b6166,g559_ctx_001094,g559-synth-loop-chain-36,irregular_bottleneck,g559_topo_014,64,64,64,371,8094,2000,2000,g559_b2000_i4,2.0,4,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,f81bd35be19cf0f3dd8baade0896a14c624f4956c8689bc035890b999932f78e,91168093c7faa96276a97c5244994a6f2de6383137fdc061936335a0ea3db618,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8094.scen,56234c18f1be25a09b8461ff8ad7a9b730694070eab86f4d6fac1ee6d1aabe94,True,64,371,0.1725067385444744,64,64,772.0,1.0,True,False,False,False,False,False
f610c613ebe2fa76e9e086c6831b5074a877a317dc92ffe5659547d10a1ebb14,e97820e4a23a6babcb3327b8f15ff99dded8559ee2c086a497c336c9e68dad26,g559_ctx_004969,room-40-32-8,room,g559_topo_009,32,32,32,1213,11969,1000,1000,g559_b1000_i3,1.0,3,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,d1d51c8181c5b54b35cf72139d81e5d4cc62386ab9facc062fefaacf419768b7,76851d2af7e17a9dee1148ec8c2e2b5899a5d6d59a621ed7d16461fe270a3361,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-11969.scen,7b05a91f36462bc3166033acd88a2577536bcac2f38061b9886d85d90a0b447c,True,32,1213,0.026380873866446827,32,32,889.0,1.0,True,False,False,False,False,False
cb7eda72c245f3995dbb05a1543ac323846c1a0b6ac36468008d8b8182de6003,7a132de026db96483a314b13b5698af10ba0028ff30446d1641ea72b070440da,g559_ctx_004445,random-32-32-20,random,g559_topo_005,256,256,256,819,11445,1000,1000,g559_b1000_i4,1.0,4,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,6cf10d12535f6a8719675336e1cdf5a9c118759bdad223b702b0040f21ad92e6,1ff0507dfa947e5a35e0a61e250ffc84451bdd65c63ce2dc0af8c1f12f05c502,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-11445.scen,d09d3145f7c578c30ab40e9a45dc6ca351924337fb1accad790916cafa3a33c4,True,256,819,0.3125763125763126,256,256,5984.0,1.0,True,False,False,False,False,False
385df106df04c04ae36bafc2adaead3f1e1dc3260c47f0a7315900dc6e66afad,73d45c798c4b88a8b670a00932fb4b4358f771502b0caaa894b4b6fa946d693c,g559_ctx_003771,g559-synth-warehouse-b-36,warehouse,g559_topo_011,96,96,96,720,10771,5000,5000,g559_b5000_i2,5.0,2,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,0cae910bc887d58a0609a1732171a583e8ba1922ad775bca40dca1540d740e1c,930e1bab078d9a91499a924b6ff57d7877e959a24070f6e01f0528a6e18c62d7,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-10771.scen,b7fd427f869eb8db89e47ca4737f9774d38ef112897974a319313010f5dc78aa,True,96,720,0.13333333333333333,96,96,3325.0,1.0,True,False,False,False,False,False
bebc75751d0aef98871de297ec34d01a40d38a8a31b405c5938266fbbfb4ad32,425882803c81d4568a80a6021dff95c0afb7c9e15a0355806a3a1af4aa5de36b,g559_ctx_001126,maze-32-32-2,maze,g559_topo_006,128,128,128,666,8126,2000,2000,g559_b2000_i3,2.0,3,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,dd5de1073364df79464e3eaf9fb3f84ebc092ee5d88ee9e0e66e53285e668f5c,6754ae5589674dc7b91148e9f02bd6054835caaf5cdd7df7cecfcf2aa699b2e4,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-8126.scen,68ce47f0b306e22f328d72b35f61f6f69ddca4e5e6903d3c9165a1cc55f7c7fd,True,128,666,0.1921921921921922,128,128,8214.0,1.0,True,False,False,False,False,False
4729f22ad6d22c17948a0950abae305724ad718093dab2ddf48dc1a791b2927b,3358d49c530ae21101343c6e685b002d4df4fd3d4e85586ed794b0603f5f69b5,g559_ctx_003119,g565-synth-hub-spoke-b-52,hub_spoke,g559_topo_039,256,256,256,1764,10119,5000,5000,g559_b5000_i4,5.0,4,7a7f8c801eaa7e5d351183abb5d137fcdc1491a55b998cfa22a846e56caa3720,ddec9234a98d973a76f8d9530d88049e36b439f1358d2763ddd6cea59edb11e5,221d3d3fb0837af58ea88898e2b6cb0a45e4060f285a605c639911a90231f983,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-10119.scen,2d97071c7c0fef73dd264aba7186172a2d16612737bf212561f7bfdf12090af3,True,256,1776,0.14414414414414414,256,256,8028.0,0.98828125,True,False,False,False,False,False
57168cca452da9eac86fb14a1c967cb22c7bbc1a619d8ff44c6375c9d322d7df,6a4c27cef9eb9184a524850dd8690c8867cef58d4a5aa1c604048d2220fbc524,g559_ctx_002539,g559-synth-game-brc-32,game,g559_topo_019,32,32,32,793,9539,5000,5000,g559_b5000_i3,5.0,3,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,fe132532d70e7c5e2a4cd34251ccbe1603b9ff7283ab27f4e9fde018c92dec5b,31f285ee36dc87d2dea3a4b00071be32cbcc79ed2cbd25e1e4232d897ace7b1b,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-9539.scen,2e91be23ad09a87e3aa69028e87e6e23b604a157f00c08f046a065c1177bb7fb,True,32,794,0.04030226700251889,32,32,628.0,1.0,True,False,False,False,False,False
e83640406f67d4c51d3013dab5f7205947b52fc36a51fdfb2f6d8f53a210582c,9d1e0e3b0beb70696b73c7bd41a0e8125b7150b82fc0f70c2209e99f2597c06a,g559_ctx_003911,g565-synth-bridge-b-48,narrow_bridge,g559_topo_031,256,256,256,1502,10911,5000,5000,g559_b5000_i4,5.0,4,ac0ac3c7a7710cf6739e0cecede719d9fb3ad6694f2bbcc75f816905984085f7,4ac9f3efd076bb9071b1c881ea48684fb255773d9195cbd8edd44d5a76f1b2b0,bb92650f027146bb7daf4d75c3d56f501fe3fb33689eab8063ddc3556e2f4a39,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-10911.scen,b3485415f9a0cdbc730158d3d32becf07d575067bc95fdf7a22a8596f3a8b380,True,256,1504,0.1702127659574468,256,256,12332.0,0.9921875,True,False,False,False,False,False
f030a6b1a31d72657c1fbe26fecce4e272bb1ff0f6f16481fa82536dcf16da7e,c9fa25fd6b59ee7b4b90c8c09c4cccd0af14e6a8742a23a20227d4b69ba8de42,g559_ctx_004178,g559-synth-game-den-32,game,g559_topo_018,64,64,64,780,11178,2000,2000,g559_b2000_i4,2.0,4,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,2fd636eebb411cc917d7865e1eaffaf4ea67029f55f97adb303b7a9b700a6fdf,12e4fe881ac3a117a3a9e5db51f9ee1dd70866a3b60323d87cc4a4ad217d40ab,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-11178.scen,344d6a4d74157fc96e81671d502581b5f8be0dc7acd1c639e1608608abc76c9c,True,64,784,0.08163265306122448,64,64,2284.0,1.0,True,False,False,False,False,False
8929d9df9e919b4630615b61bd16253f3e17de847838fd3c8e243f575bb31a38,0c1b2056bacc3a27f0b6f0bd8b012167110c4c781f282c09c02e70cc141ade53,g559_ctx_000852,g559-synth-connector-32,irregular_bottleneck,g559_topo_012,16,16,16,347,7852,500,500,g559_b500_i2,0.5,2,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,1ebb93db09f463c3ecf508d0d7496828fbcc7c7ee0645eeef2809bf7858775db,10f05b87f5920136a9e2bb35dc16b8400fc9c2f4f914b8ac69d8993bb821179e,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7852.scen,fc55795685176ca33ee8918083287151d1ab6beb80e2b4ffffc596b291cbf1da,True,16,347,0.04610951008645533,16,16,373.0,1.0,True,False,False,False,False,False
8bbf9d8badf85a70a47de4a7b9a46f3b59e7d2719ffe6d7f09a19cd37f8c6c80,a6efcb8954b7eed4dcb17246efe2e099b198a60ee59be15aa2d16552a9aeebb7,g559_ctx_002833,g565-synth-labyrinth-b-48,labyrinth,g559_topo_033,32,32,32,1460,9833,1000,1000,g559_b1000_i3,1.0,3,2e481e3f0fa8202b1775f196b93a60929e04ab9a4a9a11fbe7a3507696f9d559,2e6f793a4bf0b3ab1bf9546084afb3e9b91be63b612b0b911ea00bf6c7869646,d7157794bbf6a2c81367af45abfdb6d39c902577a32246ce2aa4b0c955849d57,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-9833.scen,4053adc20489aa1693ddf47749e4e71e17fcb3d1cb198f732596a6c35d9ee714,True,32,1482,0.021592442645074223,32,32,1462.0,0.9375,True,False,False,False,False,False
70fe7d036eb08b3a9913366071165585bbaee9efc349cada34cd2bae5abb98b2,828d88e32690333d80c391b3b48bc77010f858a5bf500b6b1ff00250b47dcc5b,g559_ctx_001617,g559-synth-tree-42,irregular_bottleneck,g559_topo_017,96,96,96,409,8617,1000,1000,g559_b1000_i2,1.0,2,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,8c2ef574629edc69a792d7d66e913d473f9bdf109baf0187346811d9c5de2d5b,e58f8e7ee0d157db25c5be5164442dd089daeee215cc227867a8c46f915a974f,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-8617.scen,1451cb1f6b4fd0a1a3e11fe32640058e5e468c0f0489ff3c5604c0b88d6eb59f,True,96,409,0.23471882640586797,96,96,2281.0,1.0,True,False,False,False,False,False
566a14dd0bbf3c26078f4438b4f40f22d3c3f3ac0df1dd21f690e966807d265c,8dce215bbe849fb28cb0a5a9ccac1af06c7a8de8a3c18066640dde3f57741306,g559_ctx_003697,g559-synth-tree-42,irregular_bottleneck,g559_topo_017,32,32,32,409,10697,1000,1000,g559_b1000_i3,1.0,3,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,8c2ef574629edc69a792d7d66e913d473f9bdf109baf0187346811d9c5de2d5b,93d4b68211bca590568e79dbd56b79fef8c389696bac5deb7a0c1290cafd97ef,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-10697.scen,34f0f9581f968fadef941bbe4df398d211a26015ab61134a1ee9a2acab086038,True,32,409,0.07823960880195599,32,32,875.0,1.0,True,False,False,False,False,False
e0817b58907ab066df0596577b62bfde37f43a8f0d6fc8b751fdb4681651377c,e93d5a7def9561e79d202a962ec54745372e99bec11cfadb2cea3179fd039ef1,g559_ctx_004564,random-32-32-10,random,g559_topo_004,128,128,128,922,11564,500,500,g559_b500_i3,0.5,3,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,c3b0477c32359a0b37da52fb9bedea533afc3f171261318259c1d749a3bbbd22,b1d8dd335c6cf7a0416b1d403bf4af0fac82b404586e60abd85b645472359ec0,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-11564.scen,ad1f5f8a73b4c7a08af76ac5bf47a2c1ed324300abf153d5c3ff218225940014,True,128,922,0.13882863340563992,128,128,2281.0,1.0,True,False,False,False,False,False
52863bf697cf936b5030f7beb20772dd6a8062eec2558e3efb0ee127790602d6,ffd9f7f2b1ec9c32218278ac81d9c1ff2b3bdec9d6458688d39bdbd573190131,g559_ctx_000038,g565-synth-hub-spoke-a-44,hub_spoke,g559_topo_038,64,64,64,1517,7038,2000,2000,g559_b2000_i4,2.0,4,0834f09d29cc36f5f4d9f047f0d96e961da4932a66c304bcab5178f164bf3d01,4b0c2bdf6b3bd1bc2d57d4f8eb8808885e94567d742431a1f78d202724428e4f,b645085e196e524577e6117005ba51cbf8291560b3cc6f0d09bec2f72d15d62a,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-7038.scen,fe460831344b8ea44b63012661c5f279ce0fb052531fc3f7010dcefc23c3aebd,True,64,1523,0.04202232435981615,64,64,2863.0,1.0,True,False,False,False,False,False
952ad7d5bc475e3aa0b18f70e8c6410e397ee2df8ae38d62a7684e59135a5ecd,06143d67974b63f12ad00b123c62321ccc6ca906017cda813ffa63e0e843d660,g559_ctx_003453,g559-synth-corners-34,irregular_bottleneck,g559_topo_013,96,96,96,361,10453,1000,1000,g559_b1000_i2,1.0,2,50f00a33e4a714768d7f920af2f89b5ed061c6d2533634dd8ca17400a0273e3d,8932425f4f39f61c83b54c594cdbdfb5f4ceb399f52529c5482fdd784534ac1f,5471b6cfda8600f6d6bb490cc5efbee338562714dafc38ab995caedc930efe33,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-10453.scen,e345db80a60d9caace295ddd8fa6ad5a71cb72446a58f83e192be5927006bfdd,True,96,361,0.2659279778393352,96,96,2135.0,1.0,True,False,False,False,False,False
1649ebeda7b910a69eca6ec51373e0267b3723eb118695cdf20a81f08b1ac407,7852c93c524754a0255b7623bffd7e016589e1e1c8224a5d85cff3ef9857e146,g559_ctx_003471,g565-synth-bridge-b-48,narrow_bridge,g559_topo_031,96,96,96,1502,10471,5000,5000,g559_b5000_i2,5.0,2,ac0ac3c7a7710cf6739e0cecede719d9fb3ad6694f2bbcc75f816905984085f7,4ac9f3efd076bb9071b1c881ea48684fb255773d9195cbd8edd44d5a76f1b2b0,696a5efec2d74a4692b63331a1ae569810b3d92e4fb7695029e22e35e50220af,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-10471.scen,87735f17fd12ee3c9b976b93efaed11204f943d33f4e7893dc2957890d318311,True,96,1504,0.06382978723404255,96,96,4661.0,1.0,True,False,False,False,False,False
ed490e3a5ae813b906cb0ceff6f7b8bfc5aac577189b2ac551479431fae84f5b,da7842ab907d02c455a1c7b1109ca4dc0ce2b1f0bcac4c1dc73bfb034fb001ed,g559_ctx_003303,g559-synth-game-lak-32,game,g559_topo_023,96,96,96,793,10303,5000,5000,g559_b5000_i2,5.0,2,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,ffe610c0c9be3c46de04a3edb987d7a3775e64364a4c75e61fbbcd98ae46efab,a2286d4c34ea4b5317065315954930f5d8f5ba8d457c1e56c853f64d4a006b1d,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-10303.scen,d847bb479c0b4b7ccda086a5f3ea0f47f6b75a8db864cd07a93c008a6e26c2f5,True,96,794,0.12090680100755667,96,96,3267.0,1.0,True,False,False,False,False,False
7d8632d9fb3c46db7633f739f42ae1031f1341f79d199d0ea90e2ceb5e8fb44d,486c4ee0c8555ea0a2671bf550f74d76aa3b9c98c81bfa5ec2e0269b405db916,g559_ctx_002018,g559-synth-game-den-32,game,g559_topo_018,64,64,64,780,9018,2000,2000,g559_b2000_i4,2.0,4,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,2fd636eebb411cc917d7865e1eaffaf4ea67029f55f97adb303b7a9b700a6fdf,0b7664a3f7b47ecb886eac522d89361961c7fa4a84afe61cf45e8a3fff75c08f,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-9018.scen,4c7b243309837c3193cf0b93dc26f2345f2e5c433b6c6d993aa82024759cd181,True,64,784,0.08163265306122448,64,64,2257.0,1.0,True,False,False,False,False,False
af7a631ed402eccfe31b544022bda3d285a59f905e590d4280acc5e05e275574,8a380d865d9dd76563833e85eca386709ca96a4f065b25147f82839997a1038f,g559_ctx_001298,g559-synth-game-den-32,game,g559_topo_018,64,64,64,780,8298,2000,2000,g559_b2000_i4,2.0,4,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,2fd636eebb411cc917d7865e1eaffaf4ea67029f55f97adb303b7a9b700a6fdf,b0ab024a1b649ccb4ff95f1ebd939538ce8c999c6ea07f9a623b0df487a5da02,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-8298.scen,3386da3a948657669a5741df4ba7f9930e57356353417e083ff995d848334637,True,64,784,0.08163265306122448,64,64,2243.0,1.0,True,False,False,False,False,False
99c4026d1edc1bc3c7ee92cc2d525394478109bfcb0362ae9bb50b68d9477702,e116a82d65bbb68a795ba3d07042c9caf61ca5ffbd0d637cc3aba2c89a44693b,g559_ctx_002972,g559-synth-connector-32,irregular_bottleneck,g559_topo_012,64,64,64,347,9972,500,500,g559_b500_i4,0.5,4,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,1ebb93db09f463c3ecf508d0d7496828fbcc7c7ee0645eeef2809bf7858775db,044bd528f11ba84f28afdf660ff971593bf68509d838a1e8d2d0d6c0ae21086d,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-9972.scen,8dccf5b0137383d4b71907f5f896a3f337de59c5b17478d30a5838e24cb4b5ba,True,64,347,0.1844380403458213,64,64,1584.0,1.0,True,False,False,False,False,False
ed9d3e77e4b4fbc776f22510a6213201e15c6b9739adc5b0dacf4d5d6d263fa4,273d85a7b0f662c0b8ee045bfdf6abfbb5d6af917de70065ef9da7da8ae30624,g559_ctx_004130,g559-synth-warehouse-a-32,warehouse,g559_topo_010,64,64,64,640,11130,2000,2000,g559_b2000_i4,2.0,4,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,1e7738e8a5040da4d1b712917c73893fcca0ba6aadbeecbe47530ab26521a707,b487cfa770b995ff5b4b228634d65e6d49667f890c99ac099e980b7b43189f43,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-11130.scen,4de925118143e5850c750d850017f9689996015eb0aa45efb90cd698f8c0cdff,True,64,640,0.1,64,64,1424.0,1.0,True,False,False,False,False,False
bb37c247e3f6c37e89dedb713b7b99a5d0d591972fda44add8a287648b02f7ac,22547ab61877783a3ba281c39e4880c56f099b4d8131300bfe5ab91a701eaceb,g559_ctx_003775,g559-synth-tunnel-38,irregular_bottleneck,g559_topo_015,32,32,32,385,10775,5000,5000,g559_b5000_i3,5.0,3,457bd56b8871e489dbd82a0563cc4509b2ab2ac2cc3d21ee44f9fc87add3bc4f,03d02b14a22f4cf6f89592d6ecebfdc5deee0910886cbd69a48c74be5fec0002,2e238c2399e83a276716c1d8ab7ad7d7c398305b17f4c8935fd49fcf2bb406b7,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-10775.scen,2e605b3eec96a83c20737ddf553bad1129afb5757d317138dc799b6b9c4f9f23,True,32,385,0.08311688311688312,32,32,529.0,1.0,True,False,False,False,False,False
93618f1a86a240b9de1a0c055697b2712c56386e0aaa38364f02541019b1e008,292c65f2a9a44ff46c53847cb74c4aac32ddbcaa969d2ce398b2fbd6ed71b32e,g559_ctx_004304,g565-synth-open-cross-40,open_cross,g559_topo_024,64,64,64,1275,11304,500,500,g559_b500_i4,0.5,4,296de13d5e8c2760ebcd7e897d1dfbfe6042475f9da4498a5dcaa25d534296fa,1fe57435f383c72db424e2810313bac299e7cbd57770b57564d9dba061c192e7,b8adff3190ae118ff84e2dcee5540bec40bde059b2009ddd7fc2bc1f95203a79,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-11304.scen,c5bd44c5ffb3dfc15a3e130e1ddcb4373e97f2d9aa947e70cc46bb8e34b3bb21,True,64,1278,0.050078247261345854,64,64,1328.0,1.0,True,False,False,False,False,False
e977a6aa16d8865113040c219053a99b3099a058a03d72a0f6c351f3065a9bec,a5d318b331bd1c27b29a3ffe42f53c4a84ed384c4f37453b5746a69ed9e46c78,g559_ctx_002894,g559-synth-loop-chain-36,irregular_bottleneck,g559_topo_014,64,64,64,371,9894,2000,2000,g559_b2000_i4,2.0,4,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,f81bd35be19cf0f3dd8baade0896a14c624f4956c8689bc035890b999932f78e,9ee5fadc9e84173138c5c88a970daa379802a259fb759168f80d50f6032253a9,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-9894.scen,e837daeff40c597330e8a10d16863bcf0b29128f237891c7f75fa584226420e1,True,64,371,0.1725067385444744,64,64,850.0,1.0,True,False,False,False,False,False
785ce76a0dcedb1372deda3d52e6c18b665828d672751d01a66cdc4da5f4828a,2a44c3148b70a93a2fed06c9221f8bc424d5b7dee38a965cc9d9287eea64c50f,g559_ctx_000027,g565-synth-ring-b-48,ring,g559_topo_027,96,96,96,1459,7027,5000,5000,g559_b5000_i2,5.0,2,c3e1b87bc7f208bcce84f87f7440969f4a77b02bf84f1fc3010a7ec54a25909e,f3373b6484c6ad36880573b1ffca339883c5930cda5d823cb02ec82529f2c1b3,80b0851745f99605dfed764ffb5d27a4da498e69282e7445a70060d0276de57b,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-7027.scen,c0592a873d8730110788163382821cfc51052e72d9dcb21215f47a4cd62e3361,True,96,1467,0.065439672801636,96,96,4147.0,0.9895833333333334,True,False,False,False,False,False
6c8ad8cdabad0d919d3790306241eb1614087926e8b4c2452b6bb5bab425b62f,23d029b61fa9ebc77f55356d025e2fec49785ab965b64a15819f109e48b9b1b8,g559_ctx_001854,g559-synth-loop-chain-36,irregular_bottleneck,g559_topo_014,16,16,16,371,8854,2000,2000,g559_b2000_i2,2.0,2,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,f81bd35be19cf0f3dd8baade0896a14c624f4956c8689bc035890b999932f78e,3d84a6b84fbe8b9dce94163de50b83ff5bb254d82c65bca8aa7cbcf7722c58ec,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-8854.scen,d67fe487397ec00ad563354b08c0a78b06fcc59ad1d7923bfbf1c2724e28804c,True,16,371,0.0431266846361186,16,16,203.0,1.0,True,False,False,False,False,False
a47fa8a9147eb02d17c627c1b353033ba7b90b203845fd8c18055cd384145aca,4d520e039bfb650d0f816b78c21621db2a0df38b0179934c128e069008eaf77f,g559_ctx_003926,maze-32-32-2,maze,g559_topo_006,64,64,64,666,10926,2000,2000,g559_b2000_i4,2.0,4,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,dd5de1073364df79464e3eaf9fb3f84ebc092ee5d88ee9e0e66e53285e668f5c,1263c1c7d481d92e1c778c02a6cd341961750396401240ae76f69421cd492c58,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-10926.scen,52f02f12fdb78e838036ccbf01b6bb75b349f2e97adce22e03fe0e9f9fefd4bc,True,64,666,0.0960960960960961,64,64,4362.0,1.0,True,False,False,False,False,False
95fddea2432ac5f9f2a39d91db0e034f1df7989114bfb3c1b353baff90f1ec27,9b94fdfa87ab6dd91be18cf96131be426d281461e47dfaa72f6e50b9b7324a93,g559_ctx_002834,g565-synth-checker-a-40,checker,g559_topo_034,64,64,64,1258,9834,2000,2000,g559_b2000_i4,2.0,4,26509aca7c80f74cec95ca5cf3142ba346e7c08ccc831060b4108f7a9f5d54ae,6294410a5e2a18aa6e8ce94cb0710c46692511ba35de5d9b1ca46d28390479a8,4ffa14cc2485091d7ba1ad629b2dbd45ba032259ddaaccf9c747739c4b39173d,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-9834.scen,e513145c3b635e2bfb89f3b76235d77c1795ce3db6bef2218f2fd648455aff17,True,64,1266,0.05055292259083728,64,64,1343.0,0.984375,True,False,False,False,False,False
