map,map_family,solver_seed,solver_scenario_path,scenario_file_exists,scenario_sha256_expected,scenario_sha256_actual,scenario_sha256_match,map_file_exists,map_sha256_expected,map_sha256_actual,map_sha256_match,scenario_pair_count_expected,scenario_pair_count_actual,scenario_pair_count_match,unique_start_count,unique_goal_count,duplicate_starts,duplicate_goals,all_starts_traversable,all_goals_traversable,all_pairs_reachable,assignment_sha256_expected,assignment_sha256_actual,assignment_sha256_match,width_height_match,valid,failure_reasons,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,source_round,scenario_bank_source,generated_in_g561,g561_instance_uid,start_goal_regime,nominal_budget_ms,base_time_limit_sec,ltm_max_iterations,agent_density,start_goal_overlap_count,own_start_goal_match_count,path_found_rate
empty-32-32,empty,7434,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7434.scen,true,20c8ae576065bdd8289f877add3952d5786bf1f139d27cd5c8cf903daa578be3,20c8ae576065bdd8289f877add3952d5786bf1f139d27cd5c8cf903daa578be3,true,true,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,true,64,64,true,64,64,false,false,true,true,true,e58ab37760e8d4208b3a90d9807f356bed48e463e2ada0e459ce55261bfac80a,e58ab37760e8d4208b3a90d9807f356bed48e463e2ada0e459ce55261bfac80a,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-8-8-20,random,7435,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7435.scen,true,cbbe94aa22eef839d164a0897b8e875337bf50231417c91a86ffb162f661bbe7,cbbe94aa22eef839d164a0897b8e875337bf50231417c91a86ffb162f661bbe7,true,true,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,true,32,32,true,32,32,false,false,true,true,true,42b9dfb95a7272fcfbddefa3fbac979ecd01475365d5f4c5a2f19791755f7491,42b9dfb95a7272fcfbddefa3fbac979ecd01475365d5f4c5a2f19791755f7491,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-32-32-10,random,7436,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7436.scen,true,614761a4fff4847f1d4c594fc132a9fa15496098e8d446e1bd6067087d6f82e3,614761a4fff4847f1d4c594fc132a9fa15496098e8d446e1bd6067087d6f82e3,true,true,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,true,128,128,true,128,128,false,false,true,true,true,93d4674d0827886ee5bbd05757b40557d16199d09da47ff1b72308320a8bd7ae,93d4674d0827886ee5bbd05757b40557d16199d09da47ff1b72308320a8bd7ae,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-32-32-20,random,7437,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7437.scen,true,074ac9e341ea7645490f70fc46e2093020512750a5dc1e83d27f77f1ac5dd7d9,074ac9e341ea7645490f70fc46e2093020512750a5dc1e83d27f77f1ac5dd7d9,true,true,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,true,256,256,true,256,256,false,false,true,true,true,3e5d613395bc40ef500fa3aa445d55abccf9e1481b1d4528dbedf9598fe51adb,3e5d613395bc40ef500fa3aa445d55abccf9e1481b1d4528dbedf9598fe51adb,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
maze-32-32-2,maze,7438,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7438.scen,true,6c7c0c41691c26ad7fe716ade9b560322f38d9ebfd9d8774be25d1f3311c8246,6c7c0c41691c26ad7fe716ade9b560322f38d9ebfd9d8774be25d1f3311c8246,true,true,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,true,16,16,true,16,16,false,false,true,true,true,8de4ce93a3bb6e4ed53ca24557f469bf6737b5657dd93a46ed3a1c97d5f161e9,8de4ce93a3bb6e4ed53ca24557f469bf6737b5657dd93a46ed3a1c97d5f161e9,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
maze-36-32-4,maze,7439,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7439.scen,true,0951863bbc5dd0500824b45e92091835d54d503377b0c2de4151b8931e6aa55f,0951863bbc5dd0500824b45e92091835d54d503377b0c2de4151b8931e6aa55f,true,true,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,true,32,32,true,32,32,false,false,true,true,true,26fa9bf5e2acf44f56cf0889c4ceba992ebe2eb09313883fcf14fb5c971a779d,26fa9bf5e2acf44f56cf0889c4ceba992ebe2eb09313883fcf14fb5c971a779d,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
room-32-32-4,room,7440,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-7440.scen,true,1fc1126ea0dff8a1dc0c99647d03ce6c27512713e901709ea4a6da1ff49850de,1fc1126ea0dff8a1dc0c99647d03ce6c27512713e901709ea4a6da1ff49850de,true,true,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,true,64,64,true,64,64,false,false,true,true,true,2d4ddb41d46bc48d3d536e45de7c0698dcd65c69a69972bce694df34239f97a6,2d4ddb41d46bc48d3d536e45de7c0698dcd65c69a69972bce694df34239f97a6,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
room-40-32-8,room,7441,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-7441.scen,true,7951474d25d68c9d54f12433fdf933c33d4f418fc2d80acef79fed07ce2758ac,7951474d25d68c9d54f12433fdf933c33d4f418fc2d80acef79fed07ce2758ac,true,true,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,true,96,96,true,96,96,false,false,true,true,true,21a6a70e044d4ce55e0869ca15ef0903d96eb978704ab89fb0d8cb45d3544409,21a6a70e044d4ce55e0869ca15ef0903d96eb978704ab89fb0d8cb45d3544409,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-warehouse-a-32,warehouse,7442,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7442.scen,true,46ae1dcaca98245a148accbd72662bed333200b63c8a6fdc36ffadfb31270b8c,46ae1dcaca98245a148accbd72662bed333200b63c8a6fdc36ffadfb31270b8c,true,true,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,true,128,128,true,128,128,false,false,true,true,true,e7a7637f90fe7dcde875f970c6f1cba6ada3d0b10c61071b759e2872c8e68815,e7a7637f90fe7dcde875f970c6f1cba6ada3d0b10c61071b759e2872c8e68815,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-warehouse-b-36,warehouse,7443,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-7443.scen,true,e7615c3b0f0dd1799bf054862270454c664696f07b3b356ecb4c9dd3bcad0d1e,e7615c3b0f0dd1799bf054862270454c664696f07b3b356ecb4c9dd3bcad0d1e,true,true,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,7eda51851dd2afa59c52d6a5fbdeeeb17b207741386ce1ada1d85ca0cf365f1d,true,256,256,true,252,216,true,true,true,true,true,b147a66c79a55427edb838ae6b2e820dae0bf1b7a0447414f4ade8f4d00bd03b,b147a66c79a55427edb838ae6b2e820dae0bf1b7a0447414f4ade8f4d00bd03b,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-connector-32,irregular_bottleneck,7444,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-7444.scen,true,291b734c77d2fc21c6feafdb7d7ec71583762a1708a52b3074741956d6d34d36,291b734c77d2fc21c6feafdb7d7ec71583762a1708a52b3074741956d6d34d36,true,true,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,8fe1eb935524ce26bbdd9a46654fa81b05aca8426679db38bf5cc04201fb164d,true,16,16,true,16,16,false,false,true,true,true,95ec2403fac395bc9376f8396fd884d2f19e737a05879339f32b7066276925d9,95ec2403fac395bc9376f8396fd884d2f19e737a05879339f32b7066276925d9,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-corners-34,irregular_bottleneck,7445,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-7445.scen,true,987ae8566893a88186be06043ffb30aa19328c06de4b43901af97fa9a8b00903,987ae8566893a88186be06043ffb30aa19328c06de4b43901af97fa9a8b00903,true,true,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,33822b244b5fb1505e8fe751d2c372f2c2c3b2089dfa483741f4b13e15249ead,true,32,32,true,32,32,false,false,true,true,true,871dc92489dd976c4c2d8f69e06d2e9b4efeda9e095afcefd689aacc5ae3fb44,871dc92489dd976c4c2d8f69e06d2e9b4efeda9e095afcefd689aacc5ae3fb44,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-loop-chain-36,irregular_bottleneck,7446,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-7446.scen,true,d45f269d3bc6a317d9122c5ac24879213f445bdce8ecc08f86e5887e8ce6bda3,d45f269d3bc6a317d9122c5ac24879213f445bdce8ecc08f86e5887e8ce6bda3,true,true,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,85857b3a98d44d92a658dfcb83956bf6974eccd6a188fb2b62db6f7236a70586,true,64,64,true,64,64,false,false,true,true,true,5e8a3df1a12c4b5d0c7ee86bec41a96f1442c2a874a6b585d4d71fc6086087ce,5e8a3df1a12c4b5d0c7ee86bec41a96f1442c2a874a6b585d4d71fc6086087ce,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-tunnel-38,irregular_bottleneck,7447,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-7447.scen,true,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,c2daa7691f8440b15387cfb6ca075e421b686028cd447220cc4359b68b9b3573,true,true,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,23214cb2cb4c09521a0966f84567a04e85a24ba8f340e506a6cd559cf75feff1,true,96,96,true,80,73,true,true,true,true,true,8c6ef01d8e56ef9e820142bfbe9b0a4a15c7d21dd76c73ab42503d7e1908e8a7,8c6ef01d8e56ef9e820142bfbe9b0a4a15c7d21dd76c73ab42503d7e1908e8a7,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-string-40,irregular_bottleneck,7448,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-7448.scen,true,4056a0e5cbd3373bea2be01e713a45900e5b54e14b6c9685552184c939909ee6,4056a0e5cbd3373bea2be01e713a45900e5b54e14b6c9685552184c939909ee6,true,true,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,3171ce0b0eddd2175682e1475a39379eff680061daff35b202eb74d103a1ef4d,true,128,128,true,81,74,true,true,true,true,true,7c9fc317d4d19afa6018c3c6da3d2c4d65e73b932d72e62a7eec0072faa9a121,7c9fc317d4d19afa6018c3c6da3d2c4d65e73b932d72e62a7eec0072faa9a121,true,true,false,duplicate_goals;duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-tree-42,irregular_bottleneck,7449,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-7449.scen,true,bc9e58101f781e8d0071ceced98ba3be1c158d9e87ee99540e614b2f337f1494,bc9e58101f781e8d0071ceced98ba3be1c158d9e87ee99540e614b2f337f1494,true,true,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,97cb3563b14fd15d79a9d57ab7229543ba3696b3f01dd4f2050c55dfebfa425f,true,256,256,true,85,256,true,false,true,true,true,36502c970968cfd1d62cfeefb6d58a39e7dd9719394009b869454446d019be94,36502c970968cfd1d62cfeefb6d58a39e7dd9719394009b869454446d019be94,true,true,false,duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-game-den-32,game,7450,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-7450.scen,true,063456108d3fba4bd34c85b5957610e7afa2f457d9d46061da8b2ef6c6d903cd,063456108d3fba4bd34c85b5957610e7afa2f457d9d46061da8b2ef6c6d903cd,true,true,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,d96c41b59aa078d09c801722aec67079a0acdbe2ed9cdc11b71bfccf5cf466b1,true,16,16,true,16,16,false,false,true,true,true,3f064480c000e535e93ed6d540014cad8e24c3360ec84df4f93456b24dabe44d,3f064480c000e535e93ed6d540014cad8e24c3360ec84df4f93456b24dabe44d,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-game-brc-32,game,7451,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-7451.scen,true,0b7f55c327b8e37f163c50b639295052be1242d659cb5253edd1d516cf9ef0cc,0b7f55c327b8e37f163c50b639295052be1242d659cb5253edd1d516cf9ef0cc,true,true,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,50fb289060849b3a4b51fbced691aae336fe318c46b1ddf854fea3d9a2801c10,true,32,32,true,32,32,false,false,true,true,true,7793730a1b96f5450f8840d0c16d16ca57c30258590e1637b9dd183e9123c2b9,7793730a1b96f5450f8840d0c16d16ca57c30258590e1637b9dd183e9123c2b9,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-city-berlin-32,city,7452,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-7452.scen,true,ebc62f558e1b657112b16f3ea8e43a5787a4192a8c6445853b0a6ef0e4a2d485,ebc62f558e1b657112b16f3ea8e43a5787a4192a8c6445853b0a6ef0e4a2d485,true,true,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,c9d505f72da087f6016daebdf6019c5c5dfe0a411e73cb2ac436605e8b8c0762,true,64,64,true,64,64,false,false,true,true,false,614cd3ede41db86d569617b1129a89aa83954943800acdd4d8d9bd55b0813a98,614cd3ede41db86d569617b1129a89aa83954943800acdd4d8d9bd55b0813a98,true,true,false,pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-city-boston-32,city,7453,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-7453.scen,true,805cfe0d802210bd931d8412467f5e047f6c7893cf444a5c99e2da6a06fb4ee5,805cfe0d802210bd931d8412467f5e047f6c7893cf444a5c99e2da6a06fb4ee5,true,true,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,bd53284a0aeded4a272617aea8583fd32c0fab3c62ecfb7ebc3f4e7488d68757,true,96,96,true,96,96,false,false,true,true,false,204760e1a783ec9bb7e881bf1eaf7e6fb1fe2c1d129dc84534d62d1aa6f6cf4c,204760e1a783ec9bb7e881bf1eaf7e6fb1fe2c1d129dc84534d62d1aa6f6cf4c,true,true,false,pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-city-paris-32,city,7454,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-7454.scen,true,73df9528e005b2c954c9df291b8a64b5415c3c45f43f6fd17ded3a6c94ba60b8,73df9528e005b2c954c9df291b8a64b5415c3c45f43f6fd17ded3a6c94ba60b8,true,true,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,6e581eac9b6723d7c57d7c79158160daa0dce0240ac17117f10a612be78136b9,true,128,128,true,63,128,true,false,true,true,false,ff6b829299abcf92f22eb74b2430aaf7d84aeffb55638ba77ca065ec43361cc1,ff6b829299abcf92f22eb74b2430aaf7d84aeffb55638ba77ca065ec43361cc1,true,true,false,duplicate_starts;pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
g559-synth-game-lak-32,game,7455,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-7455.scen,true,9f952a892cac8002c149c27da7a6c168694e665c4d3eaa40bd892c94b4a0a077,9f952a892cac8002c149c27da7a6c168694e665c4d3eaa40bd892c94b4a0a077,true,true,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,d692654b8d9b2f652e6750fd39423c3cb4328fa36264f61eebb51b1984713753,true,256,256,true,256,256,false,false,true,true,false,82777bea73499cbd98d5bb7d7c47fea8a7ae2fc795862b77bf5045884f39941e,82777bea73499cbd98d5bb7d7c47fea8a7ae2fc795862b77bf5045884f39941e,true,true,false,pair_not_reachable,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
empty-8-8,empty,7456,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-7456.scen,true,52ef838db3230e96454de13c33e7d924c2360f55511e0fca023cdc1ee41607b2,52ef838db3230e96454de13c33e7d924c2360f55511e0fca023cdc1ee41607b2,true,true,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,42776e4904ec90689dd034fbd84524d671dc554472cc4221432b0c523d51f152,true,16,16,true,16,16,false,false,true,true,true,3348cb35eae3622bfcdb8e2b564d466fb005c0e74684d9a5bcbced86029e6712,3348cb35eae3622bfcdb8e2b564d466fb005c0e74684d9a5bcbced86029e6712,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
empty-16-16,empty,7457,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-7457.scen,true,a64ee828b27a84052e3178c1e952bb5739aab9f5d66dc968c84e227928c6beb0,a64ee828b27a84052e3178c1e952bb5739aab9f5d66dc968c84e227928c6beb0,true,true,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,27a570a564cf8de828619efa09d510df95f0cbfe2840376b7c3e63c96413689a,true,32,32,true,32,32,false,false,true,true,true,1b189e98f305d61a4c081d9ec63536fa2edeb234dfbdb7bf6843a200ff38b8d2,1b189e98f305d61a4c081d9ec63536fa2edeb234dfbdb7bf6843a200ff38b8d2,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
empty-32-32,empty,7458,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-7458.scen,true,924e5444136dc9ff8cd3945ed416ee9623ae6c95a99ef5bc0373078429ff9c08,924e5444136dc9ff8cd3945ed416ee9623ae6c95a99ef5bc0373078429ff9c08,true,true,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,5b11a28f65d09a0ba260b77cb698bb22c73cfe1e1f5e159997de6108cd31bf68,true,64,64,true,64,64,false,false,true,true,true,0a7b56eda3a27f989bbce6c3bc7ff07f8859607c4d9aa66250f75ed2dd9a4cfd,0a7b56eda3a27f989bbce6c3bc7ff07f8859607c4d9aa66250f75ed2dd9a4cfd,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-8-8-20,random,7459,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-7459.scen,true,a52cd494371c644714bab8c291519241cf34ac7000982030865dba47f7d01c88,a52cd494371c644714bab8c291519241cf34ac7000982030865dba47f7d01c88,true,true,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,26f22f9ae5f6980b48a5be929abf7c6291ede5f3cacb1738876224ba1d10189f,true,32,32,true,7,32,true,false,true,true,true,eb13643072efccc4b334a6c123787ab67c4b0159af955038f85e9c238922ad2e,eb13643072efccc4b334a6c123787ab67c4b0159af955038f85e9c238922ad2e,true,true,false,duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
random-32-32-10,random,7460,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-7460.scen,true,c0c98769b5a0374f2a7fe69fba923e4bff4f2a8387ba96aefd379dae43c05325,c0c98769b5a0374f2a7fe69fba923e4bff4f2a8387ba96aefd379dae43c05325,true,true,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,4240fddfa77d88b72ce779e02acf46a5ff056a3b04af5a4e35f7bc86cdfba3ec,true,128,128,true,128,128,false,false,true,true,true,015838cf56199251662f89bb90b96c7eee5e67e8d38c5c01607f431f00693bd3,015838cf56199251662f89bb90b96c7eee5e67e8d38c5c01607f431f00693bd3,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
random-32-32-20,random,7461,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-7461.scen,true,568cca1875ebb9b0e257e480c7564fe998482d78cbf56c4d7d549fbd8b847cfb,568cca1875ebb9b0e257e480c7564fe998482d78cbf56c4d7d549fbd8b847cfb,true,true,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,8c5a83498ab92a2579aeef91c5f42d9ecf9019ef038cf98e623061a15beb6f56,true,256,256,true,256,247,false,true,true,true,true,d68f2eeda82993d6a81eb4a3c3f741f80bb99da45a0244942cc0c10ac1528bc0,d68f2eeda82993d6a81eb4a3c3f741f80bb99da45a0244942cc0c10ac1528bc0,true,true,false,duplicate_goals,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
maze-32-32-2,maze,7462,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-7462.scen,true,c0e1c9e4800769610e01f0ec7248737c42f7078aa3eeb5582d0337f78e71f3dd,c0e1c9e4800769610e01f0ec7248737c42f7078aa3eeb5582d0337f78e71f3dd,true,true,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,5c549328775ce530072cb05eda8f9010235a7e29294806d6aebb0ad667479cd3,true,16,16,true,16,16,false,false,true,true,true,257f0eed37b195f76466c603db36f471369bf021e3d704a931323ec997e03fb8,257f0eed37b195f76466c603db36f471369bf021e3d704a931323ec997e03fb8,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
maze-36-32-4,maze,7463,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-7463.scen,true,5eea464ad1e5923bc63e0f0892a6ab6ec1cbf74986d97018eee3f1ccac8d42dc,5eea464ad1e5923bc63e0f0892a6ab6ec1cbf74986d97018eee3f1ccac8d42dc,true,true,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,96ded52c98f958d617309cb5f08a7b67a93b5fc890a66a524907c781ae6a56fd,true,32,32,true,32,32,false,false,true,true,true,87bc0ac6e305d41aba9028e0aa008469ae973a3a90bedd950a2632c608c90bf6,87bc0ac6e305d41aba9028e0aa008469ae973a3a90bedd950a2632c608c90bf6,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
room-32-32-4,room,7464,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-7464.scen,true,1f6c7042f34a36c2f5271474fd8e44bab0c697ef3e4b9d109160609ea32fd5f8,1f6c7042f34a36c2f5271474fd8e44bab0c697ef3e4b9d109160609ea32fd5f8,true,true,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,f107fefbf63c7a1a3753e4a033452301a1cdd7043cab7f45e4ed0e7dec1e90a9,true,64,64,true,43,64,true,false,true,true,true,a4a3681c48ad77a903fa71f2212099154bd9c24da4802fd32a2dfd5350c89798,a4a3681c48ad77a903fa71f2212099154bd9c24da4802fd32a2dfd5350c89798,true,true,false,duplicate_starts,false,false,false,false,false,phase5p5_repair5g560,retained_g560_invalid,false,,,,,,,,,
room-40-32-8,room,7465,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-7465.scen,true,e28ca37054d255fdc44a2d044261a356e88535cd193f2a2728006bb2185dc26b,e28ca37054d255fdc44a2d044261a356e88535cd193f2a2728006bb2185dc26b,true,true,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,733de983354977847a6b110d98192b2704e5ab0c52ef6a0367f9b4533878c177,true,96,96,true,96,96,false,false,true,true,true,35c3817c48168a2ca0f0af3af434c4111a714028507355e8e061d975070aefa0,35c3817c48168a2ca0f0af3af434c4111a714028507355e8e061d975070aefa0,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
g559-synth-warehouse-a-32,warehouse,7466,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-7466.scen,true,ac6aa76d68adaf08aa4888413636fd07187e0eafdfd5fc5a11cecbcaabf21f2e,ac6aa76d68adaf08aa4888413636fd07187e0eafdfd5fc5a11cecbcaabf21f2e,true,true,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,025838f1b34e1e18dd42eb22080d6bc0c611dfb1630c5659fbcaf745125a126a,true,128,128,true,128,128,false,false,true,true,true,a8186e1ae295b1461cff043816c61c9c70981f705dc5a3f5c22fd35d4e7097a5,a8186e1ae295b1461cff043816c61c9c70981f705dc5a3f5c22fd35d4e7097a5,true,true,true,,false,false,false,false,false,phase5p5_repair5g560,retained_g560_valid,false,,,,,,,,,
