method,model_path,g560_evaluation_uid,g560_instance_uid,split,generated_theta_uid,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a4c900ac027848d54efcfa1f590da771b13701df2b007662e08afdb5b145f8b5,163544cc4ea3bdf5eb71764a66459e3384bc4991f16d1f3fb098f8ef7e66d89d,validation,5ebd04da1123cb25ff1cbc9c353937d057677f5ee4c2224e2b4fc28c488b7072,1.250390648841858,1.1585078239440918,1.3101590871810913,0.7408303022384644,0.7595750689506531,1.0216501951217651,0.6830286383628845,0.9787449836730957,1.0,0.6839747428894043,0.6601592898368835,0.3436487019062042,0.9015153050422668,0.9997235536575317,10.803324699401855
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a4e44c1d49d4351b5015b1cef64f9a460be0764f3a40f42cb4e2d2bb357889e1,3a46d4370e0591e9501adb68ddb3e095404d23b6fe376b13b35ff34646778cf4,heldout,4ae1d2dfc0574aa5c34d97392e273f4ea32f46b08ad4a4bc1d8b5fae46ba8702,1.2455185651779175,1.1581509113311768,1.25184965133667,0.7513819336891174,0.767448365688324,1.0320851802825928,0.6927609443664551,0.980038583278656,1.0,0.6865410208702087,0.6503950357437134,0.3381063938140869,0.8873303532600403,0.9994755983352661,10.794136047363281
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a4edafc2017db66b49c7e39c638382b5a345fdf48995fd43bd8ef305fc3c53e5,1bd69ead983c63d8f5cea4f76aadc76b5690c6344517fcedbe7959e993dd5095,train,29fdff36a59526b9f94558c4c5f578b4419edfc76b7d3075246ee8e89cc89c24,1.2500007152557373,1.161439061164856,1.2508333921432495,0.7384331226348877,0.7504593133926392,1.0406180620193481,0.6937130689620972,0.9806422591209412,1.0,0.6746277213096619,0.63707435131073,0.3508096933364868,0.9140465259552002,0.9999985098838806,10.798215866088867
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a54804a82f14f62419cf91519dc95d41aa949789c57c97e2242d76a300601646,e965303fbfc395a42faf640b3801effc61d29b7329c490724683a19cb114afa1,train,31594b681efd3dd45102ac9acdaa84c529db9c617c2b0e418b612321ccccb809,1.2497305870056152,1.1579097509384155,1.2494860887527466,0.7502487897872925,0.7503156661987305,1.0387110710144043,0.6930590867996216,0.9800848364830017,1.0,0.6844556331634521,0.6499580144882202,0.335354208946228,0.8517559170722961,0.9999884963035583,10.794890403747559
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a55c82f22e66593bd2c47fea279b587e037a62feca91df374661e1e174d7d5f6,d1afde7109e51a5980af792b7818aa6ac82785f3b101a99dc8dedf35f859739e,train,15adc803eca5cac6c882e4b19af059f85c582957e6664523a7695f22686111c5,1.2495962381362915,1.1588919162750244,1.2539153099060059,0.7489619851112366,0.7626133561134338,1.0385888814926147,0.6931208968162537,0.9801318049430847,1.0,0.6766304969787598,0.6502000093460083,0.33577069640159607,0.8734318017959595,1.000012993812561,10.791084289550781
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a630a12d4086c78c0dc1da65e4aef3ac91d503d621de0d6a3c1b42c0f6d1427f,17a0d5366c815c0ee4720106cb0ca01fa09031de8bab443f217a13250e0e3fe6,validation,27d2f577712342ba90b8b6cfd7aa7b08ca55fb38ae30b741dc896c3c026a45a9,1.2480573654174805,1.1577101945877075,1.249295711517334,0.7520279288291931,0.7557262182235718,1.0371365547180176,0.6929931640625,0.9803866744041443,1.0,0.6802300810813904,0.6501704454421997,0.3350663185119629,0.8718748688697815,0.9996578693389893,10.79306411743164
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a64da46a8cccdb8f3e51d7ff53e0081afc8fc4f7433ca0f76dbcdd0b7e378c3d,c0aff693ab376e30e74fb17e34dcdb6ff3c4f94eddeafafae486d22c06205b52,heldout,c7d40ed8ff5f00c31c2a809cb24d78ca0d4f2f1795545466926718c315ad13f0,1.2497408390045166,1.1584815979003906,1.2518706321716309,0.7500198483467102,0.7496435046195984,1.0185906887054443,0.6875803470611572,0.9799411296844482,1.0,0.685479998588562,0.6524716019630432,0.3356897234916687,0.8138778209686279,0.9997506737709045,10.7832670211792
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a6830607f8892ae998406ec21772a1d6d3d6b855ec97ca96f51b42e948214b87,9e23133f9e2a01564b8ecf563ed764829a460e5460055e5c6723ba353f6efa10,train,4c24ee97c372cab167326f820c8a7e4225226008ff5be7d9643bbea5519c3a55,1.249614953994751,1.1594830751419067,1.2480088472366333,0.7496336102485657,0.7533497214317322,1.009680151939392,0.6900230050086975,0.980663537979126,1.0,0.6840234994888306,0.6523082256317139,0.3281899392604828,0.8140696287155151,0.9998317956924438,10.798123359680176
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a68ccae3676f627b96454406cf5a6ddfd1f0384de4f7e8eaf5e9d73d5aa4de2f,bffc228cbf4dce8271edb3c232f87a6e9448b2955b48bc221a629a7b35f5260d,train,d0d8bc2aa7e7b9407791ef23232ebc795264a42f0e9ac905670eb38c17f54478,1.2492809295654297,1.1570533514022827,1.250417709350586,0.7506216764450073,0.7597175240516663,1.0360411405563354,0.6925564408302307,0.9804430603981018,1.0,0.679008960723877,0.6493905782699585,0.3375650644302368,0.8749405145645142,0.9998917579650879,10.792872428894043
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a6f1949c4439583e4b1fbdde642949df8dea8a69eb207c2c8b3fac9a621ba7b2,af934008ac253b26ea9edbdf9d62fccec6cc05bad220339da1fbb2f6162bcf32,validation,60988080e6189455bd3acc7a78f04dfe92deac2c510747eb39d8d32900b47674,1.2480714321136475,1.1577222347259521,1.2492480278015137,0.7520216107368469,0.7555608153343201,1.0372227430343628,0.6930080652236938,0.9803932309150696,1.0,0.6802428364753723,0.6501582264900208,0.3350074589252472,0.8717916011810303,0.9996592402458191,10.793063163757324
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a72a96ce3ebaad1120d9c180662ab0207b6175b39b0200afad963f2628bcb3b8,3b80e508fe00ad96a82023b6863c104ad9bcad7c6f842c9ddb3368113b41f06a,train,2f11de629bd86d6fc22299edb7792b736bef722d48d01bad700c0864066720d2,1.2503061294555664,1.1589431762695312,1.2694159746170044,0.746262788772583,0.7463852167129517,1.033437967300415,0.6935210227966309,0.980290949344635,1.0,0.6860470175743103,0.6479776501655579,0.3361070156097412,0.8563501238822937,0.9998822808265686,10.75613784790039
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a74b5c893d983f22e3ad13ecdb6b977e4928e4b6275aef7a2023ee3a6551d2b3,3dd0a9edc901961612b24c45a4580e9ca6570e50ce01d65e0a61c0dfb9645c8b,validation,45ce42f8be378cf329bcc4bae63095d97d10f49bfad9c7914857a85b2e631e0e,1.2570974826812744,1.1581608057022095,1.2527767419815063,0.729117751121521,0.7754635214805603,1.034487009048462,0.6926210522651672,0.9816030263900757,1.0,0.6725175976753235,0.647598147392273,0.3469443917274475,0.9176707863807678,0.9997503161430359,10.80541706085205
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a7bca0fec160fec36c20139ddade1a5ab5237719011d4708f03b3106dac801ee,fe09f164eff3c89f92aa953267a63446f163ce94e865a2a7674a9db7b59ae673,train,b3dcfc59d6f488809fc0bfadbf4eb1eb04350f7b83bb9e78ae28378c47a4e86a,1.2372883558273315,1.1593308448791504,1.2495657205581665,0.7493003010749817,0.7681368589401245,1.0314574241638184,0.6930593848228455,0.9802322387695312,1.0,0.680080771446228,0.6506280303001404,0.3354112505912781,0.8941091895103455,0.9982579946517944,10.792899131774902
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a7d93d041154b922ef16d88788499619476d32154c34127ae661b544f7fdff03,891374e9b5cc3b4a8307537f6b3ba9ba401b117d8500d7f5ab4fe080bbeaec11,train,0888805c2277f2ce9b3a42623d0b87c7a88ba5ca8f550fbc64c0001798a6e2e2,1.2547779083251953,1.1593818664550781,1.2504279613494873,0.7496433258056641,0.7556519508361816,1.0386015176773071,0.68941730260849,0.9820264577865601,1.0,0.6837340593338013,0.6582147479057312,0.3353985846042633,0.8562139272689819,0.9977037310600281,10.814730644226074
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a82ac3d53f96fe3b0192cdac327b5dd59c4c2abab4a12128c75c69142969273a,347d63e16cc4692bb77ebc305513596c0d8b5430cd2ac36cfdbb25dfa120b252,train,d0ae992b7805e91529e42361b02db1b1f1fb2869f0eb78b05f5fff3536852922,1.2499401569366455,1.1626938581466675,1.300422191619873,0.7500330209732056,0.7575250267982483,1.038070559501648,0.6919629573822021,0.9802257418632507,1.0,0.6781490445137024,0.6434604525566101,0.34553053975105286,0.9056208729743958,0.9999722242355347,10.78715991973877
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a83d9dd9dcb9dda3b3aee9ab2bca6aa5fd692ef0e2cea08eab662278e6574535,665fd094617d8240d6f406c77a08ddbebade3487e45e6f371ad069df8ee1b5e1,train,85ad463327733f3b36b903678c99b9a17314abb001fda602553f7babc2d2795c,1.248617172241211,1.158116340637207,1.250741720199585,0.7347012758255005,0.7689490914344788,1.0349677801132202,0.6932913661003113,0.9811266660690308,1.0,0.6783339381217957,0.6439939737319946,0.3426506221294403,0.9006642699241638,0.9999368190765381,10.78941535949707
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a846e2954bd77a3cb1672930fcfe5594bae318811cd13e6a212ca0da7d0793e8,bf233218581e87574178f85b59234a92735ac62a7220c4a8b80b3a4cec2d39dc,validation,76eaa77abf54fdc136981f08654fb9e2745edbcd992d79e6f332f0357be78339,1.2480682134628296,1.157719373703003,1.2492589950561523,0.7520231008529663,0.7555990815162659,1.0372028350830078,0.6930046677589417,0.9803916811943054,1.0,0.6802399754524231,0.6501610279083252,0.3350210189819336,0.8718106150627136,0.9996589422225952,10.79306411743164
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a85e78bbe58a512a7641d0daf61b341e4ac80afdefd9ded676a30f381e7e188c,5651c32b155ef1b7f69d3b8328ea13ef19d7e28bcb1cc5417a0977575d453ab4,train,09d2e1c2e40d43a60df6670cb80fe6a6ac8c7db87aa024aec014f0831974fc29,1.2499228715896606,1.1577794551849365,1.2506077289581299,0.7497763633728027,0.7502925395965576,1.0392075777053833,0.6930223703384399,0.9800827503204346,1.0,0.684535562992096,0.6501201391220093,0.33514073491096497,0.8552321791648865,0.9999858736991882,10.794659614562988
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a879c3935ce868b3c7ccde2b0c5ed141406a708d7add3d7737ad887fff61507b,573bb211c040381f9346e77f9c72c937b137f1eeb148d81e57cda90b68766012,train,f91911cf7b6de6b94a11ed7f8453e0e0097e52bd487a82a86eed14c517bc0e1c,1.2486460208892822,1.1581220626831055,1.2506822347640991,0.7346505522727966,0.7687849998474121,1.0350322723388672,0.6933061480522156,0.9811328649520874,1.0,0.6783669590950012,0.6439763307571411,0.34259963035583496,0.9005827903747559,0.9999377131462097,10.789427757263184
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a8a4c15c44490d76ba57098e78862fc5ef3c95ba275a3d9fc9e562dd1ebf2d4c,744bb1225562a97113cac64b30911c00c5837c8057c7ebb8c05102796cbcdbf6,train,b2e7f8df4660247da1a47927a970af217476d720208dd04a67ac5bd44064fbc3,1.2492421865463257,1.1594702005386353,1.3412282466888428,0.7401393055915833,0.7641162872314453,1.0004819631576538,0.6609330773353577,0.9769478440284729,1.0,0.6846941113471985,0.6678627729415894,0.3445669114589691,0.8733364343643188,0.9982275366783142,10.80638313293457
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a8c7ad623247e3a9a6e1ff921792a5172823b5b12f4ccc6ce99da47ffdf9b43d,b93303002f701eb963d9fc6b4f9b93dcbd7ae54080463dea47cc8425b4d7c86d,train,f497c1fe34197a57982d7053391ad9714b789eb7f13c0d4882b71f58c8d67fb1,1.2500213384628296,1.161252737045288,1.2508577108383179,0.7386892437934875,0.7506495714187622,1.040462613105774,0.6936896443367004,0.9806283712387085,1.0,0.6749721765518188,0.637362003326416,0.35055795311927795,0.9133436679840088,0.9999988079071045,10.798954963684082
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a90021a09ced19d915f8876f09ea8bd88eaa7b74cf662aaeffdcf65bf822750d,72d82a622115f66cc4d4dbfb2a0cba187c49e8c9390af8708aa3c616be6b793d,validation,50b2464c20e6f44a6e216f48e6f411b73ffb89b953681e89fa49f05fde85e80d,1.256659984588623,1.158315658569336,1.248802900314331,0.7297953367233276,0.7667052745819092,1.036972999572754,0.6935999989509583,0.9818568229675293,1.0,0.6753444671630859,0.6460953950881958,0.34472694993019104,0.9126520156860352,0.9998851418495178,10.80587387084961
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a9355c511e33d8f338e699d76c850b82270136c1d533675bf9227b090313da96,0b30e1883f9f1a9910e5950713864dcf79e12a15ff6dab0e0f326b0ca080cbd9,train,4ac2cde1499bed9c19861bda138dc74768415f07b4d69788941fdabf26d78ddd,1.249921441078186,1.1620813608169556,1.2507445812225342,0.737613320350647,0.7498613595962524,1.0411311388015747,0.6937868595123291,0.9806855916976929,1.0,0.6734768748283386,0.636119544506073,0.35163262486457825,0.9161342978477478,0.999997615814209,10.795821189880371
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a93ccff04a48fce5d809c1410d3329113ee53da89f95e5f3ea89059fc3c64272,4b5c49b3e35fd97e5b493a469d422e45acd06aeed05f88661a935c3f9ccc163f,train,10493fc7b12434d82345cc46f803afef011a25744960ba68119bd5de407027a8,1.2501190900802612,1.1575841903686523,1.2482197284698486,0.7498911619186401,0.7527088522911072,1.0391845703125,0.693189263343811,0.9807421565055847,1.0,0.6798412203788757,0.6486900448799133,0.33524638414382935,0.8713825941085815,0.9999793767929077,10.792598724365234
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a956bc54c9d12b6b732d9421c4254f0e03a85109c560b98d0c525e0a6c4293c1,c6be807487e155ca18dc23d20f0e1820afd8b27709f38b12869e540b2f3349bb,validation,7a31f2c1462446dda2c484e1595525f98c52bc919d72b3bfccbca18f3edc281e,1.2565699815750122,1.1582342386245728,1.249188780784607,0.7302133440971375,0.76781165599823,1.0366533994674683,0.6934583783149719,0.981782078742981,1.0,0.6751607060432434,0.6464057564735413,0.34479883313179016,0.9130099415779114,0.9998671412467957,10.806486129760742
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a9e34a3565c7a298ee40841a04004c41d56aa89e053752b1600f9de5ed76f62d,29aa48c815f5ecf106548a18242d353ec55c7e0a4c7c40abd6dbb10d5e5b75d5,validation,3f60fb4e5ef9c50866861f4e4def3277eedb4d8de17b521d75e3195ea83307a1,1.2569911479949951,1.1588226556777954,1.247267246246338,0.7278653979301453,0.7615113258361816,1.0383329391479492,0.6942073702812195,0.9821851849555969,1.0,0.6757190227508545,0.644765317440033,0.344687819480896,0.911250114440918,0.9999911785125732,10.802642822265625
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,a9fc510510751d9cc1a02e61895bfde3f9d73d4d5054dadb5dfbe95d70e8bd40,f40703e93f17c5107ee164f7703f37e426244d4df5805d9afe3d9c016f7f0080,train,61a3da72fc55aa5337179da1c1f38c765be6cc643a74e553eed7c1f800c4d5c6,1.2501513957977295,1.158425211906433,1.263782024383545,0.749660849571228,0.750582754611969,1.0400190353393555,0.692594051361084,0.9799622893333435,1.0,0.6745758056640625,0.6498703360557556,0.34216517210006714,0.854240894317627,0.9999785423278809,10.795042991638184
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,aa057e1a763d4c95fcf1ce5557826ee87b581adb53cb3aae0e71acd68250a504,13509e5c1f6c0da37b7a1454e262a1e02791a35a2e639b0c2fc40627eaa0c532,validation,39dd519d40863f2f05f00d2d66c8759b59dd116d9a015d8212f469875ae30f6a,1.2510781288146973,1.1577526330947876,1.277109146118164,0.7503533363342285,0.7626665234565735,1.0293375253677368,0.6884389519691467,0.9796396493911743,1.0,0.682242751121521,0.6547619700431824,0.34114891290664673,0.8765069246292114,1.0001771450042725,10.7998685836792
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,aa14f7ce4296da76f433f5065aa9f8b4d7e38ccf92c35f8ca6abf2c6735f55ce,01a36665b6299f8cb61185e9504b13ea75b2ce6d1a031d08559d7fbe91777d7a,train,aa2a3ba9290638a48d5ba6b2ba1e184d040533615447d7422e1d77366fcc5444,1.2372878789901733,1.1593329906463623,1.2495527267456055,0.7492964863777161,0.7681007385253906,1.0314785242080688,0.693063497543335,0.980233371257782,1.0,0.6800864338874817,0.6506251692771912,0.3353959918022156,0.8940889239311218,0.9982572793960571,10.792916297912598
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,aaa4256108a78baf6fa9d390abebc8f46967b7157316c8a48cf7746e4e8b3482,19dc46ddbd5e588e53c52eae5d9a613f0721b6c6845067365a16d0c149f3c39f,train,1910cc0e1e9bf9ae9847dff43c291875b52e24fe39edde0b07162f9dbd6e99f1,1.2502046823501587,1.1584030389785767,1.2644859552383423,0.7496103048324585,0.750698447227478,1.0400022268295288,0.6925660967826843,0.9799626469612122,1.0,0.6747753620147705,0.6498787999153137,0.34214624762535095,0.8552013635635376,0.9999896287918091,10.795454025268555
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,aac0a3f68735ec93c2d964cb361881307e32a43e28dea600eaf3e4f2788ea568,558dc099e5b471733fea1dc880a9707cc2b9151353e330ee7dde2e18b631fc13,train,f255a6f1e275a9057aa34514497f10a950f927f1b6ea927a0e3263f029d44b1f,1.2495671510696411,1.1635582447052002,1.3009446859359741,0.7506213784217834,0.7580866813659668,1.0381135940551758,0.6919851899147034,0.980221688747406,1.0,0.6777321696281433,0.6423614621162415,0.34589341282844543,0.9051473140716553,0.999940037727356,10.785924911499023
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,aaff1453dcbf07d4aaea61d00d5ce7bc2098229854070a2469a077a04156f71a,35a525f084e326fcc75d74c4a9b1a9e46a598b840ea1e3db8f4ebdcf35502267,train,7a59ea92420c7c5415684289f1ec564de50edcd0359e44795476ad8e4de9c913,1.2500818967819214,1.157538890838623,1.248308777809143,0.7499403357505798,0.7530931234359741,1.0390334129333496,0.6931575536727905,0.9807260632514954,1.0,0.6798433065414429,0.6487179398536682,0.3353431522846222,0.87148118019104,0.999972403049469,10.792716979980469
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ab733e5f45fcda1ca6677fa5253d26d1220aecf07b05e8f9d35c38e3e70ab384,055cef76bcc56b1d98c4f3ea6e351dcab67ba463230722292cc9ea1318ad0807,train,9271cbee7240edc65945cb1c639c2a3aa6bc1a29ef275933878415febd0694c0,1.2470920085906982,1.1663793325424194,1.253214955329895,0.74786376953125,0.7541559934616089,1.0468268394470215,0.6956928372383118,0.980248749256134,1.0,0.6755373477935791,0.6385447382926941,0.3433789610862732,0.8460395336151123,1.0000537633895874,10.787614822387695
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ab768ea64bdf6ace2d12cf29469d5777d8210247673022432632aed9d9d24ba2,baff066710e7d35734b81f515032071c46cc31724a58edec86398736c7341da7,train,e95384a06947d7687a3b414dd16f068321d53c0bdf2e5c73a3aea1663b1f9420,1.2494345903396606,1.158814787864685,1.255954384803772,0.7435346245765686,0.756034255027771,1.0363982915878296,0.6933750510215759,0.9810279607772827,1.0,0.6757129430770874,0.6413448452949524,0.3507038950920105,0.9321597814559937,0.9996957778930664,10.804176330566406
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ab826033f946854603deb884d06ee30b6730af2eef6562d73efb16bb673da143,10f999c9b380cb94c750fb25409f66d6ce079481cef7272fb24e6cfe2b9c3f96,train,31e8e8ccc2f5b0fd49b30c331bf3f74c65b6eee8722c9dc152db0021bd2e3a73,1.2372853755950928,1.1593455076217651,1.249480962753296,0.749275267124176,0.7679013013839722,1.0315947532653809,0.6930861473083496,0.9802395701408386,1.0,0.6801168918609619,0.6506093740463257,0.3353121876716614,0.8939781188964844,0.9982534050941467,10.793008804321289
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ab8c0004a6584f95f1c3f3a352d4c31034724658445e01d1d27c4c2115fb23a4,a317c7339db7a0d68c756182983325c8b7e06fa33ee82eb017751e3fbddd5891,train,e32c34a76bd3a28ea57460a3315e25b267b297cf9ab2bc7d5507a8e51b27eabd,1.2489224672317505,1.1576895713806152,1.2478892803192139,0.7507558465003967,0.7648226022720337,1.0314974784851074,0.6924670934677124,0.9809435606002808,1.0,0.688295304775238,0.6509767174720764,0.33760082721710205,0.874224841594696,0.9997680187225342,10.791276931762695
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ab950fd0c8b8323fbb6f458bc71ae6ee9e62026185cdea8d3060d734da95a2da,c0d340d5a71835af4d0725887053a347d9b0401e963b7585292264e8c1cd08fc,validation,52532cfc967048335dd64f71d959478b9709196ce2d234d739f8333236934f66,1.2490098476409912,1.1620174646377563,1.343271017074585,0.7492744326591492,0.7756249308586121,1.0233944654464722,0.6763536334037781,0.9782640337944031,1.0,0.6803327202796936,0.6584895253181458,0.3456183969974518,0.921276867389679,1.0005605220794678,10.797447204589844
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ac7ff8f7564fea04b2e92a16acb22a8ecb3d69aa0ff1623ab1b1ee7e3a2159c1,eec9fc90c0425c42c1e30d1a158283a21f0422f1df78a53f35d0a1bdd1c53fb2,train,5041b703fc6f9e1a87ce710cf6f7d945decdca2113e5acf94a67722b560d7c06,1.2497766017913818,1.1583597660064697,1.2544037103652954,0.7453329563140869,0.7555478811264038,1.0366675853729248,0.6928246021270752,0.980641782283783,1.0,0.6759557723999023,0.6444446444511414,0.3474874496459961,0.9242766499519348,0.9996944069862366,10.81305980682373
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,accf2a4082abde81390b23e2eb9b648ab4f73acb8fbfaf58a6c45d7ea08a36d1,9a7d2934a5f6ccbc600f1637ee9e65b4b3e63fedf6fcb0c7a65044c7cffdbfa4,train,4b96427c19488912abef7e54b7e6340f0be64e91eed1df88f11768350ec686ba,1.249979853630066,1.1625994443893433,1.3003417253494263,0.7499696016311646,0.7574582099914551,1.0380691289901733,0.6919617056846619,0.9802258610725403,1.0,0.6781905293464661,0.6435841917991638,0.34548822045326233,0.905645489692688,0.9999756813049316,10.78730583190918
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,acd14f9859152705f6911892f7266355351daad8e5235566443abf3733651e84,53302cca3d04341c9021e2575baacb91714687b56719e8e61879ee7b8bb0da32,train,ceb9c083191f9dddc041a03a6c97e109cf58a339e28433d496309cdccc41f83d,1.2499315738677979,1.1577768325805664,1.250718593597412,0.7497321963310242,0.7502788305282593,1.039249300956726,0.6930124759674072,0.9800811409950256,1.0,0.6845105886459351,0.6501482129096985,0.3351389467716217,0.8556268811225891,0.9999847412109375,10.794574737548828
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,acfb0ac470c8436434760ef75cd9538f1bf005b309e05df453f9d3d079291834,a2dc878dcf3c2ec240cb852bd3e19e519b368184cab9269a92e9d1f5523fa3c5,train,3a619a8b4141bed5520e7f9ce76575dd44778074e96cb38d9b7fef1d350d7156,1.2497193813323975,1.1579192876815796,1.2494546175003052,0.7502647638320923,0.7503097057342529,1.038691759109497,0.6930584907531738,0.9800845980644226,1.0,0.6844319105148315,0.6499578356742859,0.33537301421165466,0.8516926765441895,0.9999882578849792,10.794848442077637
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ad1fddbe9ec2b75fb08d0f5226832227c7d2a9778787d56d6582c9b4b1109cb7,999b27051b1e5cf7bb13376ddb72da938eeca3a78ca0e6f2e25f2ecb56240a0e,train,b94cb355138a0c52da4c9844ac806793da9a51faa1f5ac601b7ff4dd555ce98d,1.2372870445251465,1.1593375205993652,1.2495266199111938,0.74928879737854,0.7680284380912781,1.0315207242965698,0.693071722984314,0.9802356362342834,1.0,0.6800976395606995,0.650619387626648,0.3353654742240906,0.8940485715866089,0.9982558488845825,10.792950630187988
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ad34e0186cc871a05c6837eab89a99ed46e08e4281bcab12d02ee037e289eec0,2548960f5a3a99921cb049069dd96b57ab268ec16712b1174358b9d0f360476f,validation,e58347d967bb522bd99506f6b71070848a711fb4b5227ae3ab22bf21f958e35c,1.256950855255127,1.1581562757492065,1.253546953201294,0.7295172810554504,0.7766111493110657,1.034004807472229,0.6924023628234863,0.981513261795044,1.0,0.6718003153800964,0.6480656266212463,0.34725579619407654,0.9185053110122681,0.9997472763061523,10.805513381958008
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ad526a0a8955e2a6340272c668dcde66bcb9725d8ea3b14e49c98e71a1248cde,6cd19956c545c33afebedf39f13755e1c1098788d08adad68631398577314e69,train,bde08e734d67c72d82a9a4884eb26a79a2e3d25fc5086152d578f92b679303e0,1.249534010887146,1.159546971321106,1.2470535039901733,0.7499390244483948,0.7527816891670227,1.0108166933059692,0.6903001666069031,0.9806652665138245,1.0,0.68367600440979,0.652155339717865,0.3281838595867157,0.81471848487854,0.9998138546943665,10.797595024108887
G0_direct_actor,/root/czr004/artifacts/models/gcst/g560_direct_actor_g0_560.pt,ad9a83ffc062a2a99b85b43900e4426c45e77fd574350d60461ee90839653d90,70260f340d928a3a3509625b345d352611ab93f599e50660607b91bcbc001c5c,train,9085049b56bf4bc51e9a29f934af2824ee800a522628eff872f6858397f0e114,1.2500402927398682,1.1610724925994873,1.2508807182312012,0.7389456033706665,0.7508420944213867,1.0403090715408325,0.6936659812927246,0.9806143045425415,1.0,0.6753106117248535,0.6376456618309021,0.35030820965766907,0.9126148223876953,0.9999991059303284,10.799692153930664
