candidate_id,policy_family,abstain_to_static_flow_probability,mixture_weight_source,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g550_theta_550000113,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.425,1.25,0.75,0.75,1,1.18,0.95,1,1.14,1.15,0.3325,0.5925,0.767044816083,9.20242261723,1,0,0,False,False,False,False,False
repair5g550_theta_550000114,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.325,1.25,0.75,0.75,1,0.83,0.95,1,1.05,0.95,0.287,0.675,0.575283612062,11.6294351756,1,0,0,False,False,False,False,False
repair5g550_theta_550000115,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4125,1.25,0.75,0.75,1,0.81,0.95,1,1.05,0.83,0.329,0.915,0.68394829434,11.6294351756,1,0,0,False,False,False,False,False
repair5g550_theta_550000116,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.375,1.25,0.75,0.75,1,0.91,0.95,1,0.86,0.79,0.364,0.645,0.677556254206,9.70805023356,1,0,0,False,False,False,False,False
repair5g550_theta_550000117,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.1,1.25,0.75,0.75,1,1.14,0.95,1,1.11,0.9,0.273,0.6075,0.722300535145,10.7193054662,1,0,0,False,False,False,False,False
repair5g550_theta_550000118,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.45,1.25,0.75,0.75,1,0.9,0.95,1,0.94,0.83,0.2905,0.78,0.690340334474,10.7193054662,1,0,0,False,False,False,False,False
repair5g550_theta_550000119,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.0875,1.25,0.75,0.75,1,0.81,0.95,1,1.16,1.09,0.329,0.855,0.696732374608,10.9215565128,1,0,0,False,False,False,False,False
repair5g550_theta_550000120,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.5125,1.25,0.75,0.75,1,1.21,0.95,1,0.79,0.9,0.294,0.6075,0.709516454877,11.4271841291,1,0,0,False,False,False,False,False
repair5g550_theta_550000121,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.1625,1.25,0.75,0.75,1,0.94,0.95,1,0.92,0.92,0.3815,0.7875,0.773436856217,10.8204309895,1,0,0,False,False,False,False,False
repair5g550_theta_550000122,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.475,1.25,0.75,0.75,1,0.83,0.95,1,0.82,1.08,0.4165,0.8325,0.543323411392,8,1,0,0,False,False,False,False,False
repair5g550_theta_550000123,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.3375,1.25,0.75,0.75,1,0.83,0.95,1,0.8,1.04,0.413,0.6825,0.728692575279,8,1,0,0,False,False,False,False,False
repair5g550_theta_550000124,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.0625,1.25,0.75,0.75,1,1.17,0.95,1,0.79,0.91,0.2765,0.6,0.677556254206,8.3934184311,1,0,0,False,False,False,False,False
repair5g550_theta_550000125,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4125,1.25,0.75,0.75,1,0.85,0.95,1,0.83,0.9,0.371,0.705,0.690340334474,10.9215565128,1,0,0,False,False,False,False,False
repair5g550_theta_550000126,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,0.9875,1.25,0.75,0.75,1,1.16,0.95,1,0.83,1.07,0.3045,0.885,0.677556254206,10.618179943,1,0,0,False,False,False,False,False
repair5g550_theta_550000127,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.4125,1.25,0.75,0.75,1,0.9,0.95,1,0.95,1.11,0.371,0.9075,0.55610749166,11.2249330825,1,0,0,False,False,False,False,False
repair5g550_theta_550000128,safe_expert_mixture_with_abstention,0.25,safe_expert_mixture,1.25,1.1375,1.25,0.75,0.75,1,1.19,0.95,1,0.93,0.88,0.3325,0.8775,0.536931371258,8.79792052416,1,0,0,False,False,False,False,False
