candidate_id,registry_row_id,candidate_family,theta_cluster,selected_for_label_matrix,candidate_object,theta_hash,theta_in_bounds,distance_from_g556_c063174,goal_projection_mode,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_gcst_00210,g557_gcst_00210,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_54296097660018,True,0.534283209488,flow_shield,1.25,1.20043250044,1.25,0.75,0.75,1.08956697887,0.614040754149,1,1,0.634282993078,0.65,0.31236380701,0.832345337151,1,11.2067237232,1,0,0,False,False,False,False,False
g557_gcst_00211,g557_gcst_00211,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_21056599116755,True,0.474414999459,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.11674919343,0.753145355064,0.979935812493,0.965762013338,0.684155364534,0.699787733671,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00212,g557_gcst_00212,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_13594880796068,True,0.174704309148,flow_shield,1.25,1.14073160809,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.354021709731,0.904474650196,1,10.3877698855,1,0,0,False,False,False,False,False
g557_gcst_00213,g557_gcst_00213,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_09090335552363,True,0.820952483578,flow_shield,1.25,1.22145207459,1.25,0.75,0.75,0.967615634186,0.722327830902,0.955100765494,1,0.648691936028,0.65,0.393407506489,0.938552912194,0.941403096468,11.5953070763,1,0,0,False,False,False,False,False
g557_gcst_00214,g557_gcst_00214,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_72397256352108,True,0.458257131698,flow_shield,1.25,1.19374314325,1.25,0.75,0.75,1.06336880058,0.726600632753,0.957469416167,1,0.716981441552,0.65,0.302286637606,0.83791615208,0.977659440895,10.9611239562,1,0,0,False,False,False,False,False
g557_gcst_00215,g557_gcst_00215,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_27032839011491,True,1.1742635633,flow_shield,1.25,1.06166688447,1.25,0.75,0.75,1.11165456344,0.758657791478,0.921551246682,1,0.607629261585,0.65,0.417191176568,0.818515082319,1,11.6031532019,1,0,0,False,False,False,False,False
g557_gcst_00216,g557_gcst_00216,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_52824262588006,True,0.558995734596,flow_shield,1.25,1.12739196789,1.25,0.75,0.75,0.973810715212,0.634230344341,0.998625007064,1,0.649833155571,0.65,0.292754283907,0.799995969159,0.965841188526,11.095308866,1,0,0,False,False,False,False,False
g557_gcst_00217,g557_gcst_00217,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_76084593023750,True,0.251177144226,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.73933143551,0.528280666194,0.243627401038,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00218,g557_gcst_00218,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_34321031863388,True,0.479079810984,flow_shield,1.25,1.19264722491,1.25,0.75,0.75,0.979013960424,0.66154585221,1,1,0.724556315607,0.65,0.371428024757,0.812187850064,1,10.546413972,1,0,0,False,False,False,False,False
g557_gcst_00219,g557_gcst_00219,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_47461602908815,True,3.82190591346,flow_shield,1.49887903349,1.35421235987,0.966288270548,0.58281244375,1.33616316517,1.5,0.869418068521,0.9,1,0.800123170098,0.443193463613,0.213332213466,1.1027787846,0.729649690701,8.15554116808,1,0,0,False,False,False,False,False
g557_gcst_00220,g557_gcst_00220,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_04434240655865,True,0.658235547345,flow_shield,1.25,1.25654577199,1.25,0.75,0.75,0.979541304005,0.764070357398,0.953505141789,1,0.704020588891,0.65,0.296926272014,0.916637987741,1,11.208133723,1,0,0,False,False,False,False,False
g557_gcst_00221,g557_gcst_00221,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_16598640519638,True,0.152197171155,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.949528846781,0.636700798428,0.979935812493,1,0.684155364534,0.580393092293,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00222,g557_gcst_00222,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_46699027367572,True,0.326684220998,flow_shield,1.25,1.04942655222,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.4115659366,0.788754066734,1,11.1474721218,1,0,0,False,False,False,False,False
g557_gcst_00223,g557_gcst_00223,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_48309361567606,True,0.884664685695,flow_shield,1.25,1.26408356594,1.25,0.75,0.75,0.990729650012,0.739931856953,0.954263517547,1,0.77607899154,0.65,0.432603163587,0.744709152979,0.930024326164,10.4946824215,1,0,0,False,False,False,False,False
g557_gcst_00224,g557_gcst_00224,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_21897766382137,True,0.514239518822,flow_shield,1.25,1.08209152445,1.25,0.75,0.75,1.13974853095,0.717097770785,1,1,0.729270434907,0.65,0.312789593066,0.815409780948,1,11.0298040216,1,0,0,False,False,False,False,False
g557_gcst_00225,g557_gcst_00225,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_90525999467330,True,0.376402068174,flow_shield,1.25,1.20763474248,1.25,0.75,0.75,1.09827403967,0.715973200715,0.967571932583,1,0.656497272847,0.65,0.374726495514,0.884632266035,1,10.5568955903,1,0,0,False,False,False,False,False
g557_gcst_00226,g557_gcst_00226,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_80524190629254,True,1.32421146683,flow_shield,1.25,1.24797333357,1.25,0.75,0.75,0.942680411138,0.574183017956,0.910223619412,1,0.714917588538,0.65,0.256888674102,0.993694796652,1,11.4250643257,1,0,0,False,False,False,False,False
g557_gcst_00227,g557_gcst_00227,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_94542440849764,True,0.300564965479,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.768067574586,0.502185199652,0.429998925764,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00228,g557_gcst_00228,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_66990215256177,True,0.750299279436,flow_shield,1.25,1.20257409718,1.25,0.75,0.75,0.949106353214,0.758170675251,0.954635221954,1,0.624200282771,0.65,0.403338362442,0.892441440705,0.972406687386,11.3557151622,1,0,0,False,False,False,False,False
g557_gcst_00229,g557_gcst_00229,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_43842839639804,True,4.28901369686,agent_progress,0.913430260639,1.57942509694,1.56322697355,0.333920613409,0.160811856501,1.37029913901,0.507323667709,1,1,0.999420909003,0.277440795118,0.176366249898,1.05601876875,0.855562026376,8.00592134084,0,1,0,False,False,False,False,False
g557_gcst_00230,g557_gcst_00230,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_87058095625001,True,1.25462355932,agent_progress,1.25,1.11334406583,1.25,0.75,0.75,0.954074143839,0.595461318233,1,1,0.766715527153,0.65,0.305575522506,0.774393049477,0.942895321509,11.2680224983,0,1,0,False,False,False,False,False
g557_gcst_00231,g557_gcst_00231,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_41594359686486,True,0.132632467077,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.97205783307,0.660426482313,0.979935812493,1,0.684155364534,0.558740341459,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00232,g557_gcst_00232,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_77627909987503,True,0.248186636066,flow_shield,1.25,1.19681091848,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.396339203692,0.783148111986,1,10.4715831208,1,0,0,False,False,False,False,False
g557_gcst_00233,g557_gcst_00233,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_74014447119261,True,0.370793468538,flow_shield,1.25,1.10905507317,1.25,0.75,0.75,1.00696475985,0.674776758602,0.967172470558,1,0.648009209313,0.65,0.346901236177,0.819417092087,1,11.1328825073,1,0,0,False,False,False,False,False
g557_gcst_00234,g557_gcst_00234,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_13270364031301,True,0.968484129506,flow_shield,1.25,1.24236270891,1.25,0.75,0.75,1.15190987273,0.624454801837,1,1,0.721521020519,0.65,0.233649990853,0.951065510144,0.92065609911,11.7004421119,1,0,0,False,False,False,False,False
g557_gcst_00235,g557_gcst_00235,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_33364798749473,True,0.795277458993,flow_shield,1.25,1.27495047896,1.25,0.75,0.75,1.1448181954,0.562712280692,1,1,0.615416962241,0.65,0.405143692932,0.937973224459,1,11.2253858351,1,0,0,False,False,False,False,False
g557_gcst_00236,g557_gcst_00236,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_30237280414085,True,1.19423476454,flow_shield,1.25,1.08598731267,1.25,0.75,0.75,1.09178746735,0.755670451265,0.905732502471,1,0.715593736613,0.65,0.309723808987,0.941898426666,1,11.5147803684,1,0,0,False,False,False,False,False
g557_gcst_00237,g557_gcst_00237,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_51736707755584,True,0.246544271358,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.626853253124,0.750220424575,0.237568446756,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00238,g557_gcst_00238,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_48449424901316,True,1.43707914271,flow_shield,1.25,1.10637418907,1.25,0.75,0.75,0.922431654816,0.745831934089,0.9,1,0.615183104407,0.65,0.294785868678,0.801712166026,0.93114192907,9.9203274246,1,0,0,False,False,False,False,False
g557_gcst_00239,g557_gcst_00239,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_98034655168829,True,4.09882121076,none,0.728387818224,0.91539428438,0.648416106293,0.36035726366,0.329058532508,0.900327166455,0.995509035089,1,1,0.7864222725,1.15103681668,0.111427554775,0.674806531172,0.655180427139,12,0,0,1,False,False,False,False,False
g557_gcst_00240,g557_gcst_00240,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_66317265168935,True,1.59570754905,flow_shield,1.25,1.27124042459,1.25,0.75,0.75,1.09268170704,0.812537659778,0.9,1,0.79483177854,0.65,0.254670587552,0.984570676618,1,9.74018613876,1,0,0,False,False,False,False,False
g557_gcst_00241,g557_gcst_00241,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_70953117803898,True,1.19444537509,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.986146473867,0.625520079051,0.979935812493,0.9,0.684155364534,0.806179977441,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00242,g557_gcst_00242,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_11819761109396,True,0.562687434897,flow_shield,1.25,1.20632235161,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.249112960288,0.716067545445,1,12,1,0,0,False,False,False,False,False
g557_gcst_00243,g557_gcst_00243,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_17029467388975,True,0.780135418981,flow_shield,1.25,1.24370874754,1.25,0.75,0.75,1.090161405,0.664068324405,0.945672603398,1,0.65995648981,0.65,0.267659463375,0.803011008508,1,11.4274932125,1,0,0,False,False,False,False,False
g557_gcst_00244,g557_gcst_00244,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_07276181226296,True,1.24459188841,flow_shield,1.25,1.07122585406,1.25,0.75,0.75,0.911964018486,0.586239919859,0.914551122648,1,0.6075270757,0.65,0.381249293776,0.964343702217,1,10.2650755681,1,0,0,False,False,False,False,False
g557_gcst_00245,g557_gcst_00245,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_50743463948310,True,0.433432698035,flow_shield,1.25,1.20959686452,1.25,0.75,0.75,1.08130914735,0.708442674583,0.963321457882,1,0.722059439526,0.65,0.362026423809,0.90195245674,0.98905382455,10.5270212403,1,0,0,False,False,False,False,False
g557_gcst_00246,g557_gcst_00246,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_40085956350490,True,0.485160366995,flow_shield,1.25,1.13331814911,1.25,0.75,0.75,1.09544095607,0.744466113828,1,1,0.709330864076,0.65,0.314066619508,0.895801434697,1,10.3706328049,1,0,0,False,False,False,False,False
g557_gcst_00247,g557_gcst_00247,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_00918633442535,True,0.129882532209,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.670250317067,0.726979268673,0.387237659443,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00248,g557_gcst_00248,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_80278244136892,True,0.557599725286,flow_shield,1.25,1.22039821641,1.25,0.75,0.75,1.00045630885,0.738949492459,1,1,0.656411601779,0.65,0.305362837668,0.946241715453,0.967600100395,10.5313069846,1,0,0,False,False,False,False,False
g557_gcst_00249,g557_gcst_00249,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_09896728720301,True,4.41439545614,flow_shield,1.5,1.37835213971,1.74279033004,0.863228492293,0.484132197361,0.662461692186,1.04960952064,1,0.9,0.840576439192,0.909770924208,0.47624013765,1.10693349504,0.694342986314,8,1,0,0,False,False,False,False,False
g557_gcst_00250,g557_gcst_00250,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_38643149345504,True,0.544392527043,flow_shield,1.25,1.21549883623,1.25,0.75,0.75,1.07525258474,0.741095995924,1,1,0.70369978832,0.65,0.300056089613,0.805077574562,0.963313559344,11.1144394762,1,0,0,False,False,False,False,False
g557_gcst_00251,g557_gcst_00251,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_62067096162771,True,0.219938231468,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.89584728674,0.585172936948,0.979935812493,1,0.684155364534,0.59429649564,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00252,g557_gcst_00252,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_02625391842336,True,0.198443226746,flow_shield,1.25,1.12957657821,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.303446708826,0.83492195445,1,10.3278504409,1,0,0,False,False,False,False,False
g557_gcst_00253,g557_gcst_00253,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_24289417982468,True,2.10353153148,agent_progress,1.25,1.0500667448,1.25,0.75,0.75,1.08947655811,0.554286846349,0.9,1,0.72513619062,0.65,0.460853199069,0.76354641388,0.886438548296,11.3870278359,0,1,0,False,False,False,False,False
g557_gcst_00254,g557_gcst_00254,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_76971732520928,True,0.559391034248,flow_shield,1.25,1.1807727712,1.25,0.75,0.75,1.07048442664,0.736492704028,1,1,0.664780350342,0.65,0.270921228699,0.884589155549,0.97340808751,10.2739779624,1,0,0,False,False,False,False,False
g557_gcst_00255,g557_gcst_00255,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_18312366298027,True,1.14189303739,flow_shield,1.25,1.10570421235,1.25,0.75,0.75,1.17331873302,0.826235559272,0.934157114943,1,0.605257367607,0.65,0.415384965476,0.902102807215,1,9.85718291041,1,0,0,False,False,False,False,False
g557_gcst_00256,g557_gcst_00256,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_36396388304422,True,1.57752241143,flow_shield,1.25,1.03643780922,1.25,0.75,0.75,0.950428147527,0.529568434846,0.9,1,0.556333173578,0.65,0.210604089301,0.98527464678,1,11.2134279221,1,0,0,False,False,False,False,False
g557_gcst_00257,g557_gcst_00257,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_67249562970928,True,0.238546615638,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.741317702629,0.551803214009,0.242775478769,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00258,g557_gcst_00258,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_09759951736398,True,1.45242909323,flow_shield,1.25,1.05630784304,1.25,0.75,0.75,0.98071924074,0.567144411294,0.9,1,0.744313701099,0.65,0.405322393012,1.01970523287,1,10.1729102433,1,0,0,False,False,False,False,False
g557_gcst_00259,g557_gcst_00259,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_66151412491959,True,4.79649111823,agent_progress,0.982429691391,0.755176417316,1.71394025962,1.06963970447,1.14907847684,0.623899075561,0.910991750998,1,0.9,0.5,0.289986826276,0.0717360591584,0.600453883002,0.859328631343,11.7782511484,0,1,0,False,False,False,False,False
g557_gcst_00260,g557_gcst_00260,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_66328891081541,True,0.68174169915,flow_shield,1.25,1.12979551316,1.25,0.75,0.75,1.00045915475,0.656863952544,0.944971683846,1,0.716652535197,0.65,0.29108288035,0.826426161721,0.96034168015,10.4458605226,1,0,0,False,False,False,False,False
g557_gcst_00261,g557_gcst_00261,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_16229702916506,True,0.263534037518,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.904618989549,0.600407192618,0.979935812493,1,0.684155364534,0.798150023047,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00262,g557_gcst_00262,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_10184555197019,True,0.377343294833,flow_shield,1.25,1.12180137218,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.270060700788,0.924297932697,1,9.93592596516,1,0,0,False,False,False,False,False
g557_gcst_00263,g557_gcst_00263,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_10430714490985,True,0.611873405873,flow_shield,1.25,1.13461474579,1.25,0.75,0.75,1.11936094509,0.719581093117,1,1,0.746377560245,0.65,0.273485585454,0.783352661495,0.952622415138,10.5719039526,1,0,0,False,False,False,False,False
g557_gcst_00264,g557_gcst_00264,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_33176737728580,True,1.39065902936,flow_shield,1.25,1.27557549977,1.25,0.75,0.75,0.941187334827,0.734010381401,0.9,1,0.768407811221,0.65,0.250872265569,0.785965388487,1,10.1930114573,1,0,0,False,False,False,False,False
g557_gcst_00265,g557_gcst_00265,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_35852794747048,True,0.641088000002,flow_shield,1.25,1.08372873088,1.25,0.75,0.75,1.07034825591,0.6213546811,1,1,0.70450170935,0.65,0.282633024783,0.896996777367,0.963460900861,10.2415209403,1,0,0,False,False,False,False,False
g557_gcst_00266,g557_gcst_00266,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_06017554789256,True,1.29978522263,flow_shield,1.25,1.11199543187,1.25,0.75,0.75,1.17519592949,0.641700334994,0.915991340766,1,0.618146157526,0.65,0.406554553528,0.922380626762,1,9.64580732608,1,0,0,False,False,False,False,False
g557_gcst_00267,g557_gcst_00267,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_73491430743094,True,0.253757945759,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.778367344402,0.747950238854,0.260114636284,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00268,g557_gcst_00268,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_48986631750965,True,0.704505914929,flow_shield,1.25,1.08726577715,1.25,0.75,0.75,1.1563377194,0.79687800317,1,1,0.654247886422,0.65,0.386481536855,0.827869882638,1,11.4673524961,1,0,0,False,False,False,False,False
g557_gcst_00269,g557_gcst_00269,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_24314918673038,True,4.26066299687,none,1.08495844258,0.744708266377,0.75764240034,0.52631500987,0.364963210699,1.27518035425,0.289734571638,0.9,1,1.00740981803,0.923925814648,0.648519330592,0.656352489955,1,12,0,0,1,False,False,False,False,False
g557_gcst_00270,g557_gcst_00270,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_51115249336161,True,1.1050249516,flow_shield,1.25,1.2632951274,1.25,0.75,0.75,1.13922582838,0.789126722547,0.942705793068,1,0.609872638317,0.65,0.289140256467,0.962143586508,1,11.9577535921,1,0,0,False,False,False,False,False
g557_gcst_00271,g557_gcst_00271,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_59251573006190,True,0.13681960733,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,0.995407572643,0.626708134958,0.979935812493,1,0.684155364534,0.730428091668,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00272,g557_gcst_00272,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_79264656952237,True,0.288814205198,flow_shield,1.25,1.05761665338,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.280364981677,0.951228669755,1,10.530090378,1,0,0,False,False,False,False,False
g557_gcst_00273,g557_gcst_00273,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_77571162472180,True,0.469476659283,flow_shield,1.25,1.10997320467,1.25,0.75,0.75,0.981336944136,0.64633024756,1,1,0.717412390538,0.65,0.346154451443,0.881703796302,1,10.4380343902,1,0,0,False,False,False,False,False
g557_gcst_00274,g557_gcst_00274,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_14815998338472,True,0.994367310086,flow_shield,1.25,1.09346710475,1.25,0.75,0.75,1.11185300292,0.653686500113,0.921796641974,1,0.729643621516,0.65,0.299107968007,0.792180358513,0.955101482096,11.1040203858,1,0,0,False,False,False,False,False
g557_gcst_00275,g557_gcst_00275,tabular_only_control,tabular_only_control,True,bounded_static_theta_candidate,theta_17347675703000,True,0.459370268374,flow_shield,1.25,1.11381927737,1.25,0.75,0.75,1.00071535769,0.663124289711,1,1,0.722340951738,0.65,0.349645452211,0.812537866431,0.969606460483,10.9504571567,1,0,0,False,False,False,False,False
g557_gcst_00276,g557_gcst_00276,graph_only_no_goal_ablation,graph_only_no_goal_ablation,True,bounded_static_theta_candidate,theta_12831490604477,True,1.45339629101,agent_progress,1.25,1.19148283298,1.25,0.75,0.75,0.943752967304,0.811387339118,1,1,0.586483356794,0.65,0.288498864329,0.772070650515,0.916765890149,9.87278912011,0,1,0,False,False,False,False,False
g557_gcst_00277,g557_gcst_00277,no_traffic_ablation,no_traffic_ablation,True,bounded_static_theta_candidate,theta_42344567370517,True,0.169614009743,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.618628752968,0.582968318902,0.383030970231,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00278,g557_gcst_00278,warmup_probe_mode_w_diagnostic,warmup_probe_mode_w_diagnostic,True,bounded_static_theta_candidate,theta_78461663756355,True,0.932018727619,flow_shield,1.25,1.08094185078,1.25,0.75,0.75,1.14022615127,0.739516494074,1,1,0.775374479506,0.65,0.397722778958,0.762937890405,0.912021827177,9.98129018216,1,0,0,False,False,False,False,False
g557_gcst_00279,g557_gcst_00279,wide_negative_control,wide_negative_control,True,bounded_static_theta_candidate,theta_42291508505262,True,4.32506732542,flow_shield,1.06301716147,1.32361837418,1.57308468196,0.577834141207,1.24532791247,0.637456254697,0.922685774485,1,0.9,0.98943227898,0.18216017943,0.521472209686,1.18628085197,1,8,1,0,0,False,False,False,False,False
g557_gcst_00280,g557_gcst_00280,gcst_topology_conditioned_prior,gcst_topology_conditioned_prior,True,bounded_static_theta_candidate,theta_25095840815267,True,0.902291327197,flow_shield,1.25,1.09849285382,1.25,0.75,0.75,1.13772755171,0.665171405551,0.941625747295,1,0.658798144173,0.65,0.267439210802,0.947206525424,1,11.6059556005,1,0,0,False,False,False,False,False
g557_gcst_00281,g557_gcst_00281,gcst_flow_pressure_residual,gcst_flow_pressure_residual,True,bounded_static_theta_candidate,theta_56807316111213,True,0.448146860913,flow_shield,1.25,1.15800417416,1.25,0.75,0.75,1.0758980571,0.612209608159,0.979935812493,0.970293499258,0.684155364534,0.743796921871,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_gcst_00282,g557_gcst_00282,gcst_bottleneck_guard,gcst_bottleneck_guard,True,bounded_static_theta_candidate,theta_65625128235314,True,0.365474772049,flow_shield,1.25,1.27084900853,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.249944776656,0.82678698785,1,11.363125344,1,0,0,False,False,False,False,False
g557_gcst_00283,g557_gcst_00283,gcst_density_lookup_seed,gcst_density_lookup_seed,True,bounded_static_theta_candidate,theta_29189201438255,True,0.506141064074,flow_shield,1.25,1.20244391483,1.25,0.75,0.75,1.07546094418,0.73878200189,1,1,0.729806391681,0.65,0.31537847146,0.803418449699,1,10.413930479,1,0,0,False,False,False,False,False
g557_gcst_00284,g557_gcst_00284,map_family_lookup_control,map_family_lookup_control,True,bounded_static_theta_candidate,theta_51592499450419,True,0.576747086712,flow_shield,1.25,1.12768465977,1.25,0.75,0.75,1.10662024155,0.64553715371,0.951358031942,1,0.736587723731,0.65,0.309022022883,0.81146120414,1,10.550207598,1,0,0,False,False,False,False,False
