registry_row_id,candidate_id,candidate_family,theta_cluster,source_pool_id,distance_from_current_static_flow,global_fixed_candidate,context_dependent,dynamic_policy,allowed_for_promotion,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_registry_00238,g554_c00238,coordinate_descent_lines,small,g554_pool_034498844752,0.0833333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.125,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00239,g554_c00239,flow_wait_progress_micro_sweep,tiny,g554_pool_287934464306,0.186666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.9,0.15,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00240,g554_c00240,lambda_cong_micro_sweep,tiny,g554_pool_413422054652,0.3,True,False,False,True,1.25,1,1.25,0.75,0.75,1,0,0.95,1,0.9,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00241,g554_c00241,cost_clamp_micro_sweep,tiny,g554_pool_323985610355,0.770833333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.75,9.25,1,0,0,False,False,False,False,False
g554_registry_00242,g554_c00242,rho_decay_micro_sweep,tiny,g554_pool_322370796302,0.35,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.945,0.97,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00243,g554_c00243,shrinkage_to_hand_from_risky,near_miss,g554_pool_733549822209,0.476814499115,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.2275,0.95,1,0.972569697361,0.156580543089,0.35,0.75,1,10.348011329,1,0,0,False,False,False,False,False
g554_registry_00244,g554_c00244,negative_controls_wide_random,wide_diagnostic,g554_pool_180353751572,5.07713628963,True,False,False,False,1.45175395175,0.832314082314,1.88033488033,0.461972961973,0.169716919717,0.727704727705,0.00655500655501,0.987360787361,0.905884105884,0.993298493298,0.212754212754,0.13162973163,0.497037747038,0.654804654805,8.59756059756,0,0,1,False,False,False,False,False
g554_registry_00245,g554_c00245,one_factor_small_perturbation,tiny,g554_pool_194710458679,0.02115879616,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.02115879616,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00246,g554_c00246,two_factor_interaction,small,g554_pool_838052744456,0.13600797663,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.370024000024,0.75,1,10.5560880936,1,0,0,False,False,False,False,False
g554_registry_00247,g554_c00247,trust_region_sobol_around_hand,medium,g554_pool_086936684501,0.881514287776,True,False,False,True,1.25,1.32613745114,1.25,0.75,0.75,1.12124654625,0,0.974798587299,1,1.0684970435,0,0.303057813058,0.628266909517,0.95782970783,10.156003531,1,0,0,False,False,False,False,False
g554_registry_00248,g554_c00248,trust_region_sobol_around_nearmiss,near_miss,g554_pool_024534554944,1.47634859112,True,False,False,True,1.25,1.29087400962,1.25,0.75,0.75,1.05564204939,0.284283841855,0.905447045447,1,1.03417965192,0.35,0.334312774313,0.71472980848,0.770896332674,10.5488466488,1,0,0,False,False,False,False,False
g554_registry_00249,g554_c00249,cma_es_style_offline_candidates,near_miss,g554_pool_484368382764,1.82824118896,True,False,False,True,1.25,1.29095218595,1.25,0.75,0.75,1.03515561016,0.8125,0.9825,1,0.83021595882,0.635842638315,0.386623532624,0.693605651105,0.980762645763,10.6527258687,1,0,0,False,False,False,False,False
g554_registry_00250,g554_c00250,cross_entropy_elite_refits,near_miss,g554_pool_329319039022,1.04513868249,True,False,False,True,1.25,1.19378363753,1.25,0.75,0.75,1.06047168597,0.312593498238,0.9825,1,0.918006114817,0.22254492341,0.368734557934,0.778298135798,0.982055614055,10.6622535393,1,0,0,False,False,False,False,False
g554_registry_00251,g554_c00251,coordinate_descent_lines,small,g554_pool_479003801272,0.6,True,False,False,True,1.25,0.5,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00252,g554_c00252,flow_wait_progress_micro_sweep,tiny,g554_pool_009699149350,0.0533333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.05,0.025,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00253,g554_c00253,lambda_cong_micro_sweep,tiny,g554_pool_810120683645,0.36,True,False,False,True,1.25,1.05,1.25,0.75,0.75,1,0,0.95,1,1.2,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00254,g554_c00254,cost_clamp_micro_sweep,tiny,g554_pool_438628165664,0.979166666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.5,9.75,1,0,0,False,False,False,False,False
g554_registry_00255,g554_c00255,rho_decay_micro_sweep,tiny,g554_pool_818868846302,0.5,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.925,0.975,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00256,g554_c00256,shrinkage_to_hand_from_risky,near_miss,g554_pool_838479490028,0.334841090317,True,False,False,True,1.25,1.20191429617,1.25,0.75,0.75,1,0.2,0.95,1,1.00303919392,0.2,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00257,g554_c00257,negative_controls_wide_random,wide_diagnostic,g554_pool_481962109553,5.01974140724,True,False,False,False,1.14508314508,0.97163047163,1.46792071792,0.177492677493,0.524346024346,0.367975867976,0.34874034874,0.917555817556,0.909167609168,1.34873884874,0.0555210555211,0.505751705752,1.31968606969,0.620520620521,11.1614111614,0,1,0,False,False,False,False,False
g554_registry_00258,g554_c00258,two_factor_interaction,small,g554_pool_492912033883,0.0831919207,True,False,False,True,1.25,1.19470422595,1.25,0.75,0.75,1,0,0.95,1,1.03895530146,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00259,g554_c00259,trust_region_sobol_around_hand,small,g554_pool_098380583941,0.697309878557,True,False,False,True,1.25,1.28588350463,1.25,0.75,0.75,0.97458959959,0,0.906276218151,1,0.964097876598,0,0.368782448782,0.71031961657,1,10.5067980068,1,0,0,False,False,False,False,False
g554_registry_00260,g554_c00260,trust_region_sobol_around_nearmiss,near_miss,g554_pool_340349944061,1.52070182665,True,False,False,True,1.25,1.30286286536,1.25,0.75,0.75,0.942208354708,0.423889761466,0.926874863125,1,1.03352567103,0.919564160872,0.3268999469,0.803051490551,0.961058686059,11.3988565489,1,0,0,False,False,False,False,False
g554_registry_00261,g554_c00261,cma_es_style_offline_candidates,near_miss,g554_pool_309464229832,0.731373080185,True,False,False,True,1.25,1.21916730042,1.25,0.75,0.75,1.06785626535,0.0544946307073,0.921048248898,1,1.01822261222,0.209200846598,0.368969150969,0.80293962794,0.968854139854,11.2523015873,1,0,0,False,False,False,False,False
g554_registry_00262,g554_c00262,cross_entropy_elite_refits,near_miss,g554_pool_818297747340,1.27141747955,True,False,False,True,1.25,1.28219799345,1.25,0.75,0.75,0.923164560665,0.683373308371,0.9175,1,0.980302172302,0.258588332824,0.327810091914,0.783545692946,1,11.3042912913,1,0,0,False,False,False,False,False
g554_registry_00263,g554_c00263,coordinate_descent_lines,small,g554_pool_464726049935,0.25,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.925,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00264,g554_c00264,flow_wait_progress_micro_sweep,tiny,g554_pool_483191450234,0.18,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.15,0.1,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00265,g554_c00265,lambda_cong_micro_sweep,tiny,g554_pool_485515187841,0.13,True,False,False,True,1.25,1.15,1.25,0.75,0.75,1,0,0.95,1,0.95,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00266,g554_c00266,cost_clamp_micro_sweep,tiny,g554_pool_214705079412,0.516666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.8,10,1,0,0,False,False,False,False,False
g554_registry_00267,g554_c00267,rho_decay_micro_sweep,tiny,g554_pool_085262405782,0.65,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.905,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00268,g554_c00268,shrinkage_to_hand_from_risky,near_miss,g554_pool_682739914425,0.330001879999,True,False,False,True,1.25,1.18837820449,1.25,0.75,0.75,1,0.175,0.95,1,0.975962223076,0.175,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00269,g554_c00269,negative_controls_wide_random,wide_diagnostic,g554_pool_436203799769,5.71905880657,True,False,False,False,0.758418758419,0.947017947018,2.03473928474,0.148351398351,0.527182777183,1.47122697123,1.00858475858,0.946823246823,0.904531204531,1.03986353986,0.656658656659,0.730137530138,0.45691020691,0.517625017625,11.6158636159,1,0,0,False,False,False,False,False
g554_registry_00270,g554_c00270,one_factor_small_perturbation,small,g554_pool_892604846836,0.0279340029333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.0419010044,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00271,g554_c00271,two_factor_interaction,small,g554_pool_039406782093,0.0372639372639,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0465799215799,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00272,g554_c00272,trust_region_sobol_around_hand,tiny,g554_pool_681182810223,0.313751174701,True,False,False,True,1.25,1.26625999282,1.25,0.75,0.75,1.0338709995,0.0209093880969,0.936445956446,1,0.993702468702,0,0.36494049494,0.73172714579,0.984098221598,11.2604030542,1,0,0,False,False,False,False,False
g554_registry_00273,g554_c00273,trust_region_sobol_around_nearmiss,near_miss,g554_pool_111761459843,0.851690342068,True,False,False,True,1.25,1.18893025143,1.25,0.75,0.75,1.02334939835,0.417315984472,0.92524462587,1,0.956861381861,0.0426036647925,0.371566601567,0.776359010734,0.963802901303,10.8479502855,1,0,0,False,False,False,False,False
g554_registry_00274,g554_c00274,cma_es_style_offline_candidates,near_miss,g554_pool_562666533390,1.73114397639,True,False,False,True,1.25,1.3135509048,1.25,0.75,0.75,1.02295776296,0.363447512269,0.9825,1,0.857015541412,0.65,0.324809126009,0.800798379548,0.802816571122,11.5515349635,1,0,0,False,False,False,False,False
g554_registry_00275,g554_c00275,cross_entropy_elite_refits,near_miss,g554_pool_906976955823,0.83058349832,True,False,False,True,1.25,1.29546546547,1.25,0.75,0.75,0.979557154557,0.106797496948,0.9175,1,1.00850479404,0.2275,0.376957575757,0.723387250887,0.917759905215,11.1813299014,1,0,0,False,False,False,False,False
g554_registry_00276,g554_c00276,flow_wait_progress_micro_sweep,tiny,g554_pool_299017647303,0.0333333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.95,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00277,g554_c00277,lambda_cong_micro_sweep,tiny,g554_pool_259516119987,0.29,True,False,False,True,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,1.25,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00278,g554_c00278,cost_clamp_micro_sweep,tiny,g554_pool_517766227386,0.725,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.55,10.5,1,0,0,False,False,False,False,False
g554_registry_00279,g554_c00279,rho_decay_micro_sweep,tiny,g554_pool_857856442776,0.6,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.99,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00280,g554_c00280,shrinkage_to_hand_from_risky,near_miss,g554_pool_963965887759,0.175382279235,True,False,False,True,1.25,1.19274013952,1.25,0.75,0.75,1,0.1,0.95,1,0.994365461269,0.0659097781804,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00281,g554_c00281,negative_controls_wide_random,wide_diagnostic,g554_pool_809094828212,5.46013934764,True,False,False,False,1.15025815026,0.623681373681,0.671363671364,0.151548901549,1.46001596002,0.002055002055,0.290895290895,0.932953332953,0.946333946334,0.924028424028,0.301051801052,0.550138150138,1.45278995279,0.836303336303,9.94009394009,0,0,1,False,False,False,False,False
g554_registry_00282,g554_c00282,one_factor_small_perturbation,tiny,g554_pool_254229285107,0.02452247452,True,False,False,True,1.25,1.28065309315,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00283,g554_c00283,two_factor_interaction,small,g554_pool_425619021455,0.0709800334796,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.946144677395,0,0.95,1,1,0,0.378061188061,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00284,g554_c00284,trust_region_sobol_around_hand,medium,g554_pool_863515924639,1.04280781155,True,False,False,True,1.25,1.28938197688,1.25,0.75,0.75,0.861189486189,0.0954456579457,0.902496579997,1,0.968204093204,0,0.394688224688,0.701920639421,1,11.96500594,1,0,0,False,False,False,False,False
g554_registry_00285,g554_c00285,trust_region_sobol_around_nearmiss,near_miss,g554_pool_797765701489,2.04344036814,True,False,False,True,1.25,1.22201995639,1.25,0.75,0.75,1.0303956179,1.19150830594,0.924241424866,1,0.894728206625,0.813412373175,0.380679320679,0.798526876652,1,10.7388686764,1,0,0,False,False,False,False,False
g554_registry_00286,g554_c00286,cma_es_style_offline_candidates,near_miss,g554_pool_455993257393,0.792688050034,True,False,False,True,1.25,1.23342230218,1.25,0.75,0.75,1.02476564876,0.200140031604,0.923686063336,1,1.03046940799,0.185051314897,0.318653359853,0.725794625795,0.975797199797,10.6199635349,1,0,0,False,False,False,False,False
g554_registry_00287,g554_c00287,cross_entropy_elite_refits,near_miss,g554_pool_558937015397,1.20410478965,True,False,False,True,1.25,1.1949515912,1.25,0.75,0.75,1.04792248742,0.688260988259,0.963727149877,1,0.836148798077,0.235756478487,0.335422721422,0.773606138606,1,10.6715649936,1,0,0,False,False,False,False,False
g554_registry_00288,g554_c00288,coordinate_descent_lines,small,g554_pool_143684469217,1,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.25,11,1,0,0,False,False,False,False,False
g554_registry_00289,g554_c00289,flow_wait_progress_micro_sweep,tiny,g554_pool_868482535389,0.0933333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.05,0.075,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00290,g554_c00290,lambda_cong_micro_sweep,tiny,g554_pool_229838416710,0.04,True,False,False,True,1.25,1.3,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00291,g554_c00291,cost_clamp_micro_sweep,tiny,g554_pool_836437774523,0.2625,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.85,10.75,1,0,0,False,False,False,False,False
g554_registry_00292,g554_c00292,rho_decay_micro_sweep,tiny,g554_pool_411880073308,0.35,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.97,0.985,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00293,g554_c00293,shrinkage_to_hand_from_risky,near_miss,g554_pool_901708682456,0.267879658993,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.1225,0.95,1,1,0.1225,0.35,0.75,0.971350676049,10.7999444251,1,0,0,False,False,False,False,False
g554_registry_00294,g554_c00294,negative_controls_wide_random,wide_diagnostic,g554_pool_290561429559,6.18202806952,True,False,False,False,0.249223749224,0.99675049675,2.09043134043,0.117683867684,0.969934969935,0.259299259299,0.282314032314,0.937797937798,0.944367944368,1.41329191329,0.0530025530026,0.715183915184,1.08325208325,0.491235491235,9.19034519035,0,1,0,False,False,False,False,False
g554_registry_00295,g554_c00295,two_factor_interaction,small,g554_pool_564449597359,0.039044289048,True,False,False,True,1.25,1.29880536131,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00296,g554_c00296,trust_region_sobol_around_hand,small,g554_pool_156893968886,0.337865569113,True,False,False,True,1.25,1.19513655451,1.25,0.75,0.75,0.959598509599,0,0.964747553498,1,1.03598751099,0,0.327159417159,0.730699386949,1,10.8416551167,1,0,0,False,False,False,False,False
g554_registry_00297,g554_c00297,trust_region_sobol_around_nearmiss,near_miss,g554_pool_151901698719,1.10381135972,True,False,False,True,1.25,1.28049231174,1.25,0.75,0.75,0.970881089631,0.439462346591,0.975267733393,1,0.952432373589,0.352127505744,0.312433152433,0.779195091695,0.963089050589,10.7843633469,1,0,0,False,False,False,False,False
g554_registry_00298,g554_c00298,cma_es_style_offline_candidates,near_miss,g554_pool_410114298191,1.65616835353,True,False,False,True,1.25,1.3131001131,1.25,0.75,0.75,0.961469228969,0.71461102336,0.9825,1,0.973791775931,0.747244355513,0.381088303888,0.771891063141,0.982331149331,10.683962248,1,0,0,False,False,False,False,False
g554_registry_00299,g554_c00299,cross_entropy_elite_refits,near_miss,g554_pool_772416131190,0.961135071975,True,False,False,True,1.25,1.22540813541,1.25,0.75,0.75,1.0746986077,0.264563053313,0.920422362622,1,0.983860881959,0.261535524429,0.362035162435,0.704684440935,1,11.5697726298,1,0,0,False,False,False,False,False
g554_registry_00300,g554_c00300,coordinate_descent_lines,small,g554_pool_365516927195,0.1,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.875,1,11,1,0,0,False,False,False,False,False
g554_registry_00301,g554_c00301,flow_wait_progress_micro_sweep,tiny,g554_pool_547690905692,0.26,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.15,0.2,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00302,g554_c00302,lambda_cong_micro_sweep,tiny,g554_pool_592134367619,0.37,True,False,False,True,1.25,1.4,1.25,0.75,0.75,1,0,0.95,1,0.75,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00303,g554_c00303,cost_clamp_micro_sweep,tiny,g554_pool_609749098322,0.595833333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.6,11.25,1,0,0,False,False,False,False,False
g554_registry_00304,g554_c00304,rho_decay_micro_sweep,tiny,g554_pool_926586955808,0.1,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,0.99,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00305,g554_c00305,shrinkage_to_hand_from_risky,near_miss,g554_pool_191409671578,0.958486939028,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.674941620119,0.95,1,0.993102473795,0.617454175092,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00306,g554_c00306,negative_controls_wide_random,wide_diagnostic,g554_pool_285837558971,4.90179781429,True,False,False,False,0.426618426618,0.944551694552,1.2223027223,1.07038107038,0.694895944896,0.884024384024,0.551605551606,0.981661881662,0.901823501824,0.708748208748,0.760437760438,0.0305608305608,0.477642727643,0.624634374634,10.7118787119,1,0,0,False,False,False,False,False
g554_registry_00307,g554_c00307,one_factor_small_perturbation,small,g554_pool_093930509514,0.08611740175,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11.344469607,1,0,0,False,False,False,False,False
g554_registry_00308,g554_c00308,two_factor_interaction,small,g554_pool_352503311646,0.375279515905,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.920112411987,1,1,0,0.35,0.75,1,10.6943854569,1,0,0,False,False,False,False,False
g554_registry_00309,g554_c00309,trust_region_sobol_around_hand,tiny,g554_pool_690668786856,0.19691020783,True,False,False,True,1.25,1.23772019085,1.25,0.75,0.75,0.98260033885,0.0100922913423,0.956874349374,1,1.02196109071,0,0.357217197217,0.742176554677,0.993526124776,10.7888156701,1,0,0,False,False,False,False,False
g554_registry_00310,g554_c00310,trust_region_sobol_around_nearmiss,near_miss,g554_pool_851378526855,2.05840996176,True,False,False,True,1.25,1.28249504812,1.25,0.75,0.75,0.925856575857,1.05839205839,0.925422501673,1,1.02448981199,0.98894502211,0.383821523822,0.730014823765,0.971673184173,10.5572971323,1,0,0,False,False,False,False,False
g554_registry_00311,g554_c00311,cma_es_style_offline_candidates,near_miss,g554_pool_755705819903,0.854536626054,True,False,False,True,1.25,1.26877106002,1.25,0.75,0.75,0.975285831286,0.193993555244,0.9825,1,0.951170586171,0.22498499253,0.328251082251,0.801385281385,0.984625521626,11.2209429429,1,0,0,False,False,False,False,False
g554_registry_00312,g554_c00312,cross_entropy_elite_refits,near_miss,g554_pool_560846234793,1.43922701635,True,False,False,True,1.25,1.31330695956,1.25,0.75,0.75,0.960767462267,0.626079618579,0.922174384774,1,1.05197897898,0.65,0.380191989392,0.777807271557,1,10.8479661595,1,0,0,False,False,False,False,False
g554_registry_00313,g554_c00313,coordinate_descent_lines,small,g554_pool_608667243349,0.5625,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.8,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00314,g554_c00314,flow_wait_progress_micro_sweep,tiny,g554_pool_839531496270,0.0733333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,0.95,0.05,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00315,g554_c00315,lambda_cong_micro_sweep,tiny,g554_pool_210525361772,0.25,True,False,False,True,1.25,1,1.25,0.75,0.75,1,0,0.95,1,1.05,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00316,g554_c00316,cost_clamp_micro_sweep,tiny,g554_pool_416472200261,0.258333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.9,11.5,1,0,0,False,False,False,False,False
g554_registry_00317,g554_c00317,rho_decay_micro_sweep,tiny,g554_pool_630417490044,0.25,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.93,0.995,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00318,g554_c00318,shrinkage_to_hand_from_risky,near_miss,g554_pool_221481530303,0.171796603418,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.07,0.95,1,1,0.07,0.35,0.75,0.961666151668,10.9279274441,1,0,0,False,False,False,False,False
g554_registry_00319,g554_c00319,negative_controls_wide_random,wide_diagnostic,g554_pool_372203281853,4.98870047619,True,False,False,False,1.0062025062,1.71074371074,0.949456449456,1.15534490534,1.13597513598,0.35764985765,0.286891536892,0.916185516186,0.944825044825,1.08108058108,0.137961137961,0.790682390682,0.527254027254,0.937026187026,8.17083617084,0,0,1,False,False,False,False,False
g554_registry_00320,g554_c00320,one_factor_small_perturbation,tiny,g554_pool_993309492906,0.0135699385693,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.989822546073,11,1,0,0,False,False,False,False,False
g554_registry_00321,g554_c00321,two_factor_interaction,small,g554_pool_434220954790,0.111011107879,True,False,False,True,1.25,1.21399860462,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,10.6711600337,1,0,0,False,False,False,False,False
g554_registry_00322,g554_c00322,trust_region_sobol_around_hand,medium,g554_pool_795868185315,0.898417142157,True,False,False,True,1.25,1.14564039564,1.25,0.75,0.75,1.03885438885,0,0.988296414546,1,1.05342405342,0,0.282578352578,0.865951615952,1,11.7023999274,1,0,0,False,False,False,False,False
g554_registry_00323,g554_c00323,trust_region_sobol_around_nearmiss,near_miss,g554_pool_527540797436,1.45673282966,True,False,False,True,1.25,1.21039410102,1.25,0.75,0.75,1.07126477126,0.367826674077,0.991893973144,1,1.03711326211,0.35,0.331306081306,0.787244380994,0.777560416932,10.8234336684,1,0,0,False,False,False,False,False
g554_registry_00324,g554_c00324,cma_es_style_offline_candidates,near_miss,g554_pool_165409334657,1.47875640683,True,False,False,True,1.25,1.27142213642,1.25,0.75,0.75,0.92545015795,0.567013936794,0.923282217932,1,0.981858156858,0.692999363999,0.377441706642,0.717664970165,0.974227604227,10.5341797512,1,0,0,False,False,False,False,False
g554_registry_00325,g554_c00325,cross_entropy_elite_refits,near_miss,g554_pool_146580980144,0.915238274525,True,False,False,True,1.25,1.22815315315,1.25,0.75,0.75,0.941242833743,0.170262366373,0.9825,1,0.977057837058,0.2425497774,0.313235692836,0.774132980383,0.97918973519,10.5210853711,1,0,0,False,False,False,False,False
g554_registry_00326,g554_c00326,coordinate_descent_lines,small,g554_pool_281039476054,0.25,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.75,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00327,g554_c00327,flow_wait_progress_micro_sweep,tiny,g554_pool_966358543969,0.153333333333,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1.05,0.15,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00328,g554_c00328,lambda_cong_micro_sweep,tiny,g554_pool_611603280054,0.32,True,False,False,True,1.25,1.1,1.25,0.75,0.75,1,0,0.95,1,0.8,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00329,g554_c00329,cost_clamp_micro_sweep,tiny,g554_pool_605775829218,0.716666666667,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.65,12,1,0,0,False,False,False,False,False
g554_registry_00330,g554_c00330,rho_decay_micro_sweep,tiny,g554_pool_224702844364,0.4,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.91,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_registry_00331,g554_c00331,shrinkage_to_hand_from_risky,near_miss,g554_pool_685640956295,1.17785844428,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.5,0.95,1,1,0.416787666424,0.35,0.75,1,11,0,1,0,False,False,False,False,False
g554_registry_00332,g554_c00332,negative_controls_wide_random,wide_diagnostic,g554_pool_847112590637,5.28435717186,True,False,False,False,1.479001479,0.53972003972,2.05353955354,0.40216040216,0.75670950671,1.0355965356,1.01552226552,0.999637199637,0.941808241808,0.737728237728,0.228783228783,0.509405309405,1.11884211884,0.959168459168,9.22324122324,0,1,0,False,False,False,False,False
g554_registry_00333,g554_c00333,one_factor_small_perturbation,medium,g554_pool_218773838137,0.0670023670024,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.833752958753,1,11,1,0,0,False,False,False,False,False
g554_registry_00334,g554_c00334,two_factor_interaction,small,g554_pool_972916925925,0.0759910884914,True,False,False,True,1.25,1.25,1.25,0.75,0.75,1,0.0545842577093,0.95,1,1,0,0.35,0.75,0.975757238257,11,1,0,0,False,False,False,False,False
