registry_row_id,candidate_id,registry_label,candidate_group,theta_cluster,source_candidate,source_context_key,bounded_updateparams,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g551_registry_551000116,repair5g551_theta_551000116,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000038,,True,1.25,1.25,1.25,0.75,0.75,1,0.423535402929,0.95,1,1,0.867994264011,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000117,repair5g551_theta_551000117,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000039,,True,1.25,1.25,1.25,0.75,0.75,1,0.423456653087,0.95,1,1,0.433086633827,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000118,repair5g551_theta_551000118,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000040,,True,1.25,1.25,1.25,0.75,0.75,1,0.791837166326,0.95,1,1,0.391692716615,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000119,repair5g551_theta_551000119,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000041,,True,1.25,1.25,1.25,0.75,0.75,1,0.855787038426,0.95,1,1,0.0493109013782,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000120,repair5g551_theta_551000120,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000042,,True,1.25,1.25,1.25,0.75,0.75,1,0.832927084146,0.95,1,1,1.27452795094,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g551_registry_551000121,repair5g551_theta_551000121,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000043,,True,1.25,1.4375,1.25,0.75,0.75,1,0.700657335496,0.95,1,0.82,0.615190744791,0.28,0.6225,0.85,10.45,1,0,0,False,False,False,False,False
g551_registry_551000122,repair5g551_theta_551000122,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000044,,True,1.25,1.4625,1.25,0.75,0.75,1,0.486897470429,0.95,1,1.18,0.807437852538,0.42,0.8475,1,12,1,0,0,False,False,False,False,False
g551_registry_551000123,repair5g551_theta_551000123,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000045,,True,1.25,1.3,1.25,0.75,0.75,1,0.522524114607,0.95,1,0.84,0.730539009439,0.273,0.6225,1,10.34,1,0,0,False,False,False,False,False
g551_registry_551000124,repair5g551_theta_551000124,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000046,,True,1.25,1.3125,1.25,0.75,0.75,1,0.558150758785,0.95,1,1.16,0.876646811327,0.364,0.6,0.96,10.56,1,0,0,False,False,False,False,False
g551_registry_551000125,repair5g551_theta_551000125,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000047,,True,1.25,1.2,1.25,0.75,0.75,1,0.712532883555,0.95,1,0.91,0.70746935651,0.329,0.795,0.82,12,1,0,0,False,False,False,False,False
g551_registry_551000126,repair5g551_theta_551000126,g550_safe_expert_mixture_candidate,safe_expert_mixture_lower_usage,safe_expert_mixture_lower_usage,repair5g550_theta_550000048,,True,1.25,1.45,1.25,0.75,0.75,1,0.665030691318,0.95,1,0.78,0.599810976171,0.4235,0.6225,1,12,1,0,0,False,False,False,False,False
g551_registry_551000127,repair5g551_theta_551000127,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000076,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2725,1.25,0.75,0.75,1,0.98,0.95,1,1.012,1.011,0.35595,0.762,0.974705343173,10.8104441948,1,0,0,False,False,False,False,False
g551_registry_551000128,repair5g551_theta_551000128,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000076,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.30625,1.25,0.75,0.75,1,0.95,0.95,1,1.03,1.0275,0.364875,0.78,0.936763357932,10.5261104871,1,0,0,False,False,False,False,False
g551_registry_551000129,repair5g551_theta_551000129,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000076,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.3625,1.25,0.75,0.75,1,0.9,0.95,1,1.06,1.055,0.37975,0.81,0.873526715864,10.0522209742,1,0,0,False,False,False,False,False
g551_registry_551000130,repair5g551_theta_551000130,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000076,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.41875,1.25,0.75,0.75,1,0.85,0.95,1,1.09,1.0825,0.394625,0.84,0.810290073797,9.57833146127,1,0,0,False,False,False,False,False
g551_registry_551000131,repair5g551_theta_551000131,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000079,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2725,1.25,0.75,0.75,1,1.019,0.95,1,0.989,0.991,0.3479,0.76275,0.972151314347,10.7902121016,1,0,0,False,False,False,False,False
g551_registry_551000132,repair5g551_theta_551000132,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000079,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.30625,1.25,0.75,0.75,1,1.0475,0.95,1,0.9725,0.9775,0.34475,0.781875,0.930378285866,10.475530254,1,0,0,False,False,False,False,False
g551_registry_551000133,repair5g551_theta_551000133,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000079,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.3625,1.25,0.75,0.75,1,1.095,0.95,1,0.945,0.955,0.3395,0.81375,0.860756571732,9.95106050808,1,0,0,False,False,False,False,False
g551_registry_551000134,repair5g551_theta_551000134,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000079,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.41875,1.25,0.75,0.75,1,1.1425,0.95,1,0.9175,0.9325,0.33425,0.845625,0.791134857599,9.42659076213,1,0,0,False,False,False,False,False
g551_registry_551000135,repair5g551_theta_551000135,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000080,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.27,1.25,0.75,0.75,1,0.983,0.95,1,0.983,1.011,0.3542,0.762,0.968320271107,10.9925330338,1,0,0,False,False,False,False,False
g551_registry_551000136,repair5g551_theta_551000136,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000080,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.3,1.25,0.75,0.75,1,0.9575,0.95,1,0.9575,1.0275,0.3605,0.78,0.920800677767,10.9813325845,1,0,0,False,False,False,False,False
g551_registry_551000137,repair5g551_theta_551000137,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000080,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.35,1.25,0.75,0.75,1,0.915,0.95,1,0.915,1.055,0.371,0.81,0.841601355534,10.962665169,1,0,0,False,False,False,False,False
g551_registry_551000138,repair5g551_theta_551000138,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000080,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.4,1.25,0.75,0.75,1,0.8725,0.95,1,0.8725,1.0825,0.3815,0.84,0.762402033302,10.9439977535,1,0,0,False,False,False,False,False
g551_registry_551000139,repair5g551_theta_551000139,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000082,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.245,1.25,0.75,0.75,1,1.014,0.95,1,0.981,0.988,0.3472,0.7545,0.957465648595,11.0936934999,1,0,0,False,False,False,False,False
g551_registry_551000140,repair5g551_theta_551000140,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000082,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2375,1.25,0.75,0.75,1,1.035,0.95,1,0.9525,0.97,0.343,0.76125,0.893664121486,11.2342337498,1,0,0,False,False,False,False,False
g551_registry_551000141,repair5g551_theta_551000141,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000082,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.225,1.25,0.75,0.75,1,1.07,0.95,1,0.905,0.94,0.336,0.7725,0.787328242973,11.4684674995,1,0,0,False,False,False,False,False
g551_registry_551000142,repair5g551_theta_551000142,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000082,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2125,1.25,0.75,0.75,1,1.105,0.95,1,0.8575,0.91,0.329,0.78375,0.68099236446,11.7027012492,1,0,0,False,False,False,False,False
g551_registry_551000143,repair5g551_theta_551000143,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000083,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.275,1.25,0.75,0.75,1,0.996,0.95,1,0.982,0.992,0.35525,0.74025,0.952996098148,11.0431132668,1,0,0,False,False,False,False,False
g551_registry_551000144,repair5g551_theta_551000144,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000083,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.3125,1.25,0.75,0.75,1,0.99,0.95,1,0.955,0.98,0.363125,0.725625,0.882490245371,11.1077831671,1,0,0,False,False,False,False,False
g551_registry_551000145,repair5g551_theta_551000145,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000083,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.375,1.25,0.75,0.75,1,0.98,0.95,1,0.91,0.96,0.37625,0.70125,0.764980490741,11.2155663342,1,0,0,False,False,False,False,False
g551_registry_551000146,repair5g551_theta_551000146,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000083,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.4375,1.25,0.75,0.75,1,0.97,0.95,1,0.865,0.94,0.389375,0.676875,0.647470736112,11.3233495014,1,0,0,False,False,False,False,False
g551_registry_551000147,repair5g551_theta_551000147,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000086,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2675,1.25,0.75,0.75,1,0.98,0.95,1,1.005,0.984,0.35455,0.756,0.977897879206,10.8711404745,1,0,0,False,False,False,False,False
g551_registry_551000148,repair5g551_theta_551000148,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000086,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.29375,1.25,0.75,0.75,1,0.95,0.95,1,1.0125,0.96,0.361375,0.765,0.944744698015,10.6778511862,1,0,0,False,False,False,False,False
g551_registry_551000149,repair5g551_theta_551000149,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000086,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.3375,1.25,0.75,0.75,1,0.9,0.95,1,1.025,0.92,0.37275,0.78,0.88948939603,10.3557023725,1,0,0,False,False,False,False,False
g551_registry_551000150,repair5g551_theta_551000150,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000086,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.38125,1.25,0.75,0.75,1,0.85,0.95,1,1.0375,0.88,0.384125,0.795,0.834234094045,10.0335535587,1,0,0,False,False,False,False,False
g551_registry_551000151,repair5g551_theta_551000151,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000088,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.24,1.25,0.75,0.75,1,1.01,0.95,1,0.982,1.006,0.35245,0.76425,0.956827141388,10.8509083813,1,0,0,False,False,False,False,False
g551_registry_551000152,repair5g551_theta_551000152,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000088,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.225,1.25,0.75,0.75,1,1.025,0.95,1,0.955,1.015,0.356125,0.785625,0.89206785347,10.6272709532,1,0,0,False,False,False,False,False
g551_registry_551000153,repair5g551_theta_551000153,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000088,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2,1.25,0.75,0.75,1,1.05,0.95,1,0.91,1.03,0.36225,0.82125,0.78413570694,10.2545419064,1,0,0,False,False,False,False,False
g551_registry_551000154,repair5g551_theta_551000154,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000088,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.175,1.25,0.75,0.75,1,1.075,0.95,1,0.865,1.045,0.368375,0.856875,0.67620356041,9.88181285955,1,0,0,False,False,False,False,False
g551_registry_551000155,repair5g551_theta_551000155,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000090,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2275,1.25,0.75,0.75,1,1.021,0.95,1,0.991,0.995,0.3542,0.756,0.970874299933,10.8205602414,1,0,0,False,False,False,False,False
g551_registry_551000156,repair5g551_theta_551000156,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000090,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.19375,1.25,0.75,0.75,1,1.0525,0.95,1,0.9775,0.9875,0.3605,0.765,0.927185749833,10.5514006036,1,0,0,False,False,False,False,False
g551_registry_551000157,repair5g551_theta_551000157,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000090,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.1375,1.25,0.75,0.75,1,1.105,0.95,1,0.955,0.975,0.371,0.78,0.854371499666,10.1028012072,1,0,0,False,False,False,False,False
g551_registry_551000158,repair5g551_theta_551000158,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000090,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.08125,1.25,0.75,0.75,1,1.1575,0.95,1,0.9325,0.9625,0.3815,0.795,0.7815572495,9.65420181084,1,0,0,False,False,False,False,False
g551_registry_551000159,repair5g551_theta_551000159,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000062,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.27375,1.25,0.75,0.75,1,0.97006573355,0.95,1,0.978,0.988433669564,0.35595,0.762,0.993,10.934,1,0,0,False,False,False,False,False
g551_registry_551000160,repair5g551_theta_551000160,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000062,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.309375,1.25,0.75,0.75,1,0.925164333874,0.95,1,0.945,0.971084173909,0.364875,0.78,0.9825,10.835,1,0,0,False,False,False,False,False
g551_registry_551000161,repair5g551_theta_551000161,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000062,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.36875,1.25,0.75,0.75,1,0.850328667748,0.95,1,0.89,0.942168347819,0.37975,0.81,0.965,10.67,1,0,0,False,False,False,False,False
g551_registry_551000162,repair5g551_theta_551000162,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000062,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.428125,1.25,0.75,0.75,1,0.775493001622,0.95,1,0.835,0.913252521728,0.394625,0.84,0.9475,10.505,1,0,0,False,False,False,False,False
g551_registry_551000163,repair5g551_theta_551000163,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000063,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.23125,1.25,0.75,0.75,1,0.946908414834,0.95,1,0.985,0.96228806291,0.35175,0.747,1,10.945,1,0,0,False,False,False,False,False
g551_registry_551000164,repair5g551_theta_551000164,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000063,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.203125,1.25,0.75,0.75,1,0.867271037085,0.95,1,0.9625,0.905720157275,0.354375,0.7425,1,10.8625,1,0,0,False,False,False,False,False
g551_registry_551000165,repair5g551_theta_551000165,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000063,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.15625,1.25,0.75,0.75,1,0.73454207417,0.95,1,0.925,0.811440314551,0.35875,0.735,1,10.725,1,0,0,False,False,False,False,False
g551_registry_551000166,repair5g551_theta_551000166,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000063,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.109375,1.25,0.75,0.75,1,0.601813111255,0.95,1,0.8875,0.717160471826,0.363125,0.7275,1,10.5875,1,0,0,False,False,False,False,False
g551_registry_551000167,repair5g551_theta_551000167,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000065,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.2625,1.25,0.75,0.75,1,0.967690623938,0.95,1,1.013,0.96228806291,0.35385,0.76575,1,11.099,1,0,0,False,False,False,False,False
g551_registry_551000168,repair5g551_theta_551000168,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000065,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.28125,1.25,0.75,0.75,1,0.919226559844,0.95,1,1.0325,0.905720157275,0.359625,0.789375,1,11.2475,1,0,0,False,False,False,False,False
g551_registry_551000169,repair5g551_theta_551000169,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000065,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.3125,1.25,0.75,0.75,1,0.838453119689,0.95,1,1.065,0.811440314551,0.36925,0.82875,1,11.495,1,0,0,False,False,False,False,False
g551_registry_551000170,repair5g551_theta_551000170,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000065,random-32-32-20|50|1820|2000|0|14650fb0739d0383,True,1.25,1.34375,1.25,0.75,0.75,1,0.757679679533,0.95,1,1.0975,0.717160471826,0.378875,0.868125,1,11.7425,1,0,0,False,False,False,False,False
g551_registry_551000175,repair5g551_theta_551000175,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000077,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.26375,1.25,0.75,0.75,1,0.993,0.95,1,0.995,0.991,0.3472,0.7635,0.97342832876,10.7902121016,1,0,0,False,False,False,False,False
g551_registry_551000176,repair5g551_theta_551000176,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000077,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.284375,1.25,0.75,0.75,1,0.9825,0.95,1,0.9875,0.9775,0.343,0.78375,0.933570821899,10.475530254,1,0,0,False,False,False,False,False
g551_registry_551000177,repair5g551_theta_551000177,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000077,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.31875,1.25,0.75,0.75,1,0.965,0.95,1,0.975,0.955,0.336,0.8175,0.867141643799,9.95106050808,1,0,0,False,False,False,False,False
g551_registry_551000178,repair5g551_theta_551000178,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000077,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.353125,1.25,0.75,0.75,1,0.9475,0.95,1,0.9625,0.9325,0.329,0.85125,0.800712465698,9.42659076213,1,0,0,False,False,False,False,False
g551_registry_551000191,repair5g551_theta_551000191,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000060,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.2725,1.25,0.75,0.75,1,0.952846188864,0.95,1,1.006,0.969208958789,0.34545,0.75825,1,10.912,1,0,0,False,False,False,False,False
g551_registry_551000192,repair5g551_theta_551000192,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000060,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.30625,1.25,0.75,0.75,1,0.882115472159,0.95,1,1.015,0.923022396972,0.338625,0.770625,1,10.78,1,0,0,False,False,False,False,False
g551_registry_551000193,repair5g551_theta_551000193,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000060,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.3625,1.25,0.75,0.75,1,0.764230944319,0.95,1,1.03,0.846044793945,0.32725,0.79125,1,10.56,1,0,0,False,False,False,False,False
g551_registry_551000194,repair5g551_theta_551000194,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000060,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.41875,1.25,0.75,0.75,1,0.646346416478,0.95,1,1.045,0.769067190917,0.315875,0.811875,1,10.34,1,0,0,False,False,False,False,False
g551_registry_551000203,repair5g551_theta_551000203,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000064,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.275,1.25,0.75,0.75,1,0.948689747043,0.95,1,1.016,0.966901993496,0.34685,0.75375,1,11.099,1,0,0,False,False,False,False,False
g551_registry_551000204,repair5g551_theta_551000204,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000064,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.3125,1.25,0.75,0.75,1,0.871724367607,0.95,1,1.04,0.91725498374,0.342125,0.759375,1,11.2475,1,0,0,False,False,False,False,False
g551_registry_551000205,repair5g551_theta_551000205,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000064,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.375,1.25,0.75,0.75,1,0.743448735215,0.95,1,1.08,0.83450996748,0.33425,0.76875,1,11.495,1,0,0,False,False,False,False,False
g551_registry_551000206,repair5g551_theta_551000206,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000064,random-32-32-20|50|1822|2000|0|14650fb0739d0383,True,1.25,1.4375,1.25,0.75,0.75,1,0.615173102822,0.95,1,1.12,0.75176495122,0.326375,0.778125,1,11.7425,1,0,0,False,False,False,False,False
g551_registry_551000211,repair5g551_theta_551000211,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000103,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.972940301005,10.9334414245,1,0,0,False,False,False,False,False
g551_registry_551000212,repair5g551_theta_551000212,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000103,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.932350752513,10.8336035612,1,0,0,False,False,False,False,False
g551_registry_551000213,repair5g551_theta_551000213,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000103,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.864701505026,10.6672071225,1,0,0,False,False,False,False,False
g551_registry_551000214,repair5g551_theta_551000214,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000103,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.797052257539,10.5008106838,1,0,0,False,False,False,False,False
g551_registry_551000215,repair5g551_theta_551000215,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000104,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.978405293189,10.8486433027,1,0,0,False,False,False,False,False
g551_registry_551000216,repair5g551_theta_551000216,toward_static_flow_shield,conservative_shrinkage_25,conservative_shrinkage_25,repair5g550_theta_550000104,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.946013232974,10.6216082568,1,0,0,False,False,False,False,False
g551_registry_551000217,repair5g551_theta_551000217,toward_static_flow_shield,conservative_shrinkage_50,conservative_shrinkage_50,repair5g550_theta_550000104,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.892026465947,10.2432165136,1,0,0,False,False,False,False,False
g551_registry_551000218,repair5g551_theta_551000218,toward_static_flow_shield,conservative_shrinkage_75,conservative_shrinkage_75,repair5g550_theta_550000104,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.838039698921,9.86482477035,1,0,0,False,False,False,False,False
g551_registry_551000219,repair5g551_theta_551000219,toward_static_flow_shield,conservative_shrinkage_10,conservative_shrinkage_10,repair5g550_theta_550000105,random-32-32-20|50|1823|5000|0|14650fb0739d0383,True,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.993527737945,10.9097583805,1,0,0,False,False,False,False,False
